rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-05-10 16:46:10 6.0 ZT20170630 $0,ZT20170630,ZT,TU,2017-05-10 16:46:10,108.1484375,2017-05-10 17:00:00,108.1484375,0.0,0.0,Open,-1.0,0.0,15.0,-14.0
ib: 2017-05-10 16:46:02 1.0 GBP20170619 $-6,GBP20170619,GBP,BP,2017-05-10 16:46:02,1.2955,2017-05-10 17:00:00,1.2956,-7.7184316147e-05,7.7184316147e-05,Open,-1.0,-6.0,2.5,-14.0
ib: 2017-05-10 16:45:35 1.0 GC20170628 $9,GC20170628,GC,GC,2017-05-10 16:45:35,1219.0,2017-05-10 17:00:00,1218.9,8.20411846746e-05,8.20411846746e-05,Open,-1.0,9.0,2.5,-15.0
ib: 2017-05-10 16:46:04 1.0 ES20170616 $-12,ES20170616,ES,ES,2017-05-10 16:46:04,2395.5,2017-05-10 17:00:00,2395.25,0.000104373238702,0.000104373238702,Open,1.0,-12.0,2.5,-14.0
ib: 2017-05-10 16:46:06 1.0 NQ20170616 $-15,NQ20170616,NQ,NQ,2017-05-10 16:46:06,5676.25,2017-05-10 17:00:00,5675.5,0.000132146947406,0.000132146947406,Open,1.0,-15.0,2.5,-14.0
ib: 2017-05-10 16:45:47 3.0 ZF20170630 $46,ZF20170630,ZF,FV,2017-05-10 16:45:47,117.875,2017-05-10 17:00:00,117.859375,0.000132573246719,0.000132573246719,Open,-1.0,46.0,7.5,-15.0
ib: 2017-05-10 16:45:21 1.0 YM20170616 $20,YM20170616,YM,YM,2017-05-10 16:45:21,20897.0,2017-05-10 17:00:00,20893.0,0.000191451682382,0.000191451682382,Open,-1.0,20.0,2.5,-15.0
ib: 2017-05-10 16:45:31 1.0 ZN20170621 $-31,ZN20170621,ZN,TY,2017-05-10 16:45:31,124.84375,2017-05-10 17:00:00,124.8125,0.000250375563345,0.000250375563345,Open,1.0,-31.0,2.5,-15.0
ib: 2017-05-10 14:16:01 1.0 ZS20170714 $12,ZS20170714,ZS,S,2017-05-10 14:16:01,970.5,2017-05-10 14:20:00,970.25,0.000257665550116,0.000257665550116,Open,-1.0,12.0,2.5,-4.0
ib: 2017-05-10 16:45:43 1.0 AUD20170619 $19,AUD20170619,AUD,AD,2017-05-10 16:45:43,0.736,2017-05-10 17:00:00,0.7358,0.000271812992661,0.000271812992661,Open,-1.0,19.0,2.5,-15.0
ib: 2017-05-10 16:45:27 1.0 CHF20170619 $-37,CHF20170619,CHF,SF,2017-05-10 16:45:27,0.9934,2017-05-10 17:00:00,0.9931,0.000302084382237,0.000302084382237,Open,1.0,-37.0,2.5,-15.0
