rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-02-22 16:48:27 2.0 NZD20170313 $0,NZD20170313,NZD,NE,2017-02-22 16:48:27,0.7184,2017-02-22 17:00:00,0.7184,0.0,0.0,Open,1.0,0.0,5.0,-12.0
ib: 2017-02-22 14:18:06 2.0 ZS20170512 $-25,ZS20170512,ZS,S,2017-02-22 14:18:06,1033.25,2017-02-22 14:20:00,1033.5,-0.000241896468312,0.000241896468312,Open,-1.0,-25.0,5.0,-2.0
ib: 2017-02-22 16:48:21 1.0 CAD20170314 $19,CAD20170314,CAD,CD,2017-02-22 16:48:21,0.76015,2017-02-22 17:00:00,0.75995,0.000263175208895,0.000263175208895,Open,-1.0,19.0,2.5,-12.0
ib: 2017-02-22 14:04:18 2.0 GF20170330 $49,GF20170330,GF,FC,2017-02-22 14:04:18,125.05,2017-02-22 14:05:00,125.1,-0.000399680255795,0.000399680255795,Open,1.0,49.0,5.0,-1.0
ib: 2017-02-22 14:18:10 4.0 ZW20170512 $-50,ZW20170512,ZW,W,2017-02-22 14:18:10,456.25,2017-02-22 14:20:00,456.0,0.000548245614035,0.000548245614035,Open,1.0,-50.0,10.0,-2.0
ib: 2017-02-22 14:18:02 6.0 ZC20170512 $74,ZC20170512,ZC,C,2017-02-22 14:18:02,378.0,2017-02-22 14:20:00,378.25,-0.000660938532716,0.000660938532716,Open,1.0,74.0,15.0,-2.0
ib: 2017-02-22 16:48:25 2.0 HG20170526 $99,HG20170526,HG,HG,2017-02-22 16:48:25,274.8,2017-02-22 17:00:00,274.6,0.000728332119446,0.000728332119446,Open,-1.0,99.0,5.0,-12.0
ib: 2017-02-22 16:48:11 2.0 EUR20170313 $337,EUR20170313,EUR,CU,2017-02-22 16:48:11,1.0565,2017-02-22 17:00:00,1.05785,-0.00127617337052,0.00127617337052,Open,1.0,337.0,5.0,-12.0
ib: 2017-02-22 14:18:08 2.0 ZM20170512 $-100,ZM20170512,ZM,SM,2017-02-22 14:18:08,339.0,2017-02-22 14:20:00,339.5,-0.00147275405007,0.00147275405007,Open,-1.0,-100.0,5.0,-2.0
ib: 2017-02-22 16:48:13 1.0 MXP20170313 $40,MXP20170313,MXP,MP,2017-02-22 16:48:13,0.05008,2017-02-22 17:00:00,0.05016,-0.00159489633174,0.00159489633174,Open,1.0,40.0,2.5,-12.0
ib: 2017-02-22 16:53:33 2.0 PA20170329 $-360,PA20170329,PA,PA,2017-02-22 16:53:33,768.4,2017-02-22 17:00:00,770.2,-0.00233705531031,0.00233705531031,Open,-1.0,-360.0,5.0,-7.0
ib: 2017-02-22 14:18:04 4.0 ZL20170512 $-191,ZL20170512,ZL,BO,2017-02-22 14:18:04,33.08,2017-02-22 14:20:00,33.0,0.00242424242424,0.00242424242424,Open,1.0,-191.0,10.0,-2.0
ib: 2017-02-22 16:49:09 2.0 PL20170426 $-319,PL20170426,PL,PL,2017-02-22 16:49:09,1005.9,2017-02-22 17:00:00,1002.7,0.00319138326518,0.00319138326518,Open,1.0,-319.0,5.0,-11.0
ib: 2017-02-22 16:48:19 2.0 GC20170426 $-1020,GC20170426,GC,GC,2017-02-22 16:48:19,1238.4,2017-02-22 17:00:00,1233.3,0.00413524689856,0.00413524689856,Open,1.0,-1020.0,5.0,-12.0
ib: 2017-02-22 16:48:18 2.0 HO20170331 $680,HO20170331,HO,HO,2017-02-22 16:48:18,1.6472,2017-02-22 17:00:00,1.6391,0.00494173631871,0.00494173631871,Open,-1.0,680.0,5.0,-12.0
ib: 2017-02-22 16:48:29 2.0 CL20170321 $659,CL20170321,CL,CL,2017-02-22 16:48:29,53.92,2017-02-22 17:00:00,53.59,0.00615786527337,0.00615786527337,Open,-1.0,659.0,5.0,-12.0
ib: 2017-02-22 16:48:20 2.0 NG20170329 $-339,NG20170329,NG,NG,2017-02-22 16:48:20,2.718,2017-02-22 17:00:00,2.701,0.00629396519807,0.00629396519807,Open,1.0,-339.0,5.0,-12.0
