rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-05-11 16:46:15 1.0 ES20170616 $0,ES20170616,ES,ES,2017-05-11 16:46:15,2391.0,2017-05-11 17:00:00,2391.0,0.0,0.0,Open,-1.0,0.0,2.5,-14.0
ib: 2017-05-11 16:45:33 1.0 YM20170616 $0,YM20170616,YM,YM,2017-05-11 16:45:33,20870.0,2017-05-11 17:00:00,20870.0,0.0,0.0,Open,-1.0,0.0,2.5,-15.0
ib: 2017-05-11 14:16:14 3.0 ZC20170714 $0,ZC20170714,ZC,C,2017-05-11 14:16:14,369.25,2017-05-11 14:20:00,369.25,0.0,0.0,Open,1.0,0.0,7.5,-4.0
ib: 2017-05-11 14:16:12 2.0 ZL20170714 $0,ZL20170714,ZL,BO,2017-05-11 14:16:12,32.49,2017-05-11 14:20:00,32.49,0.0,0.0,Open,-1.0,0.0,5.0,-4.0
ib: 2017-05-11 16:46:05 2.0 CAD20170620 $0,CAD20170620,CAD,CD,2017-05-11 16:46:05,0.73055,2017-05-11 17:00:00,0.73055,0.0,0.0,Open,1.0,0.0,5.0,-14.0
ib: 2017-05-11 16:46:17 1.0 NQ20170616 $5,NQ20170616,NQ,NQ,2017-05-11 16:46:17,5671.0,2017-05-11 17:00:00,5670.75,4.40858792929e-05,4.40858792929e-05,Open,-1.0,5.0,2.5,-14.0
ib: 2017-05-11 16:46:21 6.0 ZT20170630 $-93,ZT20170630,ZT,TU,2017-05-11 16:46:21,108.1796875,2017-05-11 17:00:00,108.171875,7.22230247003e-05,7.22230247003e-05,Open,1.0,-93.0,15.0,-14.0
ib: 2017-05-11 16:46:13 1.0 GBP20170619 $6,GBP20170619,GBP,BP,2017-05-11 16:46:13,1.2903,2017-05-11 17:00:00,1.2904,-7.7495350279e-05,7.7495350279e-05,Open,1.0,6.0,2.5,-14.0
ib: 2017-05-11 16:45:45 1.0 GC20170628 $-20,GC20170628,GC,GC,2017-05-11 16:45:45,1224.4,2017-05-11 17:00:00,1224.2,0.00016337199804,0.00016337199804,Open,1.0,-20.0,2.5,-15.0
ib: 2017-05-11 13:59:55 1.0 GF20170831 $12,GF20170831,GF,FC,2017-05-11 13:59:55,147.3,2017-05-11 14:05:00,147.325,-0.000169692855931,0.000169692855931,Open,1.0,12.0,2.5,-6.0
ib: 2017-05-11 16:45:35 1.0 JPY20170619 $24,JPY20170619,JPY,JY,2017-05-11 16:45:35,0.8791,2017-05-11 17:00:00,0.8793,-0.000227453656318,0.000227453656318,Open,1.0,24.0,2.5,-15.0
