rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo: 2016-12-20 18:00:47 2 @TUH7 $-62,@TUH7,2016-12-20 18:00:47,108.179688,2016-12-20 17:00:00,108.1640625,0.000144461105092,0.000144461105092,Open,1.0,-62.0,5.0,0 days 01:00:47.000000000,60.0
ctwo: 2016-12-20 18:00:20 2.0 @TUH7 $-62,@TUH7,2016-12-20 18:00:20,108.179688,2016-12-20 17:00:00,108.1640625,0.000144461105092,0.000144461105092,Close,1.0,-62.0,5.0,0 days 01:00:20.000000000,60.0
ctwo: 2016-12-20 18:00:32 1 @ESH7 $37,@ESH7,2016-12-20 18:00:32,2267.25,2016-12-20 17:00:00,2266.5,0.000330906684315,0.000330906684315,Open,-1.0,37.0,2.5,0 days 01:00:32.000000000,60.0
ctwo: 2016-12-20 18:00:06 1.0 @ESH7 $37,@ESH7,2016-12-20 18:00:06,2267.25,2016-12-20 17:00:00,2266.5,0.000330906684315,0.000330906684315,Close,-1.0,37.0,2.5,0 days 01:00:06.000000000,60.0
ctwo: 2016-12-20 18:00:44 1 @JYH7 $62,@JYH7,2016-12-20 18:00:44,0.008516,2016-12-20 17:00:00,0.008521,-0.000586785588546,0.000586785588546,Open,1.0,62.0,2.5,0 days 01:00:44.000000000,60.0
ctwo: 2016-12-20 18:00:16 1.0 @JYH7 $62,@JYH7,2016-12-20 18:00:16,0.008516,2016-12-20 17:00:00,0.008521,-0.000586785588546,0.000586785588546,Close,1.0,62.0,2.5,0 days 01:00:16.000000000,60.0
ctwo: 2016-12-20 20:00:25 1 @CH7 $-12,@CH7,2016-12-20 20:00:25,350.0,2016-12-20 14:20:00,350.25,-0.000713775874375,0.000713775874375,Open,-1.0,-12.0,2.5,0 days 05:40:25.000000000,340.0
ctwo: 2016-12-20 20:00:07 1.0 @CH7 $-12,@CH7,2016-12-20 20:00:07,350.0,2016-12-20 14:20:00,350.25,-0.000713775874375,0.000713775874375,Close,-1.0,-12.0,2.5,0 days 05:40:07.000000000,340.0
ctwo: 2016-12-20 18:00:40 1 @TYH7 $-93,@TYH7,2016-12-20 18:00:40,123.21875,2016-12-20 17:00:00,123.125,0.000761421319797,0.000761421319797,Open,1.0,-93.0,2.5,0 days 01:00:40.000000000,60.0
ctwo: 2016-12-20 18:00:21 1.0 @TYH7 $-93,@TYH7,2016-12-20 18:00:21,123.21875,2016-12-20 17:00:00,123.125,0.000761421319797,0.000761421319797,Close,1.0,-93.0,2.5,0 days 01:00:21.000000000,60.0
ctwo: 2016-12-20 18:02:15 1 @EMDH7 $-190,@EMDH7,2016-12-20 18:02:15,1684.5,2016-12-20 17:00:00,1686.4,-0.00112666034156,0.00112666034156,Open,-1.0,-190.0,2.5,0 days 01:02:15.000000000,62.0
ctwo: 2016-12-20 18:02:05 1.0 @EMDH7 $-190,@EMDH7,2016-12-20 18:02:05,1684.5,2016-12-20 17:00:00,1686.4,-0.00112666034156,0.00112666034156,Close,-1.0,-190.0,2.5,0 days 01:02:05.000000000,62.0
ctwo: 2016-12-20 20:00:36 1 @WH7 $37,@WH7,2016-12-20 20:00:36,402.5,2016-12-20 14:20:00,403.25,-0.0018598884067,0.0018598884067,Open,1.0,37.0,2.5,0 days 05:40:36.000000000,340.0
ctwo: 2016-12-20 20:00:18 1.0 @WH7 $-37,@WH7,2016-12-20 20:00:18,402.5,2016-12-20 14:20:00,403.25,-0.0018598884067,0.0018598884067,Close,-1.0,-37.0,2.5,0 days 05:40:18.000000000,340.0
ctwo: 2016-12-20 17:14:14 1 QCLG7 $200,QCLG7,2016-12-20 17:14:14,53.5,2016-12-20 17:00:00,53.3,0.00375234521576,0.00375234521576,Open,-1.0,200.0,2.5,0 days 00:14:14.000000000,14.0
ctwo: 2016-12-20 17:14:14 1.0 QCLG7 $200,QCLG7,2016-12-20 17:14:14,53.5,2016-12-20 17:00:00,53.3,0.00375234521576,0.00375234521576,Close,-1.0,200.0,2.5,0 days 00:14:14.000000000,14.0
