rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-10-30 16:47:01 2.0 YM20171215 $20,YM20171215,YM,YM,2017-10-30 16:47:01,23289.0,2017-10-30 17:00:00,23291.0,-8.58700785711e-05,8.58700785711e-05,Open,1.0,20.0,5.0,-13.0
ib: 2017-10-30 16:47:09 2.0 ZB20171219 $125,ZB20171219,ZB,US,2017-10-30 16:47:09,152.3125,2017-10-30 17:00:00,152.375,-0.000410172272354,0.000410172272354,Open,1.0,125.0,5.0,-13.0
ib: 2017-10-30 16:47:11 2.0 NQ20171215 $110,NQ20171215,NQ,NQ,2017-10-30 16:47:11,6221.5,2017-10-30 17:00:00,6224.25,-0.000441820299634,0.000441820299634,Open,1.0,110.0,5.0,-13.0
ib: 2017-10-30 16:47:03 2.0 CL20171120 $-60,CL20171120,CL,CL,2017-10-30 16:47:03,54.12,2017-10-30 17:00:00,54.15,-0.000554016620499,0.000554016620499,Open,-1.0,-60.0,5.0,-13.0
ib: 2017-10-30 14:13:57 4.0 ZW20171214 $50,ZW20171214,ZW,W,2017-10-30 14:13:57,425.0,2017-10-30 14:20:00,424.75,0.00058858151854,0.00058858151854,Open,-1.0,50.0,10.0,-7.0
ib: 2017-10-30 16:46:58 2.0 NZD20171218 $-100,NZD20171218,NZD,NE,2017-10-30 16:46:58,0.6873,2017-10-30 17:00:00,0.6868,0.000728013977868,0.000728013977868,Open,1.0,-100.0,5.0,-14.0
ib: 2017-10-30 14:13:59 2.0 ZS20180112 $-75,ZS20180112,ZS,S,2017-10-30 14:13:59,985.25,2017-10-30 14:20:00,984.5,0.000761808024378,0.000761808024378,Open,1.0,-75.0,5.0,-7.0
ib: 2017-10-30 14:02:25 2.0 HE20171214 $39,HE20171214,HE,LH,2017-10-30 14:02:25,65.225,2017-10-30 14:05:00,65.175,0.000767165324127,0.000767165324127,Open,-1.0,39.0,5.0,-3.0
ib: 2017-10-30 16:47:08 2.0 HO20171130 $-142,HO20171130,HO,HO,2017-10-30 16:47:08,1.8745,2017-10-30 17:00:00,1.8762,-0.000906086771133,0.000906086771133,Open,-1.0,-142.0,5.0,-13.0
ib: 2017-10-30 14:02:20 2.0 GF20180125 $-174,GF20180125,GF,FC,2017-10-30 14:02:20,157.175,2017-10-30 14:05:00,157.35,-0.00111217032094,0.00111217032094,Open,-1.0,-174.0,5.0,-3.0
ib: 2017-10-30 16:47:13 2.0 EUR20171218 $387,EUR20171218,EUR,CU,2017-10-30 16:47:13,1.16845,2017-10-30 17:00:00,1.1669,0.00132830576742,0.00132830576742,Open,-1.0,387.0,5.0,-13.0
ib: 2017-10-30 14:02:22 2.0 LE20171229 $-140,LE20171229,LE,LC,2017-10-30 14:02:22,123.225,2017-10-30 14:05:00,123.4,-0.00141815235008,0.00141815235008,Open,-1.0,-140.0,5.0,-3.0
ib: 2017-10-30 16:47:05 6.0 MXP20171218 $-239,MXP20171218,MXP,MP,2017-10-30 16:47:05,0.05155,2017-10-30 17:00:00,0.05147,0.00155430347775,0.00155430347775,Open,1.0,-239.0,15.0,-13.0
ib: 2017-10-30 16:47:07 2.0 NG20171128 $419,NG20171128,NG,NG,2017-10-30 16:47:07,2.987,2017-10-30 17:00:00,2.966,0.00708024275118,0.00708024275118,Open,-1.0,419.0,5.0,-13.0
