rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-01-05 21:01:15 3 ZC20170314 $0,ZC20170314,ZC,C,2017-01-05 21:01:15,361.25,2017-01-05 14:20:00,361.25,0.0,0.0,Open,-1.0,0.0,7.5,401.0
ib: 2017-01-06 02:24:36 11 ZT20170331 $0,ZT20170331,ZT,TU,2017-01-06 02:24:36,108.3671875,2017-01-05 17:00:00,108.3671875,0.0,0.0,Open,-1.0,0.0,27.5,564.0
ib: 2017-01-06 02:25:00 2 ZB20170322 $0,ZB20170322,ZB,US,2017-01-06 02:25:00,152.5,2017-01-05 17:00:00,152.5,0.0,0.0,Open,1.0,0.0,5.0,565.0
ib: 2017-01-06 02:24:59 2 RB20170131 $16,RB20170131,RB,RB,2017-01-06 02:24:59,1.6375,2017-01-05 17:00:00,1.6377,-0.000122122488856,0.000122122488856,Open,1.0,16.0,5.0,564.0
ib: 2017-01-06 02:24:38 2 NQ20170317 $30,NQ20170317,NQ,NQ,2017-01-06 02:24:38,4961.25,2017-01-05 17:00:00,4962.0,-0.000151148730351,0.000151148730351,Open,1.0,30.0,5.0,564.0
ib: 2017-01-06 02:25:06 5 ZF20170331 $117,ZF20170331,ZF,FV,2017-01-06 02:25:06,117.96875,2017-01-05 17:00:00,117.9453125,0.000198714976485,0.000198714976485,Open,-1.0,117.0,12.5,565.0
ib: 2017-01-05 21:01:41 1 ZN20170322 $-46,ZN20170322,ZN,TY,2017-01-05 21:01:41,124.78125,2017-01-05 17:00:00,124.828125,-0.000375516334961,0.000375516334961,Open,-1.0,-46.0,2.5,241.0
ib: 2017-01-06 02:24:59 2 HO20170131 $58,HO20170131,HO,HO,2017-01-06 02:24:59,1.6935,2017-01-05 17:00:00,1.6942,-0.00041317435958,0.00041317435958,Open,1.0,58.0,5.0,564.0
ib: 2017-01-06 02:24:46 2 YM20170317 $100,YM20170317,YM,YM,2017-01-06 02:24:46,19811.0,2017-01-05 17:00:00,19821.0,-0.000504515412946,0.000504515412946,Open,1.0,100.0,5.0,564.0
ib: 2017-01-06 02:24:22 2 EUR20170313 $137,EUR20170313,EUR,CU,2017-01-06 02:24:22,1.06165,2017-01-05 17:00:00,1.0622,-0.000517793259273,0.000517793259273,Open,1.0,137.0,5.0,564.0
ib: 2017-01-06 02:24:42 2 CHF20170313 $175,CHF20170313,CHF,SF,2017-01-06 02:24:42,0.9922,2017-01-05 17:00:00,0.9929,-0.000705005539329,0.000705005539329,Open,1.0,175.0,5.0,564.0
ib: 2017-01-05 21:01:00 1 SI20170329 $-60,SI20170329,SI,SI,2017-01-05 21:01:00,1662.5,2017-01-05 17:00:00,1663.7,-0.000721283885316,0.000721283885316,Open,-1.0,-60.0,2.5,241.0
ib: 2017-01-06 02:24:20 2 ES20170317 $175,ES20170317,ES,ES,2017-01-06 02:24:20,2262.5,2017-01-05 17:00:00,2264.25,-0.000772882853042,0.000772882853042,Open,1.0,175.0,5.0,564.0
ib: 2017-01-05 21:00:42 1 AUD20170313 $-69,AUD20170313,AUD,AD,2017-01-05 21:00:42,0.7315,2017-01-05 17:00:00,0.7322,-0.000956022944551,0.000956022944551,Open,-1.0,-69.0,2.5,240.0
ib: 2017-01-06 02:42:49 2 NIY20170309 $-173,NIY20170309,NIY,NIY,2017-01-06 02:42:49,19445.0,2017-01-05 17:00:00,19425.0,0.0010296010296,0.0010296010296,Open,1.0,-173.0,5.0,582.0
