symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
@WN6,-450,1463573769,,,479.25000,,future,long,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:15:40,479.25000,50,,0,1,,,102410733,
@KCN6,0,,,,125.05,,future,long,,,open,2016-05-20 08:17:38,124.7,375,,0,1,,,102461187,
@BON6,-126,1463725092,,,31.93000,,future,long,2016-05-20 02:18:12,1463725092,open,2016-05-20 02:16:56,31.93000,600,,0,1,,,102456275,
@DXM6,10,1463725092,,,95.27000,,future,long,2016-05-20 02:18:12,1463725092,open,2016-05-20 02:16:40,95.26500,1000,,0,1,,,102456260,
@CTN6,-160,1463649377,,,6174.00000,,future,long,2016-05-19 05:16:17,1463649377,open,2016-05-19 05:16:12,6174.00000,5,,0,1,,,102436365,
QCLM6,910,1463649949,,,47.24000,,future,long,2016-05-19 05:25:49,1463649949,open,2016-05-19 05:25:41,47.23000,1000,,0,1,,,102436459,
@CDM6,-130,1463649949,,,0.76440,,future,long,2016-05-19 05:25:49,1463649949,open,2016-05-19 05:25:33,0.76430,100000,,0,1,,,102436450,
@SBN6,-224,1463573769,,,16.45000,,future,short,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:15:58,16.45000,1120,,0,1,,,102410755,
@CCN6,-10,,,,2913,,future,short,,,open,2016-05-20 08:17:28,2913,10,,0,1,,,102461180,
QGCM6,1680,1463573769,,,1273.40000,,future,short,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:15:03,1274.20000,100,,0,1,,,102410701,
BDM6,-438,1463727177,,,163.73000,,future,long,2016-05-20 02:52:57,1463727177,open,2016-05-20 02:52:31,163.74000,1000,,0,1,,,102456710,
@EUM6,-13,1463649377,,,1.12280,,future,short,2016-05-19 05:16:17,1463649377,open,2016-05-19 05:15:43,1.12290,125000,,0,1,,,102436355,
QHGN6,238,1463725092,,,207.00000,,future,long,2016-05-20 02:18:12,1463725092,open,2016-05-20 02:16:43,206.95000,250,,0,1,,,102456263,
@ESM6,313,1463659537,,,2038.75000,,future,long,2016-05-19 08:05:37,1463659537,open,2016-05-19 08:05:32,2038.50000,50,,0,1,,,102438121,
@SFM6,1063,1463573769,,,1.01830,,future,short,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:15:01,1.01830,125000,,0,1,,,102410699,
@EMDM6,-160,1463573769,,,1433.40000,,future,short,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:14:26,1433.50000,100,,0,1,,,102410641,
@CN6,-263,1463649949,,,396.75000,,future,long,2016-05-19 05:25:49,1463649949,open,2016-05-19 05:25:44,396.75000,50,,0,1,,,102436463,
XGM6,-631,1463573769,,,9856.50000,,future,short,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:14:39,9854.50000,25,,0,1,,,102410661,
@SMN6,1920,1463573769,,,367.80000,,future,long,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:15:37,367.80000,100,,0,1,,,102410731,
@GFQ6,688,1463649378,,,149.02500,,future,short,2016-05-19 05:16:18,1463649378,open,2016-05-18 09:30:16,148.85000,500,,0,1,,,102411962,
QHOM6,-252,1463725092,,,1.48100,,future,long,2016-05-20 02:18:12,1463725092,open,2016-05-20 02:16:49,1.48130,42000,,0,1,,,102456269,
QPAM6,1725,1463573769,,,580.05000,,future,short,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:15:08,580.00000,100,,0,1,,,102410705,
@FVM6,23,1463649949,,,120.32813,,future,long,2016-05-19 05:25:49,1463649949,open,2016-05-19 05:25:31,120.32031,1000,,0,1,,,102436448,
@SN6,438,1463573769,,,1071.00000,,future,long,2016-05-18 08:16:09,1463573769,open,2016-05-18 08:15:35,1071.00000,50,,0,1,,,102410729,
