rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-26 16:44:42 1 @YMM7 $5,@YMM7,2017-05-26 16:44:42,21067.0,2017-05-26 17:00:00,21066.0,4.7469856641e-05,4.7469856641e-05,Open,-1.0,5.0,2.5,-1 days +23:44:42.000000000,-16.0
ctwo opened: 2017-05-26 16:44:36 1 QCLN7 $9,QCLN7,2017-05-26 16:44:36,49.79,2017-05-26 17:00:00,49.8,-0.000200803212851,0.000200803212851,Open,1.0,9.0,2.5,-1 days +23:44:36.000000000,-16.0
ctwo opened: 2017-05-26 16:44:41 1 @SFM7 $-62,@SFM7,2017-05-26 16:44:41,1.027,2017-05-26 17:00:00,1.0275,-0.000486618004866,0.000486618004866,Open,-1.0,-62.0,2.5,-1 days +23:44:41.000000000,-16.0
ctwo opened: 2017-05-26 16:44:35 2 @BPM7 $-99,@BPM7,2017-05-26 16:44:35,1.2812,2017-05-26 17:00:00,1.2804,0.000624804748516,0.000624804748516,Open,1.0,-99.0,5.0,-1 days +23:44:35.000000000,-16.0
ctwo opened: 2017-05-26 14:18:02 3 @BON7 $36,@BON7,2017-05-26 14:18:02,31.58,2017-05-26 14:20:00,31.6,-0.000632911392405,0.000632911392405,Open,1.0,36.0,7.5,-1 days +23:58:02.000000000,-2.0
ctwo opened: 2017-05-26 16:44:37 1 @EMDM7 $-109,@EMDM7,2017-05-26 16:44:37,1724.4,2017-05-26 17:00:00,1725.5,-0.000637496377861,0.000637496377861,Open,-1.0,-109.0,2.5,-1 days +23:44:37.000000000,-16.0
ctwo opened: 2017-05-26 16:44:38 1 QGCQ7 $-120,QGCQ7,2017-05-26 16:44:38,1270.2,2017-05-26 17:00:00,1271.4,-0.000943841434639,0.000943841434639,Open,-1.0,-120.0,2.5,-1 days +23:44:38.000000000,-16.0
ctwo opened: 2017-05-26 13:59:27 1 @LEQ7 $-60,@LEQ7,2017-05-26 13:59:27,118.8,2017-05-26 14:05:00,118.95,-0.00126103404792,0.00126103404792,Open,-1.0,-60.0,2.5,-1 days +23:54:27.000000000,-6.0
ctwo opened: 2017-05-26 14:18:04 1 @SN7 $62,@SN7,2017-05-26 14:18:04,925.25,2017-05-26 14:20:00,926.5,-0.00134916351862,0.00134916351862,Open,1.0,62.0,2.5,-1 days +23:58:04.000000000,-2.0
ctwo opened: 2017-05-26 16:44:40 1 QRBN7 $-117,QRBN7,2017-05-26 16:44:40,1.6289,2017-05-26 17:00:00,1.6261,0.00172191132157,0.00172191132157,Open,1.0,-117.0,2.5,-1 days +23:44:40.000000000,-16.0
ctwo opened: 2017-05-26 13:59:26 1 @GFQ7 $-137,@GFQ7,2017-05-26 13:59:26,146.675,2017-05-26 14:05:00,146.95,-0.00187138482477,0.00187138482477,Open,-1.0,-137.0,2.5,-1 days +23:54:26.000000000,-6.0
ctwo opened: 2017-05-26 16:44:39 1 QPAU7 $-159,QPAU7,2017-05-26 16:44:39,788.3,2017-05-26 17:00:00,786.7,0.0020338121266,0.0020338121266,Open,1.0,-159.0,2.5,-1 days +23:44:39.000000000,-16.0
ctwo opened: 2017-05-26 16:44:39 1 QNGN7 $120,QNGN7,2017-05-26 16:44:39,3.298,2017-05-26 17:00:00,3.31,-0.0036253776435,0.0036253776435,Open,1.0,120.0,2.5,-1 days +23:44:39.000000000,-16.0
