rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-01-11 16:47:46 2 NQ20170317 $0,NQ20170317,NQ,NQ,2017-01-11 16:47:46,5046.5,2017-01-11 17:00:00,5046.5,0.0,0.0,Open,-1.0,0.0,5.0,-13.0
ib: 2017-01-11 14:14:41 8 ZC20170314 $0,ZC20170314,ZC,C,2017-01-11 14:14:41,357.25,2017-01-11 14:20:00,357.25,0.0,0.0,Open,-1.0,0.0,20.0,-6.0
ib: 2017-01-11 16:47:32 2 NIY20170309 $0,NIY20170309,NIY,NIY,2017-01-11 16:47:32,19340.0,2017-01-11 17:00:00,19340.0,0.0,0.0,Open,-1.0,0.0,5.0,-13.0
ib: 2017-01-11 16:47:44 10 ZT20170331 $0,ZT20170331,ZT,TU,2017-01-11 16:47:44,108.359375,2017-01-11 17:00:00,108.359375,0.0,0.0,Open,1.0,0.0,25.0,-13.0
ib: 2017-01-11 16:47:52 2 PL20170426 $-10,PL20170426,PL,PL,2017-01-11 16:47:52,976.5,2017-01-11 17:00:00,976.4,0.000102417042196,0.000102417042196,Open,1.0,-10.0,5.0,-13.0
ib: 2017-01-11 16:47:34 2 ES20170317 $25,ES20170317,ES,ES,2017-01-11 16:47:34,2270.75,2017-01-11 17:00:00,2270.5,0.000110107905748,0.000110107905748,Open,-1.0,25.0,5.0,-13.0
ib: 2017-01-11 16:48:02 4 ZF20170331 $62,ZF20170331,ZF,FV,2017-01-11 16:48:02,117.84375,2017-01-11 17:00:00,117.859375,-0.000132573246719,0.000132573246719,Open,1.0,62.0,10.0,-12.0
ib: 2017-01-11 16:47:56 2 JPY20170313 $-37,JPY20170313,JPY,JY,2017-01-11 16:47:56,0.8684,2017-01-11 17:00:00,0.86825,0.000172761301469,0.000172761301469,Open,1.0,-37.0,5.0,-13.0
ib: 2017-01-11 14:14:37 2 ZS20170314 $-24,ZS20170314,ZS,S,2017-01-11 14:14:37,1011.25,2017-01-11 14:20:00,1011.5,-0.000247157686604,0.000247157686604,Open,-1.0,-24.0,5.0,-6.0
ib: 2017-01-11 16:47:48 2 NZD20170313 $80,NZD20170313,NZD,NE,2017-01-11 16:47:48,0.7042,2017-01-11 17:00:00,0.7038,0.000568343279341,0.000568343279341,Open,-1.0,80.0,5.0,-13.0
ib: 2017-01-11 16:48:06 2 EMD20170317 $339,EMD20170317,EMD,EMD,2017-01-11 16:48:06,1686.6,2017-01-11 17:00:00,1684.9,0.0010089619562,0.0010089619562,Open,-1.0,339.0,5.0,-12.0
ib: 2017-01-11 16:48:10 2 HO20170131 $-184,HO20170131,HO,HO,2017-01-11 16:48:10,1.6599,2017-01-11 17:00:00,1.6621,-0.00132362673726,0.00132362673726,Open,-1.0,-184.0,5.0,-12.0
ib: 2017-01-11 16:47:36 6 MXP20170313 $269,MXP20170313,MXP,MP,2017-01-11 16:47:36,0.04529,2017-01-11 17:00:00,0.0452,0.00199115044248,0.00199115044248,Open,-1.0,269.0,15.0,-13.0
ib: 2017-01-11 16:47:42 2 SI20170329 $530,SI20170329,SI,SI,2017-01-11 16:47:42,1677.5,2017-01-11 17:00:00,1682.8,-0.0031495127169,0.0031495127169,Open,1.0,530.0,5.0,-13.0
ib: 2017-01-11 16:47:40 2 HG20170329 $-449,HG20170329,HG,HG,2017-01-11 16:47:40,260.15,2017-01-11 17:00:00,261.05,-0.00344761539935,0.00344761539935,Open,-1.0,-449.0,5.0,-13.0
ib: 2017-01-11 16:48:00 2 GC20170224 $939,GC20170224,GC,GC,2017-01-11 16:48:00,1191.9,2017-01-11 17:00:00,1196.6,-0.00392779542036,0.00392779542036,Open,1.0,939.0,5.0,-12.0
ib: 2017-01-11 14:03:31 2 GF20170330 $-550,GF20170330,GF,FC,2017-01-11 14:03:31,129.075,2017-01-11 14:05:00,129.625,-0.00424300867888,0.00424300867888,Open,-1.0,-550.0,5.0,-2.0
ib: 2017-01-11 16:48:00 2 CL20170120 $-1260,CL20170120,CL,CL,2017-01-11 16:48:00,52.43,2017-01-11 17:00:00,53.06,-0.0118733509235,0.0118733509235,Open,-1.0,-1260.0,5.0,-12.0
ib: 2017-01-11 16:47:38 2 NG20170224 $1319,NG20170224,NG,NG,2017-01-11 16:47:38,3.283,2017-01-11 17:00:00,3.217,0.0205160087038,0.0205160087038,Open,-1.0,1319.0,5.0,-13.0
