symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
USDCAD,13,1458700208,,,1.30732,,forex,long,2016-03-22 22:30:08,1458700208,open,2016-03-22 22:25:24,1.30674,10000,,0,5,,,101425532,
GBPUSD,35,1458698118,,,1.42100,,forex,short,2016-03-22 21:55:18,1458698118,open,2016-03-22 21:55:14,1.42100,10000,,0,5,,,101425134,
EURJPY,-33,1458668120,,,125.98000,,forex,long,2016-03-22 13:35:20,1458668120,open,2016-03-22 13:35:17,125.98300,10000,,0,5,,,101415884,
EURUSD,-3,1458692430,,,1.12104,,forex,short,2016-03-22 20:20:30,1458692430,open,2016-03-22 20:20:24,1.12104,10000,,0,5,,,101423882,
USDCHF,-9,1458704421,,,0.97383,,forex,short,2016-03-22 23:40:21,1458704421,open,2016-03-22 23:40:17,0.97382,10000,,0,5,,,101428179,
AUDUSD,-33,1458701726,,,0.76312,,forex,long,2016-03-22 22:55:26,1458701726,open,2016-03-22 22:55:21,0.76311,10000,,0,5,,,101427074,
USDJPY,314,1458657339,,,111.61800,,forex,long,2016-03-22 10:35:39,1458657339,open,2016-03-22 10:35:35,111.61800,10000,,0,5,,,101409327,
