rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-01-27 14:15:12 6.0 ZC20170314 $0,ZC20170314,ZC,C,2017-01-27 14:15:12,362.5,2017-01-27 14:20:00,362.5,0.0,0.0,Open,1.0,0.0,15.0,-5.0
ib: 2017-01-27 16:49:05 2.0 ZB20170322 $0,ZB20170322,ZB,US,2017-01-27 16:49:05,150.375,2017-01-27 17:00:00,150.375,0.0,0.0,Open,-1.0,0.0,5.0,-11.0
ib: 2017-01-27 14:15:10 4.0 ZW20170314 $0,ZW20170314,ZW,W,2017-01-27 14:15:10,420.5,2017-01-27 14:20:00,420.5,0.0,0.0,Open,1.0,0.0,10.0,-5.0
ib: 2017-01-27 16:48:59 2.0 YM20170317 $-20,YM20170317,YM,YM,2017-01-27 16:48:59,20014.0,2017-01-27 17:00:00,20012.0,9.99400359784e-05,9.99400359784e-05,Open,1.0,-20.0,5.0,-12.0
ib: 2017-01-27 16:48:43 2.0 ES20170317 $-25,ES20170317,ES,ES,2017-01-27 16:48:43,2289.25,2017-01-27 17:00:00,2289.0,0.000109217999126,0.000109217999126,Open,1.0,-25.0,5.0,-12.0
ib: 2017-01-27 16:48:55 8.0 ZT20170331 $-375,ZT20170331,ZT,TU,2017-01-27 16:48:55,108.359375,2017-01-27 17:00:00,108.3828125,-0.000216247387011,0.000216247387011,Open,-1.0,-375.0,20.0,-12.0
ib: 2017-01-27 14:15:06 2.0 ZS20170314 $-25,ZS20170314,ZS,S,2017-01-27 14:15:06,1049.5,2017-01-27 14:20:00,1049.25,0.000238265427686,0.000238265427686,Open,1.0,-25.0,5.0,-5.0
ib: 2017-01-27 16:48:57 4.0 ZF20170331 $-125,ZF20170331,ZF,FV,2017-01-27 16:48:57,117.6953125,2017-01-27 17:00:00,117.7265625,-0.000265445616829,0.000265445616829,Open,-1.0,-125.0,10.0,-12.0
ib: 2017-01-27 16:49:07 2.0 JPY20170313 $-74,JPY20170313,JPY,JY,2017-01-27 16:49:07,0.8701,2017-01-27 17:00:00,0.8704,-0.000344669117647,0.000344669117647,Open,-1.0,-74.0,5.0,-11.0
ib: 2017-01-27 14:01:52 2.0 HE20170417 $-20,HE20170417,HE,LH,2017-01-27 14:01:52,68.325,2017-01-27 14:05:00,68.3,0.000366032210835,0.000366032210835,Open,1.0,-20.0,5.0,-4.0
ib: 2017-01-27 16:49:09 2.0 ZN20170322 $-93,ZN20170322,ZN,TY,2017-01-27 16:49:09,124.125,2017-01-27 17:00:00,124.171875,-0.000377500943752,0.000377500943752,Open,-1.0,-93.0,5.0,-11.0
