rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-20 04:15:18 ctwo:157.85 csi:157.85 @KCZ6,@KCZ6,2016-10-20 04:15:18,157.85,2016-10-19 20:00:00,157.85,0.0,0.0,Open,0 days 08:15:18.000000000,0.343958333333
2016-10-20 02:20:06 ctwo:8892.0 csi:8892.0 IBX6,IBX6,2016-10-20 02:20:06,8892.0,2016-10-19 20:00:00,8892.0,0.0,0.0,Open,0 days 06:20:06.000000000,0.263958333333
2016-10-20 00:11:14 ctwo:97.725 csi:97.725 HXSZ6,HXSZ6,2016-10-20 00:11:14,97.725,2016-10-19 20:00:00,97.725,0.0,0.0,Close,0 days 04:11:14.000000000,0.174467592593
2016-10-20 04:15:10 ctwo:157.85 csi:157.85 @KCZ6,@KCZ6,2016-10-20 04:15:10,157.85,2016-10-19 20:00:00,157.85,0.0,0.0,Close,0 days 08:15:10.000000000,0.343865740741
2016-10-20 00:10:42 ctwo:97.945 csi:97.94 @DXZ6,@DXZ6,2016-10-20 00:10:42,97.945,2016-10-19 20:00:00,97.94,5.10516642842e-05,5.10516642842e-05,Close,0 days 04:10:42.000000000,0.174097222222
2016-10-20 00:11:08 ctwo:109.109375 csi:109.1171875 @TUZ6,@TUZ6,2016-10-20 00:11:08,109.109375,2016-10-19 20:00:00,109.1171875,-7.15973365791e-05,7.15973365791e-05,Close,0 days 04:11:08.000000000,0.174398148148
2016-10-20 00:11:13 ctwo:98.31 csi:98.3 HTSZ6,HTSZ6,2016-10-20 00:11:13,98.31,2016-10-19 20:00:00,98.3,0.000101729399797,0.000101729399797,Close,0 days 04:11:13.000000000,0.174456018519
2016-10-20 00:11:09 ctwo:130.28125 csi:130.265625 @TYZ6,@TYZ6,2016-10-20 00:11:09,130.28125,2016-10-19 20:00:00,130.265625,0.000119947223222,0.000119947223222,Open,0 days 04:11:09.000000000,0.174409722222
2016-10-20 00:11:05 ctwo:151.91 csi:151.89 BBZ6,BBZ6,2016-10-20 00:11:05,151.91,2016-10-19 20:00:00,151.89,0.000131674237935,0.000131674237935,Close,0 days 04:11:05.000000000,0.174363425926
2016-10-20 00:11:06 ctwo:151.91 csi:151.89 BBZ6,BBZ6,2016-10-20 00:11:06,151.91,2016-10-19 20:00:00,151.89,0.000131674237935,0.000131674237935,Open,0 days 04:11:06.000000000,0.174375
