symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
NZDUSD,-18,1459296981,,,0.68632,,forex,long,2016-03-29 20:16:21,1459296981,open,2016-03-29 20:06:29,0.68672,10000,,0,1,,,101555906,
EURGBP,-7,1459303030,,,0.78529,,forex,short,2016-03-29 21:57:10,1459303030,open,2016-03-29 21:57:06,0.78530,10000,,0,1,,,101556940,
USDJPY,41,1459290571,,,112.78500,,forex,short,2016-03-29 18:29:31,1459290571,open,2016-03-29 18:29:28,112.78500,10000,,0,1,,,101554959,
CHFJPY,-13,1459307838,,,116.38200,,forex,long,2016-03-29 23:17:18,1459307838,open,2016-03-29 23:17:15,116.38200,10000,,0,1,,,101557576,
USDCHF,-5,1459303604,,,0.96672,,forex,long,2016-03-29 22:06:44,1459303605,open,2016-03-29 22:06:39,0.96670,10000,,0,1,,,101557035,
NZDJPY,-37,1459290588,,,77.34300,,forex,long,2016-03-29 18:29:48,1459290588,open,2016-03-29 18:29:45,77.34300,10000,,0,1,,,101554965,
CADJPY,-34,1459290594,,,86.29900,,forex,long,2016-03-29 18:29:54,1459290594,open,2016-03-29 18:29:50,86.29700,10000,,0,1,,,101554967,
EURJPY,-34,1459290549,,,127.30500,,forex,long,2016-03-29 18:29:09,1459290549,open,2016-03-29 18:29:05,127.30500,10000,,0,1,,,101554951,
AUDJPY,-25,1459297018,,,85.93900,,forex,long,2016-03-29 20:16:58,1459297018,open,2016-03-29 20:16:55,85.93200,10000,,0,1,,,101556041,
AUDUSD,-8,1459290577,,,0.76337,,forex,long,2016-03-29 18:29:37,1459290577,open,2016-03-29 18:29:33,0.76337,10000,,0,1,,,101554961,
EURCHF,2,1459309649,,,1.09159,,forex,long,2016-03-29 23:47:29,1459309649,open,2016-03-29 23:47:25,1.09160,10000,,0,1,,,101557771,
USDCAD,-6,1459290582,,,1.30663,,forex,short,2016-03-29 18:29:42,1459290582,open,2016-03-29 18:29:39,1.30663,10000,,0,1,,,101554963,
GBPJPY,-40,1459301842,,,161.98500,,forex,long,2016-03-29 21:37:22,1459301842,open,2016-03-29 21:37:18,161.98300,10000,,0,1,,,101556822,
GBPUSD,-8,1459290560,,,1.43884,,forex,long,2016-03-29 18:29:20,1459290560,open,2016-03-29 18:29:17,1.43884,10000,,0,1,,,101554955,
EURUSD,-5,1459307244,,,1.12947,,forex,short,2016-03-29 23:07:24,1459307244,open,2016-03-29 23:07:21,1.12947,10000,,0,1,,,101557462,
