rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-01-24 16:46:13 1 ZT20170331 $15,ZT20170331,ZT,TU,2017-01-24 16:46:13,108.3671875,2017-01-24 17:00:00,108.359375,7.20980533526e-05,7.20980533526e-05,Open,-1.0,15.0,2.5,-14.0
ib: 2017-01-24 16:46:26 2 EMD20170317 $80,EMD20170317,EMD,EMD,2017-01-24 16:46:26,1694.8,2017-01-24 17:00:00,1695.2,-0.00023596035866,0.00023596035866,Open,1.0,80.0,5.0,-14.0
ib: 2017-01-24 14:13:25 4 ZL20170314 $-23,ZL20170314,ZL,BO,2017-01-24 14:13:25,35.29,2017-01-24 14:20:00,35.28,0.000283446712018,0.000283446712018,Open,1.0,-23.0,10.0,-7.0
ib: 2017-01-24 16:46:03 2 AUD20170313 $-59,AUD20170313,AUD,AD,2017-01-24 16:46:03,0.7574,2017-01-24 17:00:00,0.7571,0.000396248844274,0.000396248844274,Open,1.0,-59.0,5.0,-14.0
ib: 2017-01-24 16:46:28 2 NZD20170313 $59,NZD20170313,NZD,NE,2017-01-24 16:46:28,0.7237,2017-01-24 17:00:00,0.724,-0.000414364640884,0.000414364640884,Open,1.0,59.0,5.0,-14.0
ib: 2017-01-24 16:46:17 2 YM20170317 $-100,YM20170317,YM,YM,2017-01-24 16:46:17,19854.0,2017-01-24 17:00:00,19844.0,0.000503930659141,0.000503930659141,Open,1.0,-100.0,5.0,-14.0
ib: 2017-01-24 16:46:07 2 ES20170317 $-125,ES20170317,ES,ES,2017-01-24 16:46:07,2275.75,2017-01-24 17:00:00,2274.5,0.000549571334359,0.000549571334359,Open,1.0,-125.0,5.0,-14.0
ib: 2017-01-24 16:46:15 2 NQ20170317 $-120,NQ20170317,NQ,NQ,2017-01-24 16:46:15,5099.25,2017-01-24 17:00:00,5096.25,0.000588668138337,0.000588668138337,Open,1.0,-120.0,5.0,-14.0
ib: 2017-01-24 16:46:21 2 CAD20170314 $120,CAD20170314,CAD,CD,2017-01-24 16:46:21,0.76015,2017-01-24 17:00:00,0.76075,-0.000788695366415,0.000788695366415,Open,1.0,120.0,5.0,-14.0
ib: 2017-01-24 16:46:19 2 GBP20170313 $-212,GBP20170313,GBP,BP,2017-01-24 16:46:19,1.2532,2017-01-24 17:00:00,1.2515,0.00135836995605,0.00135836995605,Open,1.0,-212.0,5.0,-14.0
ib: 2017-01-24 14:04:50 2 HE20170417 $79,HE20170417,HE,LH,2017-01-24 14:04:50,67.725,2017-01-24 14:05:00,67.625,0.00147874306839,0.00147874306839,Open,-1.0,79.0,5.0,-1.0
ib: 2017-01-24 14:04:52 2 LE20170428 $-160,LE20170428,LE,LC,2017-01-24 14:04:52,118.2,2017-01-24 14:05:00,118.4,-0.00168918918919,0.00168918918919,Open,-1.0,-160.0,5.0,-1.0
ib: 2017-01-24 14:04:48 2 GF20170330 $-275,GF20170330,GF,FC,2017-01-24 14:04:48,129.9,2017-01-24 14:05:00,130.175,-0.00211254081045,0.00211254081045,Open,-1.0,-275.0,5.0,-1.0
ib: 2017-01-24 14:13:27 2 ZM20170314 $-179,ZM20170314,ZM,SM,2017-01-24 14:13:27,342.1,2017-01-24 14:20:00,343.0,-0.00262390670554,0.00262390670554,Open,-1.0,-179.0,5.0,-7.0
ib: 2017-01-24 16:46:09 4 MXP20170313 $-380,MXP20170313,MXP,MP,2017-01-24 16:46:09,0.04618,2017-01-24 17:00:00,0.04637,-0.00409747681691,0.00409747681691,Open,-1.0,-380.0,10.0,-14.0
ib: 2017-01-24 16:50:48 2 PA20170329 $1140,PA20170329,PA,PA,2017-01-24 16:50:48,790.15,2017-01-24 17:00:00,795.85,-0.00716215367217,0.00716215367217,Open,1.0,1140.0,5.0,-10.0
ib: 2017-01-24 16:46:23 2 PL20170426 $819,PL20170426,PL,PL,2017-01-24 16:46:23,999.6,2017-01-24 17:00:00,1007.8,-0.00813653502679,0.00813653502679,Open,1.0,819.0,5.0,-14.0
ib: 2017-01-24 16:46:12 2 RB20170228 $-1385,RB20170228,RB,RB,2017-01-24 16:46:12,1.5853,2017-01-24 17:00:00,1.6018,-0.0103009114746,0.0103009114746,Open,-1.0,-1385.0,5.0,-14.0
