symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
GBPJPY,-14,1460557832,,,155.19700,,forex,short,2016-04-13 10:30:32,1460557832,open,2016-04-13 10:30:14,155.17900,10000,,0,2,,,101804194,
AUDJPY,21,1460557832,,,83.46900,,forex,long,2016-04-13 10:30:32,1460557832,open,2016-04-13 10:30:12,83.47100,10000,,0,2,,,101804185,
