rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-09 16:45:52 1 @ESM7 $25,@ESM7,2017-05-09 16:45:52,2392.75,2017-05-09 17:00:00,2393.25,-0.00020892092343,0.00020892092343,Open,1.0,25.0,2.5,-1 days +23:45:52.000000000,-15.0
ctwo opened: 2017-05-09 16:45:55 1 @TUM7 $46,@TUM7,2017-05-09 16:45:55,108.17188,2017-05-09 17:00:00,108.1484375,0.000216762262515,0.000216762262515,Open,-1.0,46.0,2.5,-1 days +23:45:55.000000000,-15.0
ctwo opened: 2017-05-09 16:45:53 1 QHGN7 $-25,QHGN7,2017-05-09 16:45:53,249.7,2017-05-09 17:00:00,249.8,-0.000400320256205,0.000400320256205,Open,-1.0,-25.0,2.5,-1 days +23:45:53.000000000,-15.0
ctwo opened: 2017-05-09 16:45:55 1 @TYM7 $-62,@TYM7,2017-05-09 16:45:55,124.89063,2017-05-09 17:00:00,124.828125,0.00050072850169,0.00050072850169,Open,1.0,-62.0,2.5,-1 days +23:45:55.000000000,-15.0
ctwo opened: 2017-05-09 14:15:50 1 @WN7 $-12,@WN7,2017-05-09 14:15:50,429.75,2017-05-09 14:20:00,429.5,0.00058207217695,0.00058207217695,Open,1.0,-12.0,2.5,-1 days +23:55:50.000000000,-5.0
ctwo opened: 2017-05-09 16:45:50 1 @EUM7 $-87,@EUM7,2017-05-09 16:45:50,1.0896,2017-05-09 17:00:00,1.0889,0.000642850583157,0.000642850583157,Open,1.0,-87.0,2.5,-1 days +23:45:50.000000000,-15.0
ctwo opened: 2017-05-09 16:45:51 1 @EMDM7 $-140,@EMDM7,2017-05-09 16:45:51,1724.5,2017-05-09 17:00:00,1725.9,-0.000811170983255,0.000811170983255,Open,-1.0,-140.0,2.5,-1 days +23:45:51.000000000,-15.0
ctwo opened: 2017-05-09 14:15:49 1 @SMN7 $30,@SMN7,2017-05-09 14:15:49,318.2,2017-05-09 14:20:00,318.5,-0.00094191522763,0.00094191522763,Open,1.0,30.0,2.5,-1 days +23:55:49.000000000,-5.0
ctwo opened: 2017-05-09 16:45:53 1 @JYM7 $212,@JYM7,2017-05-09 16:45:53,0.00878,2017-05-09 17:00:00,0.008763,0.00193997489444,0.00193997489444,Open,-1.0,212.0,2.5,-1 days +23:45:53.000000000,-15.0
ctwo opened: 2017-05-09 16:45:54 1 QNGM7 $-109,QNGM7,2017-05-09 16:45:54,3.216,2017-05-09 17:00:00,3.227,-0.00340873876666,0.00340873876666,Open,-1.0,-109.0,2.5,-1 days +23:45:54.000000000,-15.0
ctwo opened: 2017-05-09 16:45:50 1 QCLM7 $390,QCLM7,2017-05-09 16:45:50,46.27,2017-05-09 17:00:00,45.88,0.00850043591979,0.00850043591979,Open,-1.0,390.0,2.5,-1 days +23:45:50.000000000,-15.0
