rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-08-24 16:48:23 8.0 ZF20170929 $62,ZF20170929,ZF,FV,2017-08-24 16:48:23,118.484375,2017-08-24 17:00:00,118.4921875,-6.59326168656e-05,6.59326168656e-05,Open,1.0,62.0,20.0,-12.0
ib: 2017-08-24 16:48:09 2.0 GBP20170918 $12,GBP20170918,GBP,BP,2017-08-24 16:48:09,1.281,2017-08-24 17:00:00,1.2811,-7.80579189759e-05,7.80579189759e-05,Open,1.0,12.0,5.0,-12.0
ib: 2017-08-24 16:48:17 4.0 ZN20170920 $-62,ZN20170920,ZN,TY,2017-08-24 16:48:17,126.703125,2017-08-24 17:00:00,126.6875,0.0001233349778,0.0001233349778,Open,1.0,-62.0,10.0,-12.0
ib: 2017-08-24 14:00:20 2.0 LE20171031 $19,LE20171031,LE,LC,2017-08-24 14:00:20,106.85,2017-08-24 14:05:00,106.825,0.000234027615259,0.000234027615259,Open,-1.0,19.0,5.0,-5.0
ib: 2017-08-24 16:48:25 2.0 EUR20170918 $87,EUR20170918,EUR,CU,2017-08-24 16:48:25,1.18145,2017-08-24 17:00:00,1.1818,-0.000296158402437,0.000296158402437,Open,1.0,87.0,5.0,-12.0
ib: 2017-08-24 16:48:31 2.0 YM20170915 $80,YM20170915,YM,YM,2017-08-24 16:48:31,21794.0,2017-08-24 17:00:00,21786.0,0.000367208298908,0.000367208298908,Open,-1.0,80.0,5.0,-12.0
ib: 2017-08-24 16:49:48 2.0 PA20170927 $-79,PA20170927,PA,PA,2017-08-24 16:49:48,935.75,2017-08-24 17:00:00,936.15,-0.000427281952678,0.000427281952678,Open,-1.0,-79.0,5.0,-11.0
ib: 2017-08-24 16:48:27 2.0 NIY20170907 $91,NIY20170907,NIY,NIY,2017-08-24 16:48:27,19415.0,2017-08-24 17:00:00,19405.0,0.000515331100232,0.000515331100232,Open,-1.0,91.0,5.0,-12.0
ib: 2017-08-24 16:48:11 2.0 AUD20170918 $100,AUD20170918,AUD,AD,2017-08-24 16:48:11,0.7898,2017-08-24 17:00:00,0.7903,-0.000632671137543,0.000632671137543,Open,1.0,100.0,5.0,-12.0
ib: 2017-08-24 16:48:13 2.0 CAD20170919 $120,CAD20170919,CAD,CD,2017-08-24 16:48:13,0.7992,2017-08-24 17:00:00,0.7986,0.000751314800902,0.000751314800902,Open,-1.0,120.0,5.0,-12.0
ib: 2017-08-24 16:48:21 2.0 HG20171227 $125,HG20171227,HG,HG,2017-08-24 16:48:21,305.9,2017-08-24 17:00:00,305.65,0.000817929003763,0.000817929003763,Open,-1.0,125.0,5.0,-12.0
ib: 2017-08-24 16:48:15 2.0 NG20170927 $-60,NG20170927,NG,NG,2017-08-24 16:48:15,2.979,2017-08-24 17:00:00,2.982,-0.0010060362173,0.0010060362173,Open,-1.0,-60.0,5.0,-12.0
ib: 2017-08-24 16:48:29 8.0 MXP20170918 $-239,MXP20170918,MXP,MP,2017-08-24 16:48:29,0.05622,2017-08-24 17:00:00,0.05628,-0.00106609808102,0.00106609808102,Open,-1.0,-239.0,20.0,-12.0
ib: 2017-08-24 16:48:06 2.0 EMD20170915 $420,EMD20170915,EMD,EMD,2017-08-24 16:48:06,1702.9,2017-08-24 17:00:00,1700.8,0.0012347130762,0.0012347130762,Open,-1.0,420.0,5.0,-12.0
ib: 2017-08-24 16:48:19 2.0 NZD20170918 $240,NZD20170918,NZD,NE,2017-08-24 16:48:19,0.7201,2017-08-24 17:00:00,0.7213,-0.001663662831,0.001663662831,Open,1.0,240.0,5.0,-12.0
ib: 2017-08-24 14:00:18 2.0 GF20171026 $-275,GF20171026,GF,FC,2017-08-24 14:00:18,142.125,2017-08-24 14:05:00,142.4,-0.00193117977528,0.00193117977528,Open,-1.0,-275.0,5.0,-5.0
ib: 2017-08-24 14:12:45 4.0 ZL20171214 $-192,ZL20171214,ZL,BO,2017-08-24 14:12:45,35.05,2017-08-24 14:20:00,35.13,-0.00227725590663,0.00227725590663,Open,-1.0,-192.0,10.0,-8.0
ib: 2017-08-24 16:49:00 2.0 HO20170929 $394,HO20170929,HO,HO,2017-08-24 16:49:00,1.6281,2017-08-24 17:00:00,1.6234,0.00289515830972,0.00289515830972,Open,-1.0,394.0,5.0,-11.0
