rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-05-30 16:45:10 2.0 ES20170616 $25,ES20170616,ES,ES,2017-05-30 16:45:10,2411.0,2017-05-30 17:00:00,2410.75,0.000103702167375,0.000103702167375,Open,-1.0,25.0,5.0,-15.0
ib: 2017-05-30 16:44:58 2.0 NZD20170619 $-19,NZD20170619,NZD,NE,2017-05-30 16:44:58,0.7098,2017-05-30 17:00:00,0.7097,0.000140904607581,0.000140904607581,Open,1.0,-19.0,5.0,-16.0
ib: 2017-05-30 16:44:52 2.0 YM20170616 $40,YM20170616,YM,YM,2017-05-30 16:44:52,21019.0,2017-05-30 17:00:00,21015.0,0.000190340233167,0.000190340233167,Open,-1.0,40.0,5.0,-16.0
ib: 2017-05-30 16:45:04 4.0 CAD20170620 $59,CAD20170620,CAD,CD,2017-05-30 16:45:04,0.743,2017-05-30 17:00:00,0.74285,0.00020192501851,0.00020192501851,Open,-1.0,59.0,10.0,-15.0
ib: 2017-05-30 16:45:12 2.0 NQ20170616 $50,NQ20170616,NQ,NQ,2017-05-30 16:45:12,5793.25,2017-05-30 17:00:00,5792.0,0.000215814917127,0.000215814917127,Open,-1.0,50.0,5.0,-15.0
ib: 2017-05-30 16:45:02 2.0 HO20170630 $50,HO20170630,HO,HO,2017-05-30 16:45:02,1.5541,2017-05-30 17:00:00,1.5535,0.000386224654007,0.000386224654007,Open,-1.0,50.0,5.0,-15.0
ib: 2017-05-30 16:45:06 2.0 EUR20170619 $162,EUR20170619,EUR,CU,2017-05-30 16:45:06,1.12055,2017-05-30 17:00:00,1.1199,0.000580408965086,0.000580408965086,Open,-1.0,162.0,5.0,-15.0
ib: 2017-05-30 13:59:37 2.0 HE20170717 $-60,HE20170717,HE,LH,2017-05-30 13:59:37,80.925,2017-05-30 14:05:00,81.0,-0.000925925925926,0.000925925925926,Open,-1.0,-60.0,5.0,-6.0
ib: 2017-05-30 16:45:00 2.0 RB20170630 $-134,RB20170630,RB,RB,2017-05-30 16:45:00,1.6227,2017-05-30 17:00:00,1.6243,-0.000985039709413,0.000985039709413,Open,-1.0,-134.0,5.0,-15.0
ib: 2017-05-30 14:16:42 2.0 ZN20170621 $-437,ZN20170621,ZN,TY,2017-05-30 14:16:42,126.375,2017-05-30 17:00:00,126.15625,0.00173396086203,0.00173396086203,Open,1.0,-437.0,5.0,-164.0
ib: 2017-05-30 14:19:36 4.0 ZW20170714 $150,ZW20170714,ZW,W,2017-05-30 14:19:36,430.25,2017-05-30 14:20:00,429.5,0.00174621653085,0.00174621653085,Open,-1.0,150.0,10.0,-1.0
ib: 2017-05-30 14:16:42 4.0 ZF20170630 $-1843,ZF20170630,ZF,FV,2017-05-30 14:16:42,118.7265625,2017-05-30 17:00:00,118.265625,0.00389747654908,0.00389747654908,Open,1.0,-1843.0,10.0,-164.0
ib: 2017-05-30 14:16:42 1.0 ZB20170621 $-1156,ZB20170621,ZB,US,2017-05-30 14:16:42,154.46875,2017-05-30 17:00:00,153.3125,0.00754178556869,0.00754178556869,Open,1.0,-1156.0,2.5,-164.0
