rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-06-20 14:12:50 1 @CU7 $0,@CU7,2017-06-20 14:12:50,378.0,2017-06-20 14:20:00,378.0,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:52:50.000000000,-8.0
ctwo opened: 2017-06-20 16:47:02 1 QHGU7 $12,QHGU7,2017-06-20 16:47:02,257.25,2017-06-20 17:00:00,257.2,0.000194401244168,0.000194401244168,Open,-1.0,12.0,2.5,-1 days +23:47:02.000000000,-13.0
ctwo opened: 2017-06-20 16:47:00 1 @EUU7 $49,@EUU7,2017-06-20 16:47:00,1.1187,2017-06-20 17:00:00,1.1183,0.000357685773048,0.000357685773048,Open,-1.0,49.0,2.5,-1 days +23:47:00.000000000,-13.0
ctwo opened: 2017-06-20 16:47:01 1 @ESU7 $-50,@ESU7,2017-06-20 16:47:01,2436.5,2017-06-20 17:00:00,2437.5,-0.000410256410256,0.000410256410256,Open,-1.0,-50.0,2.5,-1 days +23:47:01.000000000,-13.0
ctwo opened: 2017-06-19 18:20:01 1 @JYU7 $-156,@JYU7,2017-06-19 18:20:01,0.009,2017-06-20 17:00:00,0.0090125,-0.00138696255201,0.00138696255201,Open,-1.0,-156.0,2.5,-1 days +01:20:01.000000000,-1360.0
ctwo opened: 2017-06-19 20:20:19 1 @WU7 $50,@WU7,2017-06-19 20:20:19,486.75,2017-06-20 14:20:00,487.75,-0.00205023065095,0.00205023065095,Open,1.0,50.0,2.5,-1 days +06:00:19.000000000,-1080.0
ctwo opened: 2017-06-20 16:46:59 1 QCLQ7 $89,QCLQ7,2017-06-20 16:46:59,43.42,2017-06-20 17:00:00,43.51,-0.0020684900023,0.0020684900023,Open,1.0,89.0,2.5,-1 days +23:46:59.000000000,-14.0
ctwo opened: 2017-06-19 18:20:09 1 @TYU7 $328,@TYU7,2017-06-19 18:20:09,126.42188,2017-06-20 17:00:00,126.75,-0.00258871794872,0.00258871794872,Open,1.0,328.0,2.5,-1 days +01:20:09.000000000,-1360.0
ctwo opened: 2017-06-19 18:20:07 1 QNGQ7 $-90,QNGQ7,2017-06-19 18:20:07,2.921,2017-06-20 17:00:00,2.93,-0.00307167235495,0.00307167235495,Open,-1.0,-90.0,2.5,-1 days +01:20:07.000000000,-1360.0
ctwo opened: 2017-06-19 18:20:57 1 @EMDU7 $1629,@EMDU7,2017-06-19 18:20:57,1761.2,2017-06-20 17:00:00,1744.9,0.00934150954209,0.00934150954209,Open,-1.0,1629.0,2.5,-1 days +01:20:57.000000000,-1360.0
