rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-18 23:53:38 ctwo:151.84 csi:151.8 BBZ6,BBZ6,2016-10-18 23:53:38,151.84,2016-10-18 20:00:00,151.8,0.000263504611331,0.000263504611331,Open,0 days 03:53:38.000000000,0.16224537037
2016-10-18 23:53:36 ctwo:1264.0 csi:1262.9 QGCZ6,QGCZ6,2016-10-18 23:53:36,1264.0,2016-10-18 20:00:00,1262.9,0.000871011164779,0.000871011164779,Close,0 days 03:53:36.000000000,0.162222222222
2016-10-18 23:53:36 ctwo:210.35 csi:210.55 QHGZ6,QHGZ6,2016-10-18 23:53:36,210.35,2016-10-18 20:00:00,210.55,-0.000949893137022,0.000949893137022,Close,0 days 03:53:36.000000000,0.162222222222
2016-10-18 23:53:36 ctwo:2134.25 csi:2132.0 @ESZ6,@ESZ6,2016-10-18 23:53:36,2134.25,2016-10-18 20:00:00,2132.0,0.00105534709193,0.00105534709193,Close,0 days 03:53:36.000000000,0.162222222222
2016-10-18 23:53:37 ctwo:914.4 csi:912.8 @MMEZ6,@MMEZ6,2016-10-18 23:53:37,914.4,2016-10-18 20:00:00,912.8,0.00175284837862,0.00175284837862,Open,0 days 03:53:37.000000000,0.162233796296
2016-10-19 04:21:11 ctwo:2692.0 csi:2698.0 @CCZ6,@CCZ6,2016-10-19 04:21:11,2692.0,2016-10-18 20:00:00,2698.0,-0.00222386953299,0.00222386953299,Open,0 days 08:21:11.000000000,0.348043981481
2016-10-19 04:20:55 ctwo:2692.0 csi:2698.0 @CCZ6,@CCZ6,2016-10-19 04:20:55,2692.0,2016-10-18 20:00:00,2698.0,-0.00222386953299,0.00222386953299,Close,0 days 08:20:55.000000000,0.347858796296
2016-10-18 23:53:34 ctwo:35.15 csi:35.07 @BOZ6,@BOZ6,2016-10-18 23:53:34,35.15,2016-10-18 20:00:00,35.07,0.00228115198175,0.00228115198175,Close,0 days 03:53:34.000000000,0.162199074074
2016-10-19 03:30:08 ctwo:22.96 csi:23.02 @SBH7,@SBH7,2016-10-19 03:30:08,22.96,2016-10-18 20:00:00,23.02,-0.00260642919201,0.00260642919201,Close,0 days 07:30:08.000000000,0.312592592593
2016-10-18 23:53:35 ctwo:7080.0 csi:7115.0 @CTZ6,@CTZ6,2016-10-18 23:53:35,7080.0,2016-10-18 20:00:00,7115.0,-0.0049191848208,0.0049191848208,Open,0 days 03:53:35.000000000,0.162210648148
2016-10-18 23:53:35 ctwo:51.08 csi:50.62 QCLZ6,QCLZ6,2016-10-18 23:53:35,51.08,2016-10-18 20:00:00,50.62,0.0090873172659,0.0090873172659,Open,0 days 03:53:35.000000000,0.162210648148
