symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
USDCHF,40,1463972422,,,0.99006,,forex,short,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:08:06,0.99028,10000,,15,20,,,102480911,
GBPAUD,-9,1463972422,,,2.00424,,forex,long,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:18:34,2.00437,10000,,0,5,,,102481041,
EURCHF,28,1463972422,,,1.1118,,forex,short,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:08:40,1.11196,10000,,15,20,,,102480921,
AUDUSD,-55,1463972422,,,0.72398,,forex,short,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:08:11,0.72346,10000,,5,10,,,102480915,
GBPJPY,58,1463972422,,,159.307,,forex,long,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:08:33,159.24650,10000,,5,10,,,102480919,
AUDNZD,-57,1463972422,,,1.06647,,forex,long,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:18:31,1.06726,10000,,5,10,,,102481039,
EURUSD,-10,1463972422,,,1.12294,,forex,short,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:07:55,1.12287,10000,,5,10,,,102480909,
GBPCHF,-99,1463972422,,,1.43656833333333,,forex,short,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:07:05,1.43628,10000,,25,30,,,102480895,
USDJPY,9,1463972422,,,109.793,,forex,long,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:08:09,109.78650,10000,,5,10,,,102480913,
NZDCAD,50,1463972422,,,0.88994,,forex,long,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:18:53,0.88880,10000,,0,5,,,102481045,
USDCAD,11,1463972422,,,1.31113,,forex,long,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:08:14,1.31099,10000,,5,10,,,102480917,
NZDCHF,33,1463972422,,,0.67196,,forex,long,2016-05-22 23:00:22,1463972422,open,2016-05-22 22:18:50,0.67136,10000,,0,5,,,102481043,
