rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-07-20 16:43:27 1 @TUU7 $-15,@TUU7,2017-07-20 16:43:27,108.14063,2017-07-20 17:00:00,108.1328125,7.22953543819e-05,7.22953543819e-05,Open,1.0,-15.0,2.5,-1 days +23:43:27.000000000,-17.0
ctwo opened: 2017-07-20 16:43:25 1 @ESU7 $12,@ESU7,2017-07-20 16:43:25,2471.0,2017-07-20 17:00:00,2471.25,-0.000101163378857,0.000101163378857,Open,1.0,12.0,2.5,-1 days +23:43:25.000000000,-17.0
ctwo opened: 2017-07-20 16:43:24 1 @EMDU7 $60,@EMDU7,2017-07-20 16:43:24,1777.6,2017-07-20 17:00:00,1778.2,-0.000337419862783,0.000337419862783,Open,1.0,60.0,2.5,-1 days +23:43:24.000000000,-17.0
ctwo opened: 2017-07-20 16:43:27 1 @TYU7 $-62,@TYU7,2017-07-20 16:43:27,126.125,2017-07-20 17:00:00,126.0625,0.000495785820526,0.000495785820526,Open,1.0,-62.0,2.5,-1 days +23:43:27.000000000,-17.0
ctwo opened: 2017-07-20 14:11:43 1 @SMZ7 $20,@SMZ7,2017-07-20 14:11:43,337.9,2017-07-20 14:20:00,338.1,-0.000591540964212,0.000591540964212,Open,1.0,20.0,2.5,-1 days +23:51:43.000000000,-9.0
ctwo opened: 2017-07-20 16:43:26 1 @JYU7 $93,@JYU7,2017-07-20 16:43:26,0.00896,2017-07-20 17:00:00,0.0089525,0.00083775481709,0.00083775481709,Open,-1.0,93.0,2.5,-1 days +23:43:26.000000000,-17.0
ctwo opened: 2017-07-20 16:43:21 1 QCLU7 $-39,QCLU7,2017-07-20 16:43:21,46.96,2017-07-20 17:00:00,46.92,0.000852514919011,0.000852514919011,Open,1.0,-39.0,2.5,-1 days +23:43:21.000000000,-17.0
ctwo opened: 2017-07-20 14:11:41 1 @CU7 $50,@CU7,2017-07-20 14:11:41,390.0,2017-07-20 14:20:00,391.0,-0.00255754475703,0.00255754475703,Open,1.0,50.0,2.5,-1 days +23:51:41.000000000,-9.0
ctwo opened: 2017-07-20 16:43:26 1 QNGU7 $-120,QNGU7,2017-07-20 16:43:26,3.021,2017-07-20 17:00:00,3.033,-0.00395647873393,0.00395647873393,Open,-1.0,-120.0,2.5,-1 days +23:43:26.000000000,-17.0
ctwo opened: 2017-07-20 14:11:44 1 @WU7 $-175,@WU7,2017-07-20 14:11:44,502.25,2017-07-20 14:20:00,505.75,-0.00692041522491,0.00692041522491,Open,-1.0,-175.0,2.5,-1 days +23:51:44.000000000,-9.0
