rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-07-28 16:44:36 7 @TUU7 $-109,@TUU7,2017-07-28 16:44:36,108.17188,2017-07-28 17:00:00,108.1796875,-7.2171589514e-05,7.2171589514e-05,Open,-1.0,-109.0,17.5,-1 days +23:44:36.000000000,-16.0
ctwo opened: 2017-07-28 16:44:28 4 @FVU7 $-93,@FVU7,2017-07-28 16:44:28,118.13281,2017-07-28 17:00:00,118.15625,-0.000198381380587,0.000198381380587,Open,-1.0,-93.0,10.0,-1 days +23:44:28.000000000,-16.0
ctwo opened: 2017-07-28 16:44:26 1 QCLU7 $-9,QCLU7,2017-07-28 16:44:26,49.72,2017-07-28 17:00:00,49.71,0.00020116676725,0.00020116676725,Open,1.0,-9.0,2.5,-1 days +23:44:26.000000000,-16.0
ctwo opened: 2017-07-28 16:44:37 1 @YMU7 $-35,@YMU7,2017-07-28 16:44:37,21782.0,2017-07-28 17:00:00,21775.0,0.000321469575201,0.000321469575201,Open,1.0,-35.0,2.5,-1 days +23:44:37.000000000,-16.0
ctwo opened: 2017-07-28 16:44:27 1 @ESU7 $-50,@ESU7,2017-07-28 16:44:27,2471.25,2017-07-28 17:00:00,2470.25,0.000404817326182,0.000404817326182,Open,1.0,-50.0,2.5,-1 days +23:44:27.000000000,-16.0
ctwo opened: 2017-07-28 16:44:33 1 QPAU7 $-60,QPAU7,2017-07-28 16:44:33,880.75,2017-07-28 17:00:00,880.15,0.000681701982617,0.000681701982617,Open,1.0,-60.0,2.5,-1 days +23:44:33.000000000,-16.0
ctwo opened: 2017-07-28 16:44:32 1 @NKDU7 $-67,@NKDU7,2017-07-28 16:44:32,19975.0,2017-07-28 17:00:00,19960.0,0.000751503006012,0.000751503006012,Open,1.0,-67.0,2.5,-1 days +23:44:32.000000000,-16.0
ctwo opened: 2017-07-28 16:44:29 1 QHGU7 $75,QHGU7,2017-07-28 16:44:29,287.8,2017-07-28 17:00:00,287.5,0.00104347826087,0.00104347826087,Open,-1.0,75.0,2.5,-1 days +23:44:29.000000000,-16.0
ctwo opened: 2017-07-28 16:44:35 1 @SFU7 $137,@SFU7,2017-07-28 16:44:35,1.0351,2017-07-28 17:00:00,1.0362,-0.00106157112527,0.00106157112527,Open,1.0,137.0,2.5,-1 days +23:44:35.000000000,-16.0
ctwo opened: 2017-07-28 16:44:30 3 @PXU7 $89,@PXU7,2017-07-28 16:44:30,0.05579,2017-07-28 17:00:00,0.05585,-0.00107430617726,0.00107430617726,Open,1.0,89.0,7.5,-1 days +23:44:30.000000000,-16.0
ctwo opened: 2017-07-28 16:44:34 1 QRBU7 $84,QRBU7,2017-07-28 16:44:34,1.6478,2017-07-28 17:00:00,1.6458,0.00121521448536,0.00121521448536,Open,-1.0,84.0,2.5,-1 days +23:44:34.000000000,-16.0
ctwo opened: 2017-07-28 16:44:30 1 QNGU7 $99,QNGU7,2017-07-28 16:44:30,2.931,2017-07-28 17:00:00,2.941,-0.00340020401224,0.00340020401224,Open,1.0,99.0,2.5,-1 days +23:44:30.000000000,-16.0
