rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-02-16 16:48:53 2.0 ZN20170322 $0,ZN20170322,ZN,TY,2017-02-16 16:48:53,124.453125,2017-02-16 17:00:00,124.453125,0.0,0.0,Open,-1.0,0.0,5.0,-12.0
ib: 2017-02-16 16:48:43 6.0 ZF20170331 $46,ZF20170331,ZF,FV,2017-02-16 16:48:43,117.7578125,2017-02-16 17:00:00,117.75,6.63481953291e-05,6.63481953291e-05,Open,-1.0,46.0,15.0,-12.0
ib: 2017-02-16 16:48:39 10.0 ZT20170331 $156,ZT20170331,ZT,TU,2017-02-16 16:48:39,108.390625,2017-02-16 17:00:00,108.3828125,7.20824623369e-05,7.20824623369e-05,Open,-1.0,156.0,25.0,-12.0
ib: 2017-02-16 16:48:29 2.0 AUD20170313 $-19,AUD20170313,AUD,AD,2017-02-16 16:48:29,0.7691,2017-02-16 17:00:00,0.769,0.000130039011703,0.000130039011703,Open,1.0,-19.0,5.0,-12.0
ib: 2017-02-16 16:48:47 2.0 CAD20170314 $19,CAD20170314,CAD,CD,2017-02-16 16:48:47,0.7652,2017-02-16 17:00:00,0.7653,-0.000130667712008,0.000130667712008,Open,1.0,19.0,5.0,-12.0
ib: 2017-02-16 16:48:31 2.0 EUR20170313 $37,EUR20170313,EUR,CU,2017-02-16 16:48:31,1.06835,2017-02-16 17:00:00,1.0685,-0.000140383715489,0.000140383715489,Open,1.0,37.0,5.0,-12.0
ib: 2017-02-16 16:48:51 2.0 ZB20170322 $62,ZB20170322,ZB,US,2017-02-16 16:48:51,150.84375,2017-02-16 17:00:00,150.8125,0.000207210940738,0.000207210940738,Open,-1.0,62.0,5.0,-12.0
ib: 2017-02-16 14:16:56 2.0 ZS20170512 $-25,ZS20170512,ZS,S,2017-02-16 14:16:56,1055.0,2017-02-16 14:20:00,1054.75,0.00023702299123,0.00023702299123,Open,1.0,-25.0,5.0,-4.0
ib: 2017-02-16 16:48:49 2.0 RB20170331 $41,RB20170331,RB,RB,2017-02-16 16:48:49,1.7458,2017-02-16 17:00:00,1.7463,-0.000286319647254,0.000286319647254,Open,1.0,41.0,5.0,-12.0
ib: 2017-02-16 14:17:02 2.0 ZM20170512 $19,ZM20170512,ZM,SM,2017-02-16 14:17:02,346.1,2017-02-16 14:20:00,346.2,-0.000288850375505,0.000288850375505,Open,1.0,19.0,5.0,-3.0
ib: 2017-02-16 16:48:42 2.0 CHF20170313 $-74,CHF20170313,CHF,SF,2017-02-16 16:48:42,1.0043,2017-02-16 17:00:00,1.004,0.000298804780876,0.000298804780876,Open,1.0,-74.0,5.0,-12.0
ib: 2017-02-16 16:48:45 2.0 GBP20170313 $-87,GBP20170313,GBP,BP,2017-02-16 16:48:45,1.2494,2017-02-16 17:00:00,1.2501,-0.000559955203584,0.000559955203584,Open,-1.0,-87.0,5.0,-12.0
ib: 2017-02-16 14:16:54 6.0 ZC20170512 $75,ZC20170512,ZC,C,2017-02-16 14:16:54,380.75,2017-02-16 14:20:00,381.0,-0.000656167979003,0.000656167979003,Open,1.0,75.0,15.0,-4.0
ib: 2017-02-16 16:48:33 4.0 MXP20170313 $200,MXP20170313,MXP,MP,2017-02-16 16:48:33,0.0489,2017-02-16 17:00:00,0.049,-0.00204081632653,0.00204081632653,Open,1.0,200.0,10.0,-12.0
ib: 2017-02-16 16:48:37 2.0 NG20170329 $300,NG20170329,NG,NG,2017-02-16 16:48:37,2.956,2017-02-16 17:00:00,2.971,-0.00504880511612,0.00504880511612,Open,1.0,300.0,5.0,-12.0
ib: 2017-02-16 16:48:35 2.0 HG20170329 $1150,HG20170329,HG,HG,2017-02-16 16:48:35,271.25,2017-02-16 17:00:00,273.55,-0.00840796929263,0.00840796929263,Open,1.0,1150.0,5.0,-12.0
