rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-08-25 16:48:17 2.0 ZN20170920 $0,ZN20170920,ZN,TY,2017-08-25 16:48:17,126.875,2017-08-25 17:00:00,126.875,0.0,0.0,Open,1.0,0.0,5.0,-12.0
ib: 2017-08-25 16:48:46 2.0 ES20170915 $0,ES20170915,ES,ES,2017-08-25 16:48:46,2442.5,2017-08-25 17:00:00,2442.5,0.0,0.0,Open,1.0,0.0,5.0,-12.0
ib: 2017-08-25 16:48:53 2.0 HO20170929 $8,HO20170929,HO,HO,2017-08-25 16:48:53,1.6238,2017-08-25 17:00:00,1.6239,-6.15801465607e-05,6.15801465607e-05,Open,1.0,8.0,5.0,-12.0
ib: 2017-08-25 16:48:15 8.0 ZT20170929 $125,ZT20170929,ZT,TU,2017-08-25 16:48:15,108.2109375,2017-08-25 17:00:00,108.21875,-7.21917412648e-05,7.21917412648e-05,Open,1.0,125.0,20.0,-12.0
ib: 2017-08-25 16:48:39 1.0 NQ20170915 $10,NQ20170915,NQ,NQ,2017-08-25 16:48:39,5824.5,2017-08-25 17:00:00,5825.0,-8.58369098712e-05,8.58369098712e-05,Open,1.0,10.0,2.5,-12.0
ib: 2017-08-25 16:48:33 8.0 ZF20170929 $-125,ZF20170929,ZF,FV,2017-08-25 16:48:33,118.5546875,2017-08-25 17:00:00,118.5703125,-0.000131778348817,0.000131778348817,Open,-1.0,-125.0,20.0,-12.0
ib: 2017-08-25 16:48:44 1.0 YM20170915 $-15,YM20170915,YM,YM,2017-08-25 16:48:44,21806.0,2017-08-25 17:00:00,21809.0,-0.000137557888945,0.000137557888945,Open,-1.0,-15.0,2.5,-12.0
ib: 2017-08-25 16:48:07 1.0 GBP20170918 $12,GBP20170918,GBP,BP,2017-08-25 16:48:07,1.2885,2017-08-25 17:00:00,1.2887,-0.000155195157911,0.000155195157911,Open,1.0,12.0,2.5,-12.0
ib: 2017-08-25 14:00:24 1.0 GF20171026 $12,GF20171026,GF,FC,2017-08-25 14:00:24,142.975,2017-08-25 14:05:00,142.95,0.00017488632389,0.00017488632389,Open,-1.0,12.0,2.5,-5.0
ib: 2017-08-25 16:48:11 3.0 CAD20170919 $-59,CAD20170919,CAD,CD,2017-08-25 16:48:11,0.80145,2017-08-25 17:00:00,0.80125,0.000249609984399,0.000249609984399,Open,1.0,-59.0,7.5,-12.0
ib: 2017-08-25 16:48:05 1.0 ZB20170920 $-62,ZB20170920,ZB,US,2017-08-25 16:48:05,156.59375,2017-08-25 17:00:00,156.53125,0.000399281293671,0.000399281293671,Open,1.0,-62.0,2.5,-12.0
ib: 2017-08-25 16:48:01 1.0 EMD20170915 $-70,EMD20170915,EMD,EMD,2017-08-25 16:48:01,1707.6,2017-08-25 17:00:00,1708.3,-0.000409764092958,0.000409764092958,Open,-1.0,-70.0,2.5,-12.0
ib: 2017-08-25 16:48:37 2.0 NIY20170907 $-91,NIY20170907,NIY,NIY,2017-08-25 16:48:37,19460.0,2017-08-25 17:00:00,19450.0,0.000514138817481,0.000514138817481,Open,1.0,-91.0,5.0,-12.0
ib: 2017-08-25 14:13:07 2.0 ZS20171114 $-50,ZS20171114,ZS,S,2017-08-25 14:13:07,945.0,2017-08-25 14:20:00,944.5,0.000529380624669,0.000529380624669,Open,1.0,-50.0,5.0,-7.0
