rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-11-07 21:51:50 ctwo:109.16406 csi:109.1640625 @TUZ6,@TUZ6,2016-11-07 21:51:50,109.16406,2016-11-07 20:00:00,109.1640625,-2.29013096108e-08,2.29013096108e-08,Open,0 days 01:51:50.000000000,0.077662037037
2016-11-07 21:51:49 ctwo:109.171875 csi:109.1640625 @TUZ6,@TUZ6,2016-11-07 21:51:49,109.171875,2016-11-07 20:00:00,109.1640625,7.15665927145e-05,7.15665927145e-05,Close,0 days 01:51:49.000000000,0.077650462963
2016-11-07 21:51:49 ctwo:312.0 csi:311.9 @SMZ6,@SMZ6,2016-11-07 21:51:49,312.0,2016-11-07 20:00:00,311.9,0.000320615581917,0.000320615581917,Open,0 days 01:51:49.000000000,0.077650462963
2016-11-07 21:51:48 ctwo:312.0 csi:311.9 @SMZ6,@SMZ6,2016-11-07 21:51:48,312.0,2016-11-07 20:00:00,311.9,0.000320615581917,0.000320615581917,Close,0 days 01:51:48.000000000,0.0776388888889
2016-11-07 21:51:45 ctwo:345.75 csi:346.25 @CZ6,@CZ6,2016-11-07 21:51:45,345.75,2016-11-07 20:00:00,346.25,-0.0014440433213,0.0014440433213,Close,0 days 01:51:45.000000000,0.0776041666667
2016-11-07 21:51:45 ctwo:345.5 csi:346.25 @CZ6,@CZ6,2016-11-07 21:51:45,345.5,2016-11-07 20:00:00,346.25,-0.00216606498195,0.00216606498195,Open,0 days 01:51:45.000000000,0.0776041666667
2016-11-07 21:51:47 ctwo:0.009596 csi:0.0095745 @JYZ6,@JYZ6,2016-11-07 21:51:47,0.009596,2016-11-07 20:00:00,0.0095745,0.0022455480704,0.0022455480704,Close,0 days 01:51:47.000000000,0.0776273148148
2016-11-07 21:51:46 ctwo:44.78 csi:44.89 QCLZ6,QCLZ6,2016-11-07 21:51:46,44.78,2016-11-07 20:00:00,44.89,-0.00245043439519,0.00245043439519,Close,0 days 01:51:46.000000000,0.0776157407407
2016-11-07 21:51:47 ctwo:2123.75 csi:2129.0 @ESZ6,@ESZ6,2016-11-07 21:51:47,2123.75,2016-11-07 20:00:00,2129.0,-0.00246594645373,0.00246594645373,Close,0 days 01:51:47.000000000,0.0776273148148
2016-11-07 21:51:48 ctwo:0.0096 csi:0.0095745 @JYZ6,@JYZ6,2016-11-07 21:51:48,0.0096,2016-11-07 20:00:00,0.0095745,0.00266332445559,0.00266332445559,Open,0 days 01:51:48.000000000,0.0776388888889
2016-11-07 21:51:50 ctwo:408.75 csi:410.0 @WZ6,@WZ6,2016-11-07 21:51:50,408.75,2016-11-07 20:00:00,410.0,-0.0030487804878,0.0030487804878,Close,0 days 01:51:50.000000000,0.077662037037
2016-11-07 21:51:46 ctwo:1502.0 csi:1507.0 @EMDZ6,@EMDZ6,2016-11-07 21:51:46,1502.0,2016-11-07 20:00:00,1507.0,-0.00331785003318,0.00331785003318,Close,0 days 01:51:46.000000000,0.0776157407407
2016-11-07 21:51:50 ctwo:408.5 csi:410.0 @WZ6,@WZ6,2016-11-07 21:51:50,408.5,2016-11-07 20:00:00,410.0,-0.00365853658537,0.00365853658537,Open,0 days 01:51:50.000000000,0.077662037037
