rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-04-13 16:49:14 6.0 ZF20170630 $187,ZF20170630,ZF,FV,2017-04-13 16:49:14,118.59375,2017-04-13 17:00:00,118.625,-0.000263435194942,0.000263435194942,Open,1.0,187.0,15.0,-11.0
ib: 2017-04-13 16:49:20 2.0 NQ20170616 $70,NQ20170616,NQ,NQ,2017-04-13 16:49:20,5357.25,2017-04-13 17:00:00,5359.0,-0.000326553461467,0.000326553461467,Open,1.0,70.0,5.0,-11.0
ib: 2017-04-13 16:48:57 3.0 ZN20170621 $140,ZN20170621,ZN,TY,2017-04-13 16:48:57,126.03125,2017-04-13 17:00:00,126.078125,-0.000371793282935,0.000371793282935,Open,1.0,140.0,7.5,-12.0
ib: 2017-04-13 16:48:49 2.0 JPY20170619 $112,JPY20170619,JPY,JY,2017-04-13 16:48:49,0.91855,2017-04-13 17:00:00,0.919,-0.000489662676823,0.000489662676823,Open,1.0,112.0,5.0,-12.0
ib: 2017-04-13 16:49:16 2.0 NIY20170608 $-91,NIY20170608,NIY,NIY,2017-04-13 16:49:16,18345.0,2017-04-13 17:00:00,18355.0,-0.000544810678289,0.000544810678289,Open,-1.0,-91.0,5.0,-11.0
ib: 2017-04-13 16:48:51 2.0 CHF20170619 $-150,CHF20170619,CHF,SF,2017-04-13 16:48:51,0.998,2017-04-13 17:00:00,0.9986,-0.000600841177649,0.000600841177649,Open,-1.0,-150.0,5.0,-12.0
ib: 2017-04-13 16:48:47 2.0 ZB20170621 $187,ZB20170621,ZB,US,2017-04-13 16:48:47,153.90625,2017-04-13 17:00:00,154.0,-0.000608766233766,0.000608766233766,Open,1.0,187.0,5.0,-12.0
ib: 2017-04-13 14:14:37 2.0 ZM20170714 $-39,ZM20170714,ZM,SM,2017-04-13 14:14:37,321.6,2017-04-13 14:20:00,321.8,-0.000621504039776,0.000621504039776,Open,-1.0,-39.0,5.0,-6.0
ib: 2017-04-13 16:49:10 2.0 EMD20170616 $219,EMD20170616,EMD,EMD,2017-04-13 16:49:10,1680.0,2017-04-13 17:00:00,1678.9,0.000655190898803,0.000655190898803,Open,-1.0,219.0,5.0,-11.0
ib: 2017-04-13 14:14:35 3.0 ZC20170714 $-37,ZC20170714,ZC,C,2017-04-13 14:14:35,377.75,2017-04-13 14:20:00,378.0,-0.000661375661376,0.000661375661376,Open,-1.0,-37.0,7.5,-6.0
ib: 2017-04-13 16:49:01 2.0 GC20170628 $-280,GC20170628,GC,GC,2017-04-13 16:49:01,1289.9,2017-04-13 17:00:00,1288.5,0.00108653473031,0.00108653473031,Open,1.0,-280.0,5.0,-11.0
ib: 2017-04-13 14:00:32 2.0 LE20170630 $100,LE20170630,LE,LC,2017-04-13 14:00:32,114.575,2017-04-13 14:05:00,114.7,-0.0010897994769,0.0010897994769,Open,1.0,100.0,5.0,-5.0
ib: 2017-04-13 16:53:06 2.0 PA20170628 $179,PA20170628,PA,PA,2017-04-13 16:53:06,795.0,2017-04-13 17:00:00,795.9,-0.00113079532605,0.00113079532605,Open,1.0,179.0,5.0,-7.0
ib: 2017-04-13 16:49:18 2.0 HG20170526 $-174,HG20170526,HG,HG,2017-04-13 16:49:18,256.7,2017-04-13 17:00:00,257.05,-0.00136160280101,0.00136160280101,Open,-1.0,-174.0,5.0,-11.0
ib: 2017-04-13 16:49:46 4.0 NZD20170619 $-400,NZD20170619,NZD,NE,2017-04-13 16:49:46,0.6989,2017-04-13 17:00:00,0.6999,-0.00142877553936,0.00142877553936,Open,-1.0,-400.0,10.0,-11.0
ib: 2017-04-13 16:49:08 6.0 MXP20170619 $239,MXP20170619,MXP,MP,2017-04-13 16:49:08,0.05331,2017-04-13 17:00:00,0.05339,-0.00149840794156,0.00149840794156,Open,1.0,239.0,15.0,-11.0
ib: 2017-04-13 16:49:22 2.0 PL20170727 $-160,PL20170727,PL,PL,2017-04-13 16:49:22,975.8,2017-04-13 17:00:00,977.4,-0.00163699611213,0.00163699611213,Open,-1.0,-160.0,5.0,-11.0
ib: 2017-04-13 16:49:03 2.0 NG20170426 $-180,NG20170426,NG,NG,2017-04-13 16:49:03,3.236,2017-04-13 17:00:00,3.227,0.00278896808181,0.00278896808181,Open,1.0,-180.0,5.0,-11.0
ib: 2017-04-13 16:49:00 1.0 CL20170522 $219,CL20170522,CL,CL,2017-04-13 16:49:00,53.38,2017-04-13 17:00:00,53.6,-0.00410447761194,0.00410447761194,Open,1.0,219.0,2.5,-11.0
