rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-13 00:05:11 ctwo:151.84 csi:151.86 BBZ6,BBZ6,2016-10-13 00:05:11,151.84,2016-10-12 20:00:00,151.86,-0.000131700250231,0.000131700250231,Open,0 days 04:05:11.000000000,0.170266203704
2016-10-13 00:05:07 ctwo:33.36 csi:33.34 @BOZ6,@BOZ6,2016-10-13 00:05:07,33.36,2016-10-12 20:00:00,33.34,0.000599880023995,0.000599880023995,Open,0 days 04:05:07.000000000,0.170219907407
2016-10-13 00:05:08 ctwo:97.855 csi:97.962 @DXZ6,@DXZ6,2016-10-13 00:05:08,97.855,2016-10-12 20:00:00,97.962,-0.00109226026418,0.00109226026418,Open,0 days 04:05:08.000000000,0.170231481481
2016-10-13 00:05:10 ctwo:3.214 csi:3.21 QNGX6,QNGX6,2016-10-13 00:05:10,3.214,2016-10-12 20:00:00,3.21,0.001246105919,0.001246105919,Open,0 days 04:05:10.000000000,0.17025462963
2016-10-13 00:05:11 ctwo:130.10938 csi:129.8125 @TYZ6,@TYZ6,2016-10-13 00:05:11,130.10938,2016-10-12 20:00:00,129.8125,0.00228699085219,0.00228699085219,Open,0 days 04:05:11.000000000,0.170266203704
2016-10-13 03:30:11 ctwo:23.07 csi:23.15 @SBH7,@SBH7,2016-10-13 03:30:11,23.07,2016-10-12 20:00:00,23.15,-0.00345572354212,0.00345572354212,Open,0 days 07:30:11.000000000,0.312627314815
2016-10-13 00:05:07 ctwo:338.25 csi:337.0 @CZ6,@CZ6,2016-10-13 00:05:07,338.25,2016-10-12 20:00:00,337.0,0.00370919881306,0.00370919881306,Open,0 days 04:05:07.000000000,0.170219907407
2016-10-13 00:05:11 ctwo:398.25 csi:396.75 @WZ6,@WZ6,2016-10-13 00:05:11,398.25,2016-10-12 20:00:00,396.75,0.00378071833648,0.00378071833648,Open,0 days 04:05:11.000000000,0.170266203704
2016-10-13 04:15:10 ctwo:152.7 csi:152.1 @KCZ6,@KCZ6,2016-10-13 04:15:10,152.7,2016-10-12 20:00:00,152.1,0.00394477317554,0.00394477317554,Open,0 days 08:15:10.000000000,0.343865740741
2016-10-13 00:05:09 ctwo:216.7 csi:217.65 QHGZ6,QHGZ6,2016-10-13 00:05:09,216.7,2016-10-12 20:00:00,217.65,-0.004364805881,0.004364805881,Open,0 days 04:05:09.000000000,0.170243055556
2016-10-13 00:05:08 ctwo:6866.0 csi:6897.0 @CTZ6,@CTZ6,2016-10-13 00:05:08,6866.0,2016-10-12 20:00:00,6897.0,-0.00449470784399,0.00449470784399,Open,0 days 04:05:08.000000000,0.170231481481
2016-10-13 04:21:14 ctwo:2656.0 csi:2643.0 @CCZ6,@CCZ6,2016-10-13 04:21:14,2656.0,2016-10-12 20:00:00,2643.0,0.00491865304578,0.00491865304578,Open,0 days 08:21:14.000000000,0.348078703704
2016-10-13 00:05:08 ctwo:2118.25 csi:2131.5 @ESZ6,@ESZ6,2016-10-13 00:05:08,2118.25,2016-10-12 20:00:00,2131.5,-0.00621627961529,0.00621627961529,Open,0 days 04:05:08.000000000,0.170231481481
2016-10-13 00:05:09 ctwo:1261.9 csi:1253.8 QGCZ6,QGCZ6,2016-10-13 00:05:09,1261.9,2016-10-12 20:00:00,1253.8,0.00646036050407,0.00646036050407,Open,0 days 04:05:09.000000000,0.170243055556
2016-10-13 00:05:07 ctwo:50.2 csi:50.64 QCLZ6,QCLZ6,2016-10-13 00:05:07,50.2,2016-10-12 20:00:00,50.64,-0.0086887835703,0.0086887835703,Open,0 days 04:05:07.000000000,0.170219907407
2016-10-13 00:05:10 ctwo:895.1 csi:904.0 @MMEZ6,@MMEZ6,2016-10-13 00:05:10,895.1,2016-10-12 20:00:00,904.0,-0.00984513274336,0.00984513274336,Open,0 days 04:05:10.000000000,0.17025462963
