rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-01-17 16:44:01 1 @EMDH7 $0,@EMDH7,2017-01-17 16:44:01,1670.3,2017-01-17 17:00:00,1670.3,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:44:01.000000000,-16.0
ctwo opened: 2017-01-17 06:33:05 2 @TUH7 $31,@TUH7,2017-01-17 06:33:05,108.42188,2017-01-17 17:00:00,108.4296875,-7.20051876936e-05,7.20051876936e-05,Open,1.0,31.0,5.0,-1 days +13:33:05.000000000,-627.0
ctwo opened: 2017-01-17 06:32:58 1 @EUH7 $-18,@EUH7,2017-01-17 06:32:58,1.07325,2017-01-17 17:00:00,1.0734,-0.000139742873113,0.000139742873113,Open,-1.0,-18.0,2.5,-1 days +13:32:58.000000000,-628.0
ctwo opened: 2017-01-17 06:33:06 1 @TYH7 $46,@TYH7,2017-01-17 06:33:06,125.28125,2017-01-17 17:00:00,125.234375,0.000374298190892,0.000374298190892,Open,-1.0,46.0,2.5,-1 days +13:33:06.000000000,-627.0
ctwo opened: 2017-01-17 06:32:59 1 @ESH7 $125,@ESH7,2017-01-17 06:32:59,2260.25,2017-01-17 17:00:00,2262.75,-0.00110485029279,0.00110485029279,Open,1.0,125.0,2.5,-1 days +13:32:59.000000000,-628.0
ctwo opened: 2017-01-17 06:33:01 1 @JYH7 $-143,@JYH7,2017-01-17 06:33:01,0.00888,2017-01-17 17:00:00,0.0088915,-0.00129337007254,0.00129337007254,Open,-1.0,-143.0,2.5,-1 days +13:33:01.000000000,-627.0
ctwo opened: 2017-01-17 14:12:23 1 @WH7 $-62,@WH7,2017-01-17 14:12:23,432.25,2017-01-17 14:20:00,433.5,-0.00288350634371,0.00288350634371,Open,-1.0,-62.0,2.5,-1 days +23:52:23.000000000,-8.0
ctwo opened: 2017-01-17 06:33:00 1 QHGH7 $337,QHGH7,2017-01-17 06:33:00,263.85,2017-01-17 17:00:00,262.5,0.00514285714286,0.00514285714286,Open,-1.0,337.0,2.5,-1 days +13:33:00.000000000,-627.0
ctwo opened: 2017-01-17 06:33:03 1 QNGH7 $230,QNGH7,2017-01-17 06:33:03,3.428,2017-01-17 17:00:00,3.405,0.00675477239354,0.00675477239354,Open,-1.0,230.0,2.5,-1 days +13:33:03.000000000,-627.0
ctwo opened: 2017-01-17 06:32:56 2 @CH7 $-425,@CH7,2017-01-17 06:32:56,361.25,2017-01-17 14:20:00,365.5,-0.0116279069767,0.0116279069767,Open,-1.0,-425.0,5.0,-1 days +16:12:56.000000000,-468.0
ctwo opened: 2017-01-17 06:32:57 1 QCLH7 $670,QCLH7,2017-01-17 06:32:57,53.93,2017-01-17 17:00:00,53.26,0.0125797972212,0.0125797972212,Open,-1.0,670.0,2.5,-1 days +13:32:57.000000000,-628.0
ctwo opened: 2017-01-17 06:33:04 1 @SMH7 $-740,@SMH7,2017-01-17 06:33:04,341.4,2017-01-17 14:20:00,348.8,-0.0212155963303,0.0212155963303,Open,-1.0,-740.0,2.5,-1 days +16:13:04.000000000,-467.0
