rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-01 16:44:25 1 @TUM7 $15,@TUM7,2017-05-01 16:44:25,108.28125,2017-05-01 17:00:00,108.2734375,7.21552781586e-05,7.21552781586e-05,Open,-1.0,15.0,2.5,-1 days +23:44:25.000000000,-16.0
ctwo opened: 2017-05-01 16:44:23 1 @ESM7 $-12,@ESM7,2017-05-01 16:44:23,2386.75,2017-05-01 17:00:00,2387.0,-0.000104733975702,0.000104733975702,Open,-1.0,-12.0,2.5,-1 days +23:44:23.000000000,-16.0
ctwo opened: 2017-05-01 16:44:26 1 @TYM7 $15,@TYM7,2017-05-01 16:44:26,125.48438,2017-05-01 17:00:00,125.46875,0.000124572851806,0.000124572851806,Open,-1.0,15.0,2.5,-1 days +23:44:26.000000000,-16.0
ctwo opened: 2017-05-01 14:15:13 1 @SMN7 $10,@SMN7,2017-05-01 14:15:13,318.5,2017-05-01 14:20:00,318.6,-0.000313873195229,0.000313873195229,Open,1.0,10.0,2.5,-1 days +23:55:13.000000000,-5.0
ctwo opened: 2017-05-01 16:44:24 1 @JYM7 $37,@JYM7,2017-05-01 16:44:24,0.00896,2017-05-01 17:00:00,0.008957,0.000334933571508,0.000334933571508,Open,-1.0,37.0,2.5,-1 days +23:44:24.000000000,-16.0
ctwo opened: 2017-05-01 16:44:23 1 @EMDM7 $-70,@EMDM7,2017-05-01 16:44:23,1736.4,2017-05-01 17:00:00,1735.7,0.000403295500375,0.000403295500375,Open,1.0,-70.0,2.5,-1 days +23:44:23.000000000,-16.0
ctwo opened: 2017-05-01 16:44:22 1 @EUM7 $56,@EUM7,2017-05-01 16:44:22,1.09265,2017-05-01 17:00:00,1.0931,-0.000411673222944,0.000411673222944,Open,1.0,56.0,2.5,-1 days +23:44:22.000000000,-16.0
ctwo opened: 2017-05-01 16:44:24 1 QHGN7 $49,QHGN7,2017-05-01 16:44:24,266.25,2017-05-01 17:00:00,266.05,0.000751738395038,0.000751738395038,Open,-1.0,49.0,2.5,-1 days +23:44:24.000000000,-16.0
ctwo opened: 2017-05-01 14:15:12 1 @CN7 $37,@CN7,2017-05-01 14:15:12,376.75,2017-05-01 14:20:00,377.5,-0.00198675496689,0.00198675496689,Open,1.0,37.0,2.5,-1 days +23:55:12.000000000,-5.0
ctwo opened: 2017-05-01 16:44:20 1 QCLM7 $110,QCLM7,2017-05-01 16:44:20,48.73,2017-05-01 17:00:00,48.84,-0.00225225225225,0.00225225225225,Open,1.0,110.0,2.5,-1 days +23:44:20.000000000,-16.0
ctwo opened: 2017-05-01 14:15:13 1 @WN7 $75,@WN7,2017-05-01 14:15:13,454.5,2017-05-01 14:20:00,456.0,-0.00328947368421,0.00328947368421,Open,1.0,75.0,2.5,-1 days +23:55:13.000000000,-5.0
ctwo opened: 2017-05-01 16:44:25 1 QNGM7 $-120,QNGM7,2017-05-01 16:44:25,3.227,2017-05-01 17:00:00,3.215,0.00373250388802,0.00373250388802,Open,1.0,-120.0,2.5,-1 days +23:44:25.000000000,-16.0
