symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
EURJPY,-10,1458668120,,,125.98000,,forex,long,2016-03-22 13:35:20,1458668120,open,2016-03-22 13:35:17,125.98300,10000,,0,5,,,101415884,
AUDUSD,2,1458689430,,,0.76169,,forex,short,2016-03-22 19:30:30,1458689430,open,2016-03-22 19:30:26,0.76169,10000,,0,5,,,101423195,
USDCHF,-3,1458688830,,,0.97287,,forex,long,2016-03-22 19:20:30,1458688830,open,2016-03-22 19:20:26,0.97287,10000,,0,5,,,101423000,
GBPUSD,-7,1458688232,,,1.42160,,forex,short,2016-03-22 19:10:32,1458688232,open,2016-03-22 19:10:19,1.42160,10000,,0,5,,,101422847,
USDCAD,-5,1458690010,,,1.30456,,forex,short,2016-03-22 19:40:10,1458690010,open,2016-03-22 19:30:37,1.30450,10000,,0,5,,,101423199,
USDJPY,289,1458657339,,,111.61800,,forex,long,2016-03-22 10:35:39,1458657339,open,2016-03-22 10:35:35,111.61800,10000,,0,5,,,101409327,
EURUSD,0,,,,1.1222,,forex,short,,,open,2016-03-22 19:40:17,1.1222,10000,,0,5,,,101423323,
