symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
NZDUSD,51,1460754030,,,0.691436666666667,,forex,long,2016-04-15 17:00:30,1460736637,open,2016-04-15 08:41:10,0.69059,10000,,4,6,,,101846531,
AUDUSD,77,1460754030,,,0.7710975,,forex,long,2016-04-15 17:00:30,1460736638,open,2016-04-15 08:41:01,0.77013,10000,,6,8,,,101846527,
CHFJPY,77,1460723910,,,112.68700,,forex,short,2016-04-15 08:38:30,1460723910,open,2016-04-15 08:36:10,112.63000,10000,,0,2,,,101846379,
NZDJPY,-19,1460723910,,,75.15400,,forex,short,2016-04-15 08:38:30,1460723910,open,2016-04-15 08:35:57,75.11900,10000,,0,2,,,101846366,
USDCHF,11,1460754030,,,0.966365,,forex,long,2016-04-15 17:00:30,1460743827,open,2016-04-13 07:40:28,0.96637,10000,,22,24,,,101800083,
EURCHF,-81,1460754030,,,1.09049333333333,,forex,short,2016-04-15 17:00:30,1460718653,open,2016-04-12 18:41:10,1.08918,10000,,4,6,,,101791984,
USDJPY,34,1460754030,,,108.7575,,forex,short,2016-04-15 17:00:30,1460730946,open,2016-04-15 08:40:55,108.85100,10000,,2,4,,,101846524,
GBPJPY,-1,1460754030,,,154.313,,forex,short,2016-04-15 17:00:30,1460729147,open,2016-04-15 08:36:17,154.31150,10000,,2,4,,,101846386,
GBPUSD,107,1460754030,,,1.42002333333333,,forex,long,2016-04-15 17:00:30,1460734851,open,2016-04-15 08:40:48,1.41836,10000,,4,6,,,101846521,
EURJPY,38,1460723911,,,122.91900,,forex,short,2016-04-15 08:38:31,1460723911,open,2016-04-15 08:35:50,122.87700,10000,,0,2,,,101846357,
USDCAD,-64,1460754030,,,1.28374363636364,,forex,long,2016-04-15 17:00:30,1460729474,open,2016-04-13 07:40:39,1.28411,10000,,20,22,,,101800091,
EURUSD,20,1460754030,,,1.1292,,forex,long,2016-04-15 17:00:30,1460731252,open,2016-04-15 08:40:42,1.12894,10000,,4,6,,,101846518,
AUDJPY,-71,1460754030,,,83.881,,forex,short,2016-04-15 17:00:30,1460729147,open,2016-04-15 08:36:24,83.75167,10000,,4,6,,,101846390,
EURGBP,164,1460754030,,,0.795018181818182,,forex,short,2016-04-15 17:00:30,1460734851,open,2016-04-12 18:41:03,0.79554,10000,,20,22,,,101791980,
CADJPY,-100,1460754030,,,84.63,,forex,short,2016-04-15 17:00:30,1460729147,open,2016-04-15 08:36:04,84.44900,10000,,4,6,,,101846371,
