rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-06-16 16:46:25 7.0 ZT20170929 $0,ZT20170929,ZT,TU,2017-06-16 16:46:25,108.15625,2017-06-16 17:00:00,108.15625,0.0,0.0,Open,-1.0,0.0,17.5,-14.0
ib: 2017-06-16 14:15:26 2.0 ZC20170714 $0,ZC20170714,ZC,C,2017-06-16 14:15:26,384.0,2017-06-16 14:20:00,384.0,0.0,0.0,Open,1.0,0.0,5.0,-5.0
ib: 2017-06-16 14:15:30 2.0 ZM20171214 $0,ZM20171214,ZM,SM,2017-06-16 14:15:30,307.2,2017-06-16 14:20:00,307.2,0.0,0.0,Open,-1.0,0.0,5.0,-5.0
ib: 2017-06-16 16:46:37 1.0 EUR20170918 $-18,EUR20170918,EUR,CU,2017-06-16 16:46:37,1.125,2017-06-16 17:00:00,1.12485,0.000133351113482,0.000133351113482,Open,1.0,-18.0,2.5,-14.0
ib: 2017-06-16 16:46:29 1.0 NZD20170918 $9,NZD20170918,NZD,NE,2017-06-16 16:46:29,0.7244,2017-06-16 17:00:00,0.7245,-0.000138026224983,0.000138026224983,Open,1.0,9.0,2.5,-14.0
ib: 2017-06-16 16:46:19 1.0 GBP20170918 $-12,GBP20170918,GBP,BP,2017-06-16 16:46:19,1.2815,2017-06-16 17:00:00,1.2817,-0.000156042755715,0.000156042755715,Open,-1.0,-12.0,2.5,-14.0
ib: 2017-06-16 14:01:03 1.0 GF20170831 $12,GF20170831,GF,FC,2017-06-16 14:01:03,147.9,2017-06-16 14:05:00,147.875,0.000169061707523,0.000169061707523,Open,-1.0,12.0,2.5,-4.0
ib: 2017-06-16 16:46:43 4.0 ZF20170929 $-93,ZF20170929,ZF,FV,2017-06-16 16:46:43,118.4140625,2017-06-16 17:00:00,118.390625,0.000197967533325,0.000197967533325,Open,1.0,-93.0,10.0,-14.0
ib: 2017-06-16 16:46:35 1.0 JPY20170918 $24,JPY20170918,JPY,JY,2017-06-16 16:46:35,0.9057,2017-06-16 17:00:00,0.9059,-0.000220774919969,0.000220774919969,Open,1.0,24.0,2.5,-14.0
ib: 2017-06-16 16:46:39 1.0 SI20170727 $20,SI20170727,SI,SI,2017-06-16 16:46:39,1666.5,2017-06-16 17:00:00,1666.1,0.000240081627753,0.000240081627753,Open,-1.0,20.0,2.5,-14.0
ib: 2017-06-16 16:46:27 2.0 ZN20170920 $62,ZN20170920,ZN,TY,2017-06-16 16:46:27,126.78125,2017-06-16 17:00:00,126.75,0.000246548323471,0.000246548323471,Open,-1.0,62.0,5.0,-14.0
ib: 2017-06-16 14:15:28 1.0 ZS20171114 $-12,ZS20171114,ZS,S,2017-06-16 14:15:28,950.25,2017-06-16 14:20:00,950.0,0.000263157894737,0.000263157894737,Open,1.0,-12.0,2.5,-5.0
ib: 2017-06-16 16:46:31 1.0 CHF20170918 $37,CHF20170918,CHF,SF,2017-06-16 16:46:31,1.0328,2017-06-16 17:00:00,1.0331,-0.000290388152163,0.000290388152163,Open,1.0,37.0,2.5,-14.0
ib: 2017-06-16 14:01:01 1.0 HE20170814 $-10,HE20170814,HE,LH,2017-06-16 14:01:01,79.1,2017-06-16 14:05:00,79.125,-0.000315955766193,0.000315955766193,Open,-1.0,-10.0,2.5,-4.0
ib: 2017-06-16 16:46:49 1.0 NQ20170915 $40,NQ20170915,NQ,NQ,2017-06-16 16:46:49,5686.0,2017-06-16 17:00:00,5684.0,0.000351864883885,0.000351864883885,Open,-1.0,40.0,2.5,-14.0
