rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-06-13 16:46:08 1 QHGN7 $0,QHGN7,2017-06-13 16:46:08,259.65,2017-06-13 17:00:00,259.65,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:46:08.000000000,-14.0
ctwo opened: 2017-06-13 16:46:09 1 QNGN7 $-20,QNGN7,2017-06-13 16:46:09,2.964,2017-06-13 17:00:00,2.966,-0.000674308833446,0.000674308833446,Open,-1.0,-20.0,2.5,-1 days +23:46:09.000000000,-14.0
