symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
QHGK7,75,1487713743,,,275.35000,,future,long,2017-02-21 16:49:03,1487713744,open,2017-02-21 16:48:53,275.30000,250,,0,1,,,109720791,
@PXH7,30,1487713743,,,0.04981,,future,long,2017-02-21 16:49:03,1487713743,open,2017-02-21 16:48:55,0.04981,500000,,0,3,,,109720797,
@BPH7,-56,1487281690,,,1.24930,,future,short,2017-02-16 16:48:10,1487281690,open,2017-02-16 16:47:51,1.24930,62500,,0,1,,,109611800,
@YMH7,85,1487713744,,,20685.00000,,future,long,2017-02-21 16:49:04,1487713744,open,2017-02-21 16:49:01,20685.00000,5,,0,1,,,109720812,
@ESH7,38,1487713744,,,2359.25000,,future,long,2017-02-21 16:49:04,1487713744,open,2017-02-21 16:48:51,2359.50000,50,,0,1,,,109720785,
@NEH7,610,1487195255,,,0.72180,,future,short,2017-02-15 16:47:35,1487195255,open,2017-02-15 16:47:30,0.72170,100000,,0,1,,,109575113,
@ADH7,0,1487713743,,,0.76720,,future,long,2017-02-21 16:49:03,1487713743,open,2017-02-21 16:48:48,0.76710,100000,,0,1,,,109720779,
@GFH7,-1275,1487012504,,,121.75000,,future,short,2017-02-13 14:01:44,1487012504,open,2017-02-13 14:01:41,121.75000,500,,0,1,,,109503239,
@HEJ7,140,1487358118,,,70.67500,,future,short,2017-02-17 14:01:58,1487358118,open,2017-02-17 14:01:55,70.65000,400,,0,1,,,109643893,
@SMK7,0,1487704569,,,342.20000,,future,long,2017-02-21 14:16:09,1487704569,open,2017-02-21 14:16:07,341.90000,100,,0,1,,,109716717,
@CDH7,190,1487368096,,,0.76380,,future,short,2017-02-17 16:48:16,1487368096,open,2017-02-17 16:47:54,0.76375,100000,,0,1,,,109648058,
@SFH7,750,1487368096,,,0.99830,,future,short,2017-02-17 16:48:16,1487368096,open,2017-02-17 16:48:09,0.99820,125000,,0,1,,,109648099,
@USH7,-469,1487368096,,,151.46875,,future,long,2017-02-17 16:48:16,1487368096,open,2017-02-17 16:48:13,151.46875,1000,,0,1,,,109648111,
@JYH7,-713,1487368097,,,0.00886,,future,long,2017-02-17 16:48:17,1487368097,open,2017-02-17 16:48:01,0.00886,12500000,,0,1,,,109648078,
@BOK7,336,1487359118,,,33.18000,,future,short,2017-02-17 14:18:38,1487359118,open,2017-02-17 14:18:30,33.18000,600,,0,2,,,109644265,
@EUH7,856,1487368096,,,1.06215,,future,short,2017-02-17 16:48:16,1487368096,open,2017-02-17 16:47:57,1.06210,125000,,0,1,,,109648064,
@SK7,13,1487704569,,,1037.75000,,future,long,2017-02-21 14:16:09,1487704569,open,2017-02-21 14:16:04,1037.25000,50,,0,1,,,109716710,
QNGJ7,2590,1487368097,,,2.95700,,future,short,2017-02-17 16:48:17,1487368097,open,2017-02-17 16:48:04,2.95500,10000,,0,1,,,109648084,
@TUH7,-266,1487368096,,,108.45313,,future,long,2017-02-17 16:48:16,1487612953,open,2017-02-17 16:48:11,108.44401,2000,,0,6,,,109648105,
QPAH7,105,1487713743,,,779.90000,,future,long,2017-02-21 16:49:03,1487713743,open,2017-02-21 16:48:57,778.70000,100,,0,1,,,109720803,
QRBJ7,193,1487713743,,,1.72620,,future,long,2017-02-21 16:49:03,1487713743,open,2017-02-21 16:49:00,1.72570,42000,,0,1,,,109720809,
@NQH7,90,1487713743,,,5342.25000,,future,long,2017-02-21 16:49:03,1487713743,open,2017-02-21 16:48:56,5342.75000,20,,0,1,,,109720800,
QPLJ7,-95,1487713743,,,1005.20000,,future,short,2017-02-21 16:49:03,1487713743,open,2017-02-21 16:48:59,1005.10000,50,,0,1,,,109720806,
@FVH7,-328,1487368096,,,117.95313,,future,long,2017-02-17 16:48:16,1487368096,open,2017-02-17 16:47:58,117.94531,1000,,0,3,,,109648067,
@LEJ7,10,1487703721,,,115.30000,,future,long,2017-02-21 14:02:01,1487703721,open,2017-02-21 14:01:59,115.27500,400,,0,1,,,109716316,
@TYH7,-172,1487368096,,,124.76563,,future,long,2017-02-17 16:48:16,1487368096,open,2017-02-17 16:48:12,124.75000,1000,,0,1,,,109648108,
