rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-01-03 16:50:50 2 @TUH7 $0,@TUH7,2017-01-03 16:50:50,108.26563,2017-01-03 17:00:00,108.265625,4.61827103625e-08,4.61827103625e-08,Open,-1.0,0.0,5.0,-1 days +23:50:50.000000000,-10.0
ctwo opened: 2017-01-03 16:50:47 1 @ESH7 $12,@ESH7,2017-01-03 16:50:47,2252.25,2017-01-03 17:00:00,2252.5,-0.000110987791343,0.000110987791343,Open,1.0,12.0,2.5,-1 days +23:50:47.000000000,-10.0
ctwo opened: 2017-01-03 16:50:47 1 @EMDH7 $-40,@EMDH7,2017-01-03 16:50:47,1668.2,2017-01-03 17:00:00,1667.8,0.000239836910901,0.000239836910901,Open,1.0,-40.0,2.5,-1 days +23:50:47.000000000,-10.0
ctwo opened: 2017-01-03 16:50:51 1 @TYH7 $-31,@TYH7,2017-01-03 16:50:51,124.07813,2017-01-03 17:00:00,124.109375,-0.000251753745436,0.000251753745436,Open,-1.0,-31.0,2.5,-1 days +23:50:51.000000000,-10.0
ctwo opened: 2017-01-03 16:50:48 1 QHGH7 $24,QHGH7,2017-01-03 16:50:48,248.8,2017-01-03 17:00:00,248.9,-0.000401767778224,0.000401767778224,Open,1.0,24.0,2.5,-1 days +23:50:48.000000000,-10.0
ctwo opened: 2017-01-03 16:50:49 1 @JYH7 $-56,@JYH7,2017-01-03 16:50:49,0.00852,2017-01-03 17:00:00,0.0085245,-0.000527890198839,0.000527890198839,Open,-1.0,-56.0,2.5,-1 days +23:50:49.000000000,-10.0
ctwo opened: 2017-01-03 14:13:20 1 @CH7 $12,@CH7,2017-01-03 14:13:20,355.5,2017-01-03 14:20:00,355.75,-0.000702740688686,0.000702740688686,Open,1.0,12.0,2.5,-1 days +23:53:20.000000000,-7.0
ctwo opened: 2017-01-03 16:50:46 1 @EUH7 $106,@EUH7,2017-01-03 16:50:46,1.0437,2017-01-03 17:00:00,1.04455,-0.000813747546791,0.000813747546791,Open,1.0,106.0,2.5,-1 days +23:50:46.000000000,-10.0
ctwo opened: 2017-01-03 14:13:21 1 @SMH7 $-39,@SMH7,2017-01-03 14:13:21,312.5,2017-01-03 14:20:00,312.1,0.00128164049984,0.00128164049984,Open,1.0,-39.0,2.5,-1 days +23:53:21.000000000,-7.0
ctwo opened: 2017-01-03 16:50:45 1 QCLG7 $-100,QCLG7,2017-01-03 16:50:45,52.43,2017-01-03 17:00:00,52.33,0.00191094974202,0.00191094974202,Open,1.0,-100.0,2.5,-1 days +23:50:45.000000000,-10.0
ctwo opened: 2017-01-03 14:13:21 1 @WH7 $-50,@WH7,2017-01-03 14:13:21,407.5,2017-01-03 14:20:00,406.5,0.00246002460025,0.00246002460025,Open,1.0,-50.0,2.5,-1 days +23:53:21.000000000,-7.0
ctwo opened: 2017-01-03 16:50:49 1 QNGH7 $140,QNGH7,2017-01-03 16:50:49,3.303,2017-01-03 17:00:00,3.317,-0.00422068133856,0.00422068133856,Open,1.0,140.0,2.5,-1 days +23:50:49.000000000,-10.0
