rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-09-14 16:50:27 14.0 ZT20171229 $-218,ZT20171229,ZT,TU,2017-09-14 16:50:27,108.078125,2017-09-14 17:00:00,108.0703125,7.22908985759e-05,7.22908985759e-05,Open,1.0,-218.0,35.0,-10.0
ib: 2017-09-14 16:51:01 1.0 ES20171215 $12,ES20171215,ES,ES,2017-09-14 16:51:01,2494.0,2017-09-14 17:00:00,2494.25,-0.00010023053022,0.00010023053022,Open,1.0,12.0,2.5,-9.0
ib: 2017-09-14 14:00:30 2.0 GF20171026 $25,GF20171026,GF,FC,2017-09-14 14:00:30,149.625,2017-09-14 14:05:00,149.6,0.000167112299465,0.000167112299465,Open,-1.0,25.0,5.0,-5.0
ib: 2017-09-14 16:50:59 1.0 NQ20171215 $-20,NQ20171215,NQ,NQ,2017-09-14 16:50:59,5971.75,2017-09-14 17:00:00,5970.75,0.000167483147008,0.000167483147008,Open,1.0,-20.0,2.5,-10.0
ib: 2017-09-14 16:51:07 1.0 EUR20171218 $-31,EUR20171218,EUR,CU,2017-09-14 16:51:07,1.1974,2017-09-14 17:00:00,1.19715,0.000208829302928,0.000208829302928,Open,1.0,-31.0,2.5,-9.0
ib: 2017-09-14 16:50:11 2.0 NIY20171207 $-45,NIY20171207,NIY,NIY,2017-09-14 16:50:11,19730.0,2017-09-14 17:00:00,19735.0,-0.000253356979985,0.000253356979985,Open,-1.0,-45.0,5.0,-10.0
ib: 2017-09-14 14:14:13 2.0 ZS20171114 $-25,ZS20171114,ZS,S,2017-09-14 14:14:13,975.75,2017-09-14 14:20:00,976.0,-0.000256147540984,0.000256147540984,Open,-1.0,-25.0,5.0,-6.0
ib: 2017-09-14 16:50:21 1.0 GBP20171218 $-25,GBP20171218,GBP,BP,2017-09-14 16:50:21,1.3438,2017-09-14 17:00:00,1.3434,0.000297751972607,0.000297751972607,Open,1.0,-25.0,2.5,-10.0
ib: 2017-09-14 16:50:23 8.0 ZF20171229 $-312,ZF20171229,ZF,FV,2017-09-14 16:50:23,118.171875,2017-09-14 17:00:00,118.1328125,0.000330665961246,0.000330665961246,Open,1.0,-312.0,20.0,-10.0
ib: 2017-09-14 16:50:43 1.0 EMD20171215 $-60,EMD20171215,EMD,EMD,2017-09-14 16:50:43,1747.7,2017-09-14 17:00:00,1747.1,0.000343426249213,0.000343426249213,Open,1.0,-60.0,2.5,-10.0
ib: 2017-09-14 16:50:53 4.0 ZN20171219 $-312,ZN20171219,ZN,TY,2017-09-14 16:50:53,126.484375,2017-09-14 17:00:00,126.40625,0.00061804697157,0.00061804697157,Open,1.0,-312.0,10.0,-10.0
ib: 2017-09-14 16:50:51 1.0 CHF20171218 $-112,CHF20171218,CHF,SF,2017-09-14 16:50:51,1.0446,2017-09-14 17:00:00,1.0437,0.000862316757689,0.000862316757689,Open,1.0,-112.0,2.5,-10.0
ib: 2017-09-14 14:00:32 2.0 LE20171031 $80,LE20171031,LE,LC,2017-09-14 14:00:32,107.025,2017-09-14 14:05:00,106.925,0.000935234977788,0.000935234977788,Open,-1.0,80.0,5.0,-5.0
ib: 2017-09-14 14:14:15 4.0 ZM20171214 $-120,ZM20171214,ZM,SM,2017-09-14 14:14:15,312.8,2017-09-14 14:20:00,313.1,-0.000958160332162,0.000958160332162,Open,-1.0,-120.0,10.0,-6.0
ib: 2017-09-14 16:50:57 2.0 ZB20171219 $-562,ZB20171219,ZB,US,2017-09-14 16:50:57,155.25,2017-09-14 17:00:00,154.96875,0.00181488203267,0.00181488203267,Open,1.0,-562.0,5.0,-10.0
ib: 2017-09-14 16:51:05 1.0 AUD20171218 $-150,AUD20171218,AUD,AD,2017-09-14 16:51:05,0.7992,2017-09-14 17:00:00,0.7977,0.00188040616773,0.00188040616773,Open,1.0,-150.0,2.5,-9.0
ib: 2017-09-14 16:50:41 1.0 NZD20171218 $-150,NZD20171218,NZD,NE,2017-09-14 16:50:41,0.7217,2017-09-14 17:00:00,0.7202,0.00208275479034,0.00208275479034,Open,1.0,-150.0,2.5,-10.0
ib: 2017-09-14 16:51:03 1.0 JPY20171218 $-256,JPY20171218,JPY,JY,2017-09-14 16:51:03,0.91035,2017-09-14 17:00:00,0.9083,0.0022569635583,0.0022569635583,Open,1.0,-256.0,2.5,-9.0
ib: 2017-09-14 16:50:27 2.0 GC20171227 $-859,GC20171227,GC,GC,2017-09-14 16:50:27,1333.6,2017-09-14 17:00:00,1329.3,0.00323478522531,0.00323478522531,Open,1.0,-859.0,5.0,-10.0
ib: 2017-09-14 16:50:33 2.0 SI20171227 $-659,SI20171227,SI,SI,2017-09-14 16:50:33,1785.5,2017-09-14 17:00:00,1778.9,0.00371015796279,0.00371015796279,Open,1.0,-659.0,5.0,-10.0
ib: 2017-09-14 16:50:29 2.0 PL20171027 $-570,PL20171027,PL,PL,2017-09-14 16:50:29,986.6,2017-09-14 17:00:00,980.9,0.00581098990723,0.00581098990723,Open,1.0,-570.0,5.0,-10.0
ib: 2017-09-14 14:00:28 2.0 HE20171013 $2060,HE20171013,HE,LH,2017-09-14 14:00:28,59.1,2017-09-14 14:05:00,56.525,0.0455550641309,0.0455550641309,Open,-1.0,2060.0,5.0,-5.0
