rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-01-05 14:14:01 2 @WH7 $0,@WH7,2017-01-05 14:14:01,426.25,2017-01-05 14:20:00,426.25,0.0,0.0,Open,1.0,0.0,5.0,-1 days +23:54:01.000000000,-6.0
ctwo opened: 2017-01-05 16:45:51 1 @NQH7 $10,@NQH7,2017-01-05 16:45:51,4961.5,2017-01-05 17:00:00,4962.0,-0.000100765820234,0.000100765820234,Open,1.0,10.0,2.5,-1 days +23:45:51.000000000,-15.0
ctwo opened: 2017-01-05 16:45:45 1 @EMDH7 $29,@EMDH7,2017-01-05 16:45:45,1681.4,2017-01-05 17:00:00,1681.7,-0.000178390913956,0.000178390913956,Open,1.0,29.0,2.5,-1 days +23:45:45.000000000,-15.0
ctwo opened: 2017-01-05 16:45:46 1 @ESH7 $37,@ESH7,2017-01-05 16:45:46,2263.5,2017-01-05 17:00:00,2264.25,-0.000331235508447,0.000331235508447,Open,1.0,37.0,2.5,-1 days +23:45:46.000000000,-15.0
ctwo opened: 2017-01-05 16:45:55 1 @YMH7 $35,@YMH7,2017-01-05 16:45:55,19814.0,2017-01-05 17:00:00,19821.0,-0.000353160789062,0.000353160789062,Open,1.0,35.0,2.5,-1 days +23:45:55.000000000,-15.0
ctwo opened: 2017-01-05 14:13:58 1 @SH7 $-25,@SH7,2017-01-05 14:13:58,1013.0,2017-01-05 14:20:00,1012.5,0.000493827160494,0.000493827160494,Open,1.0,-25.0,2.5,-1 days +23:53:58.000000000,-7.0
ctwo opened: 2017-01-05 16:45:44 1 QCLG7 $-30,QCLG7,2017-01-05 16:45:44,53.79,2017-01-05 17:00:00,53.76,0.000558035714286,0.000558035714286,Open,1.0,-30.0,2.5,-1 days +23:45:44.000000000,-15.0
ctwo opened: 2017-01-05 16:45:49 1 @NEH7 $-50,@NEH7,2017-01-05 16:45:49,0.7013,2017-01-05 17:00:00,0.7008,0.000713470319635,0.000713470319635,Open,1.0,-50.0,2.5,-1 days +23:45:49.000000000,-15.0
ctwo opened: 2017-01-05 16:45:44 2 @CDH7 $-129,@CDH7,2017-01-05 16:45:44,0.7565,2017-01-05 17:00:00,0.75585,0.000859958986571,0.000859958986571,Open,1.0,-129.0,5.0,-1 days +23:45:44.000000000,-15.0
ctwo opened: 2017-01-05 16:45:43 1 @BPH7 $-68,@BPH7,2017-01-05 16:45:43,1.2438,2017-01-05 17:00:00,1.2427,0.000885169389233,0.000885169389233,Open,1.0,-68.0,2.5,-1 days +23:45:43.000000000,-15.0
ctwo opened: 2017-01-05 16:45:53 1 @SFH7 $-125,@SFH7,2017-01-05 16:45:53,0.9939,2017-01-05 17:00:00,0.9929,0.00100715077047,0.00100715077047,Open,1.0,-125.0,2.5,-1 days +23:45:53.000000000,-15.0
ctwo opened: 2017-01-05 14:02:42 1 @GFH7 $-75,@GFH7,2017-01-05 14:02:42,123.6,2017-01-05 14:05:00,123.75,-0.00121212121212,0.00121212121212,Open,-1.0,-75.0,2.5,-1 days +23:57:42.000000000,-3.0
ctwo opened: 2017-01-05 14:14:00 1 @SMH7 $39,@SMH7,2017-01-05 14:14:00,317.8,2017-01-05 14:20:00,318.2,-0.00125707102451,0.00125707102451,Open,1.0,39.0,2.5,-1 days +23:54:00.000000000,-6.0
ctwo opened: 2017-01-05 16:45:50 1 @NKDH7 $-130,@NKDH7,2017-01-05 16:45:50,19455.0,2017-01-05 17:00:00,19425.0,0.0015444015444,0.0015444015444,Open,1.0,-130.0,2.5,-1 days +23:45:50.000000000,-15.0
