rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-06-27 16:47:36 14.0 ZT20170929 $0,ZT20170929,ZT,TU,2017-06-27 16:47:36,108.109375,2017-06-27 17:00:00,108.109375,0.0,0.0,Open,1.0,0.0,35.0,-13.0
ib: 2017-06-27 16:47:53 8.0 ZF20170929 $62,ZF20170929,ZF,FV,2017-06-27 16:47:53,118.1171875,2017-06-27 17:00:00,118.125,-6.61375661376e-05,6.61375661376e-05,Open,1.0,62.0,20.0,-13.0
ib: 2017-06-27 16:47:38 4.0 ZN20170920 $125,ZN20170920,ZN,TY,2017-06-27 16:47:38,126.25,2017-06-27 17:00:00,126.28125,-0.000247463499134,0.000247463499134,Open,1.0,125.0,10.0,-13.0
ib: 2017-06-27 16:47:55 2.0 NIY20170907 $-44,NIY20170907,NIY,NIY,2017-06-27 16:47:55,20150.0,2017-06-27 17:00:00,20145.0,0.000248200546041,0.000248200546041,Open,1.0,-44.0,5.0,-13.0
ib: 2017-06-27 16:47:49 2.0 EUR20170918 $-137,EUR20170918,EUR,CU,2017-06-27 16:47:49,1.13925,2017-06-27 17:00:00,1.1398,-0.000482540796631,0.000482540796631,Open,-1.0,-137.0,5.0,-13.0
ib: 2017-06-27 16:47:57 2.0 YM20170915 $120,YM20170915,YM,YM,2017-06-27 16:47:57,21279.0,2017-06-27 17:00:00,21291.0,-0.000563618430323,0.000563618430323,Open,1.0,120.0,5.0,-13.0
ib: 2017-06-27 16:47:43 2.0 CHF20170918 $-150,CHF20170918,CHF,SF,2017-06-27 16:47:43,1.0471,2017-06-27 17:00:00,1.0477,-0.000572683019949,0.000572683019949,Open,-1.0,-150.0,5.0,-13.0
ib: 2017-06-27 14:16:02 6.0 ZL20171214 $-71,ZL20171214,ZL,BO,2017-06-27 14:16:02,32.52,2017-06-27 14:20:00,32.54,-0.000614628149969,0.000614628149969,Open,-1.0,-71.0,15.0,-4.0
ib: 2017-06-27 16:47:41 1.0 PL20171027 $-34,PL20171027,PL,PL,2017-06-27 16:47:41,920.2,2017-06-27 17:00:00,920.9,-0.000760125963731,0.000760125963731,Open,-1.0,-34.0,2.5,-13.0
ib: 2017-06-27 14:00:40 2.0 HE20170814 $60,HE20170814,HE,LH,2017-06-27 14:00:40,78.475,2017-06-27 14:05:00,78.55,-0.000954805856143,0.000954805856143,Open,1.0,60.0,5.0,-5.0
ib: 2017-06-27 16:47:32 2.0 GBP20170918 $-212,GBP20170918,GBP,BP,2017-06-27 16:47:32,1.2857,2017-06-27 17:00:00,1.284,0.00132398753894,0.00132398753894,Open,1.0,-212.0,5.0,-13.0
ib: 2017-06-27 16:47:34 2.0 AUD20170918 $240,AUD20170918,AUD,AD,2017-06-27 16:47:34,0.7575,2017-06-27 17:00:00,0.7587,-0.0015816528272,0.0015816528272,Open,1.0,240.0,5.0,-13.0
ib: 2017-06-27 16:47:47 2.0 JPY20170918 $375,JPY20170918,JPY,JY,2017-06-27 16:47:47,0.89345,2017-06-27 17:00:00,0.89495,-0.0016760712889,0.0016760712889,Open,1.0,375.0,5.0,-13.0
ib: 2017-06-27 16:47:51 2.0 SI20170927 $290,SI20170927,SI,SI,2017-06-27 16:47:51,1668.0,2017-06-27 17:00:00,1665.1,0.00174163713891,0.00174163713891,Open,-1.0,290.0,5.0,-13.0
ib: 2017-06-27 16:48:50 2.0 PA20170927 $450,PA20170927,PA,PA,2017-06-27 16:48:50,856.1,2017-06-27 17:00:00,858.35,-0.00262130832411,0.00262130832411,Open,1.0,450.0,5.0,-12.0
ib: 2017-06-27 14:00:38 2.0 LE20170831 $-339,LE20170831,LE,LC,2017-06-27 14:00:38,115.45,2017-06-27 14:05:00,115.025,0.00369484894588,0.00369484894588,Open,1.0,-339.0,5.0,-5.0
ib: 2017-06-27 14:00:43 2.0 GF20170831 $-574,GF20170831,GF,FC,2017-06-27 14:00:43,145.45,2017-06-27 14:05:00,144.875,0.00396893874029,0.00396893874029,Open,1.0,-574.0,5.0,-5.0
ib: 2017-06-27 16:47:45 2.0 NG20170727 $280,NG20170727,NG,NG,2017-06-27 16:47:45,3.05,2017-06-27 17:00:00,3.064,-0.00456919060052,0.00456919060052,Open,1.0,280.0,5.0,-13.0
