rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-01-25 16:47:45 2.0 NQ20170317 $50,NQ20170317,NQ,NQ,2017-01-25 16:47:45,5147.75,2017-01-25 17:00:00,5146.5,0.000242883513067,0.000242883513067,Open,-1.0,50.0,5.0,-13.0
ib: 2017-01-25 16:47:49 2.0 GBP20170313 $49,GBP20170313,GBP,BP,2017-01-25 16:47:49,1.2643,2017-01-25 17:00:00,1.2639,0.000316480734235,0.000316480734235,Open,-1.0,49.0,5.0,-13.0
ib: 2017-01-25 16:47:39 2.0 ES20170317 $-75,ES20170317,ES,ES,2017-01-25 16:47:39,2293.25,2017-01-25 17:00:00,2294.0,-0.000326939843069,0.000326939843069,Open,-1.0,-75.0,5.0,-13.0
ib: 2017-01-25 14:01:51 2.0 HE20170417 $20,HE20170417,HE,LH,2017-01-25 14:01:51,70.125,2017-01-25 14:05:00,70.15,-0.000356379187456,0.000356379187456,Open,1.0,20.0,5.0,-4.0
ib: 2017-01-25 16:47:47 4.0 ZF20170331 $-250,ZF20170331,ZF,FV,2017-01-25 16:47:47,117.5390625,2017-01-25 17:00:00,117.4765625,0.00053202101483,0.00053202101483,Open,1.0,-250.0,10.0,-13.0
ib: 2017-01-25 14:14:10 2.0 ZM20170314 $39,ZM20170314,ZM,SM,2017-01-25 14:14:10,343.1,2017-01-25 14:20:00,343.3,-0.000582580833091,0.000582580833091,Open,1.0,39.0,5.0,-6.0
ib: 2017-01-25 16:47:59 2.0 EMD20170317 $259,EMD20170317,EMD,EMD,2017-01-25 16:47:59,1709.6,2017-01-25 17:00:00,1708.3,0.00076099045835,0.00076099045835,Open,-1.0,259.0,5.0,-13.0
ib: 2017-01-25 14:14:08 4.0 ZL20170314 $-71,ZL20170314,ZL,BO,2017-01-25 14:14:08,34.84,2017-01-25 14:20:00,34.87,-0.00086033839977,0.00086033839977,Open,-1.0,-71.0,10.0,-6.0
ib: 2017-01-25 16:47:55 2.0 ZB20170322 $-312,ZB20170322,ZB,US,2017-01-25 16:47:55,149.625,2017-01-25 17:00:00,149.46875,0.00104536901526,0.00104536901526,Open,1.0,-312.0,5.0,-13.0
ib: 2017-01-25 14:01:53 2.0 LE20170428 $100,LE20170428,LE,LC,2017-01-25 14:01:53,118.55,2017-01-25 14:05:00,118.675,-0.00105329681904,0.00105329681904,Open,1.0,100.0,5.0,-4.0
ib: 2017-01-25 16:47:41 2.0 HG20170329 $174,HG20170329,HG,HG,2017-01-25 16:47:41,271.35,2017-01-25 17:00:00,271.0,0.00129151291513,0.00129151291513,Open,-1.0,174.0,5.0,-13.0
ib: 2017-01-25 16:47:37 2.0 AUD20170313 $259,AUD20170313,AUD,AD,2017-01-25 16:47:37,0.7564,2017-01-25 17:00:00,0.7551,0.00172162627467,0.00172162627467,Open,-1.0,259.0,5.0,-13.0
ib: 2017-01-25 16:48:05 2.0 PL20170426 $219,PL20170426,PL,PL,2017-01-25 16:48:05,983.9,2017-01-25 17:00:00,981.7,0.002241010492,0.002241010492,Open,-1.0,219.0,5.0,-12.0
ib: 2017-01-25 16:48:03 2.0 CL20170221 $260,CL20170221,CL,CL,2017-01-25 16:48:03,52.88,2017-01-25 17:00:00,52.75,0.0024644549763,0.0024644549763,Open,-1.0,260.0,5.0,-12.0
ib: 2017-01-25 16:47:45 2.0 RB20170228 $-377,RB20170228,RB,RB,2017-01-25 16:47:45,1.5569,2017-01-25 17:00:00,1.5524,0.0028987374388,0.0028987374388,Open,1.0,-377.0,5.0,-13.0
ib: 2017-01-25 16:47:57 2.0 JPY20170313 $-737,JPY20170313,JPY,JY,2017-01-25 16:47:57,0.88455,2017-01-25 17:00:00,0.8816,0.00334618874773,0.00334618874773,Open,1.0,-737.0,5.0,-13.0
ib: 2017-01-25 16:47:51 2.0 HO20170228 $512,HO20170228,HO,HO,2017-01-25 16:47:51,1.6353,2017-01-25 17:00:00,1.6292,0.00374416891726,0.00374416891726,Open,-1.0,512.0,5.0,-13.0
ib: 2017-01-25 16:48:01 2.0 NZD20170313 $760,NZD20170313,NZD,NE,2017-01-25 16:48:01,0.7287,2017-01-25 17:00:00,0.7249,0.00524210235895,0.00524210235895,Open,-1.0,760.0,5.0,-12.0
