rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-04-18 14:14:53 6.0 ZC20170714 $0,ZC20170714,ZC,C,2017-04-18 14:14:53,368.25,2017-04-18 14:20:00,368.25,0.0,0.0,Open,-1.0,0.0,15.0,-6.0
ib: 2017-04-18 16:51:56 2.0 PA20170628 $0,PA20170628,PA,PA,2017-04-18 16:51:56,771.0,2017-04-18 17:00:00,771.0,0.0,0.0,Open,-1.0,0.0,5.0,-9.0
ib: 2017-04-18 16:52:16 10.0 ZT20170630 $-156,ZT20170630,ZT,TU,2017-04-18 16:52:16,108.4609375,2017-04-18 17:00:00,108.453125,7.20357297219e-05,7.20357297219e-05,Open,1.0,-156.0,25.0,-8.0
ib: 2017-04-18 16:52:18 2.0 PL20170727 $10,PL20170727,PL,PL,2017-04-18 16:52:18,978.5,2017-04-18 17:00:00,978.6,-0.000102186797466,0.000102186797466,Open,1.0,10.0,5.0,-8.0
ib: 2017-04-18 16:52:10 1.0 ZF20170630 $-15,ZF20170630,ZF,FV,2017-04-18 16:52:10,118.9140625,2017-04-18 17:00:00,118.8984375,0.00013141467902,0.00013141467902,Open,1.0,-15.0,2.5,-8.0
ib: 2017-04-18 16:52:10 4.0 CAD20170620 $-99,CAD20170620,CAD,CD,2017-04-18 16:52:10,0.74775,2017-04-18 17:00:00,0.748,-0.00033422459893,0.00033422459893,Open,-1.0,-99.0,10.0,-8.0
ib: 2017-04-18 16:52:04 1.0 AUD20170619 $29,AUD20170619,AUD,AD,2017-04-18 16:52:04,0.7551,2017-04-18 17:00:00,0.7548,0.000397456279809,0.000397456279809,Open,-1.0,29.0,2.5,-8.0
ib: 2017-04-18 14:14:55 1.0 ZS20170714 $-25,ZS20170714,ZS,S,2017-04-18 14:14:55,955.75,2017-04-18 14:20:00,956.25,-0.000522875816993,0.000522875816993,Open,-1.0,-25.0,2.5,-6.0
ib: 2017-04-18 16:51:54 2.0 JPY20170619 $124,JPY20170619,JPY,JY,2017-04-18 16:51:54,0.92415,2017-04-18 17:00:00,0.92465,-0.000540745146812,0.000540745146812,Open,1.0,124.0,5.0,-9.0
ib: 2017-04-18 14:14:57 4.0 ZW20170714 $-50,ZW20170714,ZW,W,2017-04-18 14:14:57,436.75,2017-04-18 14:20:00,437.0,-0.000572082379863,0.000572082379863,Open,-1.0,-50.0,10.0,-6.0
ib: 2017-04-18 14:14:59 4.0 ZM20170714 $-80,ZM20170714,ZM,SM,2017-04-18 14:14:59,316.4,2017-04-18 14:20:00,316.6,-0.000631711939356,0.000631711939356,Open,-1.0,-80.0,10.0,-6.0
ib: 2017-04-18 16:52:02 1.0 NG20170526 $40,NG20170526,NG,NG,2017-04-18 16:52:02,3.24,2017-04-18 17:00:00,3.236,0.00123609394314,0.00123609394314,Open,-1.0,40.0,2.5,-8.0
ib: 2017-04-18 14:00:41 2.0 HE20170614 $-79,HE20170614,HE,LH,2017-04-18 14:00:41,71.4,2017-04-18 14:05:00,71.5,-0.0013986013986,0.0013986013986,Open,-1.0,-79.0,5.0,-5.0
ib: 2017-04-18 16:53:22 2.0 HO20170531 $-201,HO20170531,HO,HO,2017-04-18 16:53:22,1.6287,2017-04-18 17:00:00,1.6311,-0.00147139966894,0.00147139966894,Open,-1.0,-201.0,5.0,-7.0
ib: 2017-04-18 16:52:00 2.0 CL20170522 $-240,CL20170522,CL,CL,2017-04-18 16:52:00,52.73,2017-04-18 17:00:00,52.85,-0.00227057710501,0.00227057710501,Open,-1.0,-240.0,5.0,-8.0
ib: 2017-04-18 16:52:14 1.0 RB20170531 $-424,RB20170531,RB,RB,2017-04-18 16:52:14,1.7064,2017-04-18 17:00:00,1.7165,-0.00588406641421,0.00588406641421,Open,-1.0,-424.0,2.5,-8.0
