rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-07-28 16:44:59 14.0 ZT20170929 $-218,ZT20170929,ZT,TU,2017-07-28 16:44:59,108.171875,2017-07-28 17:00:00,108.1796875,-7.22178089117e-05,7.22178089117e-05,Open,-1.0,-218.0,35.0,-16.0
ib: 2017-07-28 16:45:09 8.0 ZF20170929 $-187,ZF20170929,ZF,FV,2017-07-28 16:45:09,118.1328125,2017-07-28 17:00:00,118.15625,-0.000198360222163,0.000198360222163,Open,-1.0,-187.0,20.0,-15.0
ib: 2017-07-28 16:45:15 2.0 YM20170915 $-80,YM20170915,YM,YM,2017-07-28 16:45:15,21783.0,2017-07-28 17:00:00,21775.0,0.00036739380023,0.00036739380023,Open,1.0,-80.0,5.0,-15.0
ib: 2017-07-28 16:45:11 2.0 NIY20170907 $-90,NIY20170907,NIY,NIY,2017-07-28 16:45:11,19970.0,2017-07-28 17:00:00,19960.0,0.000501002004008,0.000501002004008,Open,1.0,-90.0,5.0,-15.0
ib: 2017-07-28 16:45:17 2.0 ES20170915 $-125,ES20170915,ES,ES,2017-07-28 16:45:17,2471.5,2017-07-28 17:00:00,2470.25,0.000506021657727,0.000506021657727,Open,1.0,-125.0,5.0,-15.0
ib: 2017-07-28 16:45:05 2.0 CL20170822 $-60,CL20170822,CL,CL,2017-07-28 16:45:05,49.74,2017-07-28 17:00:00,49.71,0.00060350030175,0.00060350030175,Open,1.0,-60.0,5.0,-15.0
ib: 2017-07-28 16:45:13 6.0 MXP20170918 $119,MXP20170918,MXP,MP,2017-07-28 16:45:13,0.05581,2017-07-28 17:00:00,0.05585,-0.000716204118174,0.000716204118174,Open,1.0,119.0,15.0,-15.0
ib: 2017-07-28 16:48:36 2.0 PA20170927 $-129,PA20170927,PA,PA,2017-07-28 16:48:36,880.8,2017-07-28 17:00:00,880.15,0.000738510481168,0.000738510481168,Open,1.0,-129.0,5.0,-12.0
ib: 2017-07-28 16:45:03 2.0 CHF20170918 $199,CHF20170918,CHF,SF,2017-07-28 16:45:03,1.0354,2017-07-28 17:00:00,1.0362,-0.000772051727466,0.000772051727466,Open,1.0,199.0,5.0,-15.0
ib: 2017-07-28 16:45:26 2.0 RB20170831 $142,RB20170831,RB,RB,2017-07-28 16:45:26,1.6475,2017-07-28 17:00:00,1.6458,0.00103293231255,0.00103293231255,Open,-1.0,142.0,5.0,-15.0
ib: 2017-07-28 16:44:57 2.0 HG20170927 $174,HG20170927,HG,HG,2017-07-28 16:44:57,287.85,2017-07-28 17:00:00,287.5,0.00121739130435,0.00121739130435,Open,-1.0,174.0,5.0,-16.0
ib: 2017-07-28 16:45:07 2.0 NG20170829 $219,NG20170829,NG,NG,2017-07-28 16:45:07,2.93,2017-07-28 17:00:00,2.941,-0.00374022441346,0.00374022441346,Open,1.0,219.0,5.0,-15.0
