rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-07-26 16:46:51 14.0 ZT20170929 $437,ZT20170929,ZT,TU,2017-07-26 16:46:51,108.15625,2017-07-26 17:00:00,108.171875,-0.000144446049401,0.000144446049401,Open,1.0,437.0,35.0,-14.0
ib: 2017-07-26 14:13:10 2.0 ZM20171214 $-20,ZM20171214,ZM,SM,2017-07-26 14:13:10,326.6,2017-07-26 14:20:00,326.5,0.000306278713629,0.000306278713629,Open,1.0,-20.0,5.0,-7.0
ib: 2017-07-26 16:47:06 2.0 EMD20170915 $119,EMD20170915,EMD,EMD,2017-07-26 16:47:06,1776.3,2017-07-26 17:00:00,1775.7,0.000337894914681,0.000337894914681,Open,-1.0,119.0,5.0,-13.0
ib: 2017-07-26 16:47:05 2.0 NIY20170907 $89,NIY20170907,NIY,NIY,2017-07-26 16:47:05,20010.0,2017-07-26 17:00:00,20000.0,0.0005,0.0005,Open,-1.0,89.0,5.0,-13.0
ib: 2017-07-26 16:47:03 8.0 ZF20170929 $562,ZF20170929,ZF,FV,2017-07-26 16:47:03,118.125,2017-07-26 17:00:00,118.1953125,-0.00059488399762,0.00059488399762,Open,1.0,562.0,20.0,-13.0
ib: 2017-07-26 16:46:53 4.0 ZN20170920 $437,ZN20170920,ZN,TY,2017-07-26 16:46:53,125.90625,2017-07-26 17:00:00,126.015625,-0.000867947923125,0.000867947923125,Open,1.0,437.0,10.0,-14.0
ib: 2017-07-26 16:46:47 2.0 GBP20170918 $-149,GBP20170918,GBP,BP,2017-07-26 16:46:47,1.3129,2017-07-26 17:00:00,1.3117,0.000914843333079,0.000914843333079,Open,1.0,-149.0,5.0,-14.0
ib: 2017-07-26 14:13:08 2.0 ZS20171114 $-100,ZS20171114,ZS,S,2017-07-26 14:13:08,1001.25,2017-07-26 14:20:00,1000.25,0.000999750062484,0.000999750062484,Open,1.0,-100.0,5.0,-7.0
ib: 2017-07-26 16:46:45 2.0 ZB20170920 $312,ZB20170920,ZB,US,2017-07-26 16:46:45,153.0,2017-07-26 17:00:00,153.15625,-0.00102019995919,0.00102019995919,Open,1.0,312.0,5.0,-14.0
ib: 2017-07-26 16:46:59 2.0 JPY20170918 $-262,JPY20170918,JPY,JY,2017-07-26 16:46:59,0.90145,2017-07-26 17:00:00,0.9004,0.0011661483785,0.0011661483785,Open,1.0,-262.0,5.0,-14.0
ib: 2017-07-26 16:47:01 2.0 NG20170829 $119,NG20170829,NG,NG,2017-07-26 16:47:01,2.92,2017-07-26 17:00:00,2.914,0.00205902539465,0.00205902539465,Open,-1.0,119.0,5.0,-13.0
ib: 2017-07-26 16:47:07 6.0 MXP20170918 $-420,MXP20170918,MXP,MP,2017-07-26 16:47:07,0.05637,2017-07-26 17:00:00,0.05623,0.00248977414192,0.00248977414192,Open,1.0,-420.0,15.0,-13.0
ib: 2017-07-26 16:46:49 2.0 CAD20170919 $-430,CAD20170919,CAD,CD,2017-07-26 16:46:49,0.804,2017-07-26 17:00:00,0.80185,0.00268129949492,0.00268129949492,Open,1.0,-430.0,5.0,-14.0
ib: 2017-07-26 16:46:57 2.0 NZD20170918 $-639,NZD20170918,NZD,NE,2017-07-26 16:46:57,0.7512,2017-07-26 17:00:00,0.748,0.00427807486631,0.00427807486631,Open,1.0,-639.0,5.0,-14.0
ib: 2017-07-26 16:46:55 2.0 GC20171227 $-2220,GC20171227,GC,GC,2017-07-26 16:46:55,1266.7,2017-07-26 17:00:00,1255.6,0.00884039503026,0.00884039503026,Open,1.0,-2220.0,5.0,-14.0
