rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-16 19:30:11 ctwo:151.79 csi:151.8 BBZ6,BBZ6,2016-10-16 19:30:11,151.79,2016-10-14 20:00:00,151.8,-6.58761528328e-05,6.58761528328e-05,Open,1 days 23:30:11.000000000,1.97929398148
2016-10-16 21:00:08 ctwo:7054.0 csi:7057.0 @CTZ6,@CTZ6,2016-10-16 21:00:08,7054.0,2016-10-14 20:00:00,7057.0,-0.000425109820037,0.000425109820037,Open,2 days 01:00:08.000000000,2.04175925926
2016-10-16 18:00:30 ctwo:129.78125 csi:129.859375 @TYZ6,@TYZ6,2016-10-16 18:00:30,129.78125,2016-10-14 20:00:00,129.859375,-0.00060161232102,0.00060161232102,Open,1 days 22:00:30.000000000,1.91701388889
2016-10-16 18:01:00 ctwo:2128.5 csi:2127.0 @ESZ6,@ESZ6,2016-10-16 18:01:00,2128.5,2016-10-14 20:00:00,2127.0,0.000705218617772,0.000705218617772,Open,1 days 22:01:00.000000000,1.91736111111
2016-10-16 18:00:38 ctwo:2128.5 csi:2127.0 @ESZ6,@ESZ6,2016-10-16 18:00:38,2128.5,2016-10-14 20:00:00,2127.0,0.000705218617772,0.000705218617772,Close,1 days 22:00:38.000000000,1.91710648148
2016-10-16 20:00:07 ctwo:98.095 csi:97.997 @DXZ6,@DXZ6,2016-10-16 20:00:07,98.095,2016-10-14 20:00:00,97.997,0.00100003061318,0.00100003061318,Open,2 days 00:00:07.000000000,2.00008101852
2016-10-17 04:20:51 ctwo:2715.0 csi:2718.0 @CCZ6,@CCZ6,2016-10-17 04:20:51,2715.0,2016-10-14 20:00:00,2718.0,-0.00110375275938,0.00110375275938,Open,2 days 08:20:51.000000000,2.3478125
2016-10-16 18:00:58 ctwo:50.65 csi:50.75 QCLZ6,QCLZ6,2016-10-16 18:00:58,50.65,2016-10-14 20:00:00,50.75,-0.00197044334975,0.00197044334975,Open,1 days 22:00:58.000000000,1.91733796296
2016-10-16 18:00:19 ctwo:50.65 csi:50.75 QCLZ6,QCLZ6,2016-10-16 18:00:19,50.65,2016-10-14 20:00:00,50.75,-0.00197044334975,0.00197044334975,Close,1 days 22:00:19.000000000,1.91688657407
2016-10-16 20:00:10 ctwo:353.5 csi:354.25 @CZ6,@CZ6,2016-10-16 20:00:10,353.5,2016-10-14 20:00:00,354.25,-0.00211714890614,0.00211714890614,Open,2 days 00:00:10.000000000,2.00011574074
2016-10-16 18:00:48 ctwo:1252.7 csi:1255.5 QGCZ6,QGCZ6,2016-10-16 18:00:48,1252.7,2016-10-14 20:00:00,1255.5,-0.00223018717642,0.00223018717642,Open,1 days 22:00:48.000000000,1.91722222222
2016-10-16 18:00:44 ctwo:1252.7 csi:1255.5 QGCZ6,QGCZ6,2016-10-16 18:00:44,1252.7,2016-10-14 20:00:00,1255.5,-0.00223018717642,0.00223018717642,Close,1 days 22:00:44.000000000,1.91717592593
2016-10-16 19:16:14 ctwo:899.5 csi:897.2 @MMEZ6,@MMEZ6,2016-10-16 19:16:14,899.5,2016-10-14 20:00:00,897.2,0.00256353098529,0.00256353098529,Close,1 days 23:16:14.000000000,1.96960648148
2016-10-16 19:16:26 ctwo:899.5 csi:897.2 @MMEZ6,@MMEZ6,2016-10-16 19:16:26,899.5,2016-10-14 20:00:00,897.2,0.00256353098529,0.00256353098529,Open,1 days 23:16:26.000000000,1.96974537037
2016-10-16 20:00:13 ctwo:34.48 csi:34.38 @BOZ6,@BOZ6,2016-10-16 20:00:13,34.48,2016-10-14 20:00:00,34.38,0.00290866783013,0.00290866783013,Open,2 days 00:00:13.000000000,2.00015046296
2016-10-16 20:00:04 ctwo:418.75 csi:421.0 @WZ6,@WZ6,2016-10-16 20:00:04,418.75,2016-10-14 20:00:00,421.0,-0.00534441805226,0.00534441805226,Open,2 days 00:00:04.000000000,2.0000462963
2016-10-17 03:30:06 ctwo:23.08 csi:22.91 @SBH7,@SBH7,2016-10-17 03:30:06,23.08,2016-10-14 20:00:00,22.91,0.00742034046268,0.00742034046268,Open,2 days 07:30:06.000000000,2.31256944444
2016-10-16 18:00:25 ctwo:3.599 csi:3.628 QNGF7,QNGF7,2016-10-16 18:00:25,3.599,2016-10-14 20:00:00,3.628,-0.00799338478501,0.00799338478501,Open,1 days 22:00:25.000000000,1.91695601852
