rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-09-15 16:50:07 14.0 ZT20171229 $-218,ZT20171229,ZT,TU,2017-09-15 16:50:07,108.015625,2017-09-15 17:00:00,108.0234375,-7.23222680263e-05,7.23222680263e-05,Open,-1.0,-218.0,35.0,-10.0
ib: 2017-09-15 16:50:19 2.0 JPY20171218 $24,JPY20171218,JPY,JY,2017-09-15 16:50:19,0.90575,2017-09-15 17:00:00,0.90565,0.000110417931872,0.000110417931872,Open,-1.0,24.0,5.0,-10.0
ib: 2017-09-15 16:49:59 8.0 ZF20171229 $-187,ZF20171229,ZF,FV,2017-09-15 16:49:59,118.0234375,2017-09-15 17:00:00,118.046875,-0.000198544010589,0.000198544010589,Open,-1.0,-187.0,20.0,-11.0
ib: 2017-09-15 16:50:17 2.0 ZB20171219 $-62,ZB20171219,ZB,US,2017-09-15 16:50:17,155.0,2017-09-15 17:00:00,155.03125,-0.000201572263657,0.000201572263657,Open,-1.0,-62.0,5.0,-10.0
ib: 2017-09-15 16:50:15 4.0 ZN20171219 $-125,ZN20171219,ZN,TY,2017-09-15 16:50:15,126.28125,2017-09-15 17:00:00,126.3125,-0.000247402276101,0.000247402276101,Open,-1.0,-125.0,10.0,-10.0
ib: 2017-09-15 16:50:01 1.0 CL20171020 $19,CL20171020,CL,CL,2017-09-15 16:50:01,50.42,2017-09-15 17:00:00,50.44,-0.000396510705789,0.000396510705789,Open,1.0,19.0,2.5,-10.0
ib: 2017-09-15 13:59:50 1.0 HE20171214 $-9,HE20171214,HE,LH,2017-09-15 13:59:50,58.5,2017-09-15 14:05:00,58.475,0.000427533133818,0.000427533133818,Open,1.0,-9.0,2.5,-6.0
ib: 2017-09-15 16:49:51 2.0 NIY20171207 $-90,NIY20171207,NIY,NIY,2017-09-15 16:49:51,19850.0,2017-09-15 17:00:00,19840.0,0.000504032258065,0.000504032258065,Open,1.0,-90.0,5.0,-11.0
ib: 2017-09-15 14:13:00 4.0 ZM20171214 $79,ZM20171214,ZM,SM,2017-09-15 14:13:00,311.2,2017-09-15 14:20:00,311.4,-0.000642260757868,0.000642260757868,Open,1.0,79.0,10.0,-7.0
ib: 2017-09-15 14:12:57 2.0 ZS20171114 $75,ZS20171114,ZS,S,2017-09-15 14:12:57,968.0,2017-09-15 14:20:00,968.75,-0.000774193548387,0.000774193548387,Open,1.0,75.0,5.0,-8.0
ib: 2017-09-15 16:50:05 1.0 CAD20171219 $65,CAD20171219,CAD,CD,2017-09-15 16:50:05,0.8207,2017-09-15 17:00:00,0.82135,-0.000791380045048,0.000791380045048,Open,1.0,65.0,2.5,-10.0
ib: 2017-09-15 13:59:52 2.0 GF20171026 $-125,GF20171026,GF,FC,2017-09-15 13:59:52,150.775,2017-09-15 14:05:00,150.65,0.000829737802854,0.000829737802854,Open,1.0,-125.0,5.0,-6.0
ib: 2017-09-15 16:50:03 2.0 GC20171227 $-340,GC20171227,GC,GC,2017-09-15 16:50:03,1323.5,2017-09-15 17:00:00,1325.2,-0.00128282523393,0.00128282523393,Open,-1.0,-340.0,5.0,-10.0
ib: 2017-09-15 16:50:09 2.0 PL20171027 $-129,PL20171027,PL,PL,2017-09-15 16:50:09,970.5,2017-09-15 17:00:00,971.8,-0.00133772381148,0.00133772381148,Open,-1.0,-129.0,5.0,-10.0
ib: 2017-09-15 16:50:11 2.0 SI20171227 $-559,SI20171227,SI,SI,2017-09-15 16:50:11,1764.5,2017-09-15 17:00:00,1770.1,-0.00316366306988,0.00316366306988,Open,-1.0,-559.0,5.0,-10.0
ib: 2017-09-15 13:59:54 2.0 LE20171031 $3999,LE20171031,LE,LC,2017-09-15 13:59:54,107.825,2017-09-15 14:05:00,112.825,-0.0443164192333,0.0443164192333,Open,1.0,3999.0,5.0,-6.0
