rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-04-06 16:50:42 6.0 MXP20170619 $0,MXP20170619,MXP,MP,2017-04-06 16:50:42,0.05271,2017-04-06 17:00:00,0.05271,0.0,0.0,Open,1.0,0.0,15.0,-10.0
ib: 2017-04-06 16:50:39 2.0 NQ20170616 $10,NQ20170616,NQ,NQ,2017-04-06 16:50:39,5423.0,2017-04-06 17:00:00,5422.75,4.61020699829e-05,4.61020699829e-05,Open,-1.0,10.0,5.0,-10.0
ib: 2017-04-06 16:50:15 2.0 YM20170616 $-20,YM20170616,YM,YM,2017-04-06 16:50:15,20607.0,2017-04-06 17:00:00,20605.0,9.70638194613e-05,9.70638194613e-05,Open,1.0,-20.0,5.0,-10.0
ib: 2017-04-06 16:50:33 6.0 ZF20170630 $93,ZF20170630,ZF,FV,2017-04-06 16:50:33,118.0703125,2017-04-06 17:00:00,118.0546875,0.000132353914367,0.000132353914367,Open,-1.0,93.0,15.0,-10.0
ib: 2017-04-06 16:50:37 2.0 HG20170526 $25,HG20170526,HG,HG,2017-04-06 16:50:37,265.85,2017-04-06 17:00:00,265.8,0.000188111361926,0.000188111361926,Open,-1.0,25.0,5.0,-10.0
ib: 2017-04-06 14:00:20 2.0 LE20170630 $-20,LE20170630,LE,LC,2017-04-06 14:00:20,110.1,2017-04-06 14:05:00,110.125,-0.000227014755959,0.000227014755959,Open,-1.0,-20.0,5.0,-5.0
ib: 2017-04-06 16:50:27 1.0 NZD20170619 $19,NZD20170619,NZD,NE,2017-04-06 16:50:27,0.6957,2017-04-06 17:00:00,0.6959,-0.0002873976146,0.0002873976146,Open,1.0,19.0,2.5,-10.0
ib: 2017-04-06 16:50:23 2.0 GC20170628 $-80,GC20170628,GC,GC,2017-04-06 16:50:23,1253.7,2017-04-06 17:00:00,1253.3,0.0003191574244,0.0003191574244,Open,1.0,-80.0,5.0,-10.0
ib: 2017-04-06 14:14:17 4.0 ZW20170512 $50,ZW20170512,ZW,W,2017-04-06 14:14:17,423.0,2017-04-06 14:20:00,423.25,-0.000590667454223,0.000590667454223,Open,1.0,50.0,10.0,-6.0
ib: 2017-04-06 16:50:31 2.0 RB20170428 $-100,RB20170428,RB,RB,2017-04-06 16:50:31,1.7308,2017-04-06 17:00:00,1.7296,0.000693802035153,0.000693802035153,Open,1.0,-100.0,5.0,-10.0
ib: 2017-04-06 16:50:35 2.0 NIY20170608 $135,NIY20170608,NIY,NIY,2017-04-06 16:50:35,18745.0,2017-04-06 17:00:00,18730.0,0.000800854244527,0.000800854244527,Open,-1.0,135.0,5.0,-10.0
ib: 2017-04-06 16:50:19 2.0 CL20170420 $-99,CL20170420,CL,CL,2017-04-06 16:50:19,51.75,2017-04-06 17:00:00,51.7,0.000967117988395,0.000967117988395,Open,1.0,-99.0,5.0,-10.0
ib: 2017-04-06 16:50:21 2.0 HO20170428 $-134,HO20170428,HO,HO,2017-04-06 16:50:21,1.6145,2017-04-06 17:00:00,1.6129,0.000992001984004,0.000992001984004,Open,1.0,-134.0,5.0,-10.0
ib: 2017-04-06 16:50:17 2.0 SI20170526 $-190,SI20170526,SI,SI,2017-04-06 16:50:17,1826.5,2017-04-06 17:00:00,1824.6,0.00104132412584,0.00104132412584,Open,1.0,-190.0,5.0,-10.0
ib: 2017-04-06 16:50:25 2.0 NG20170426 $480,NG20170426,NG,NG,2017-04-06 16:50:25,3.307,2017-04-06 17:00:00,3.331,-0.00720504353047,0.00720504353047,Open,1.0,480.0,5.0,-10.0
