rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-02-23 14:18:05 6.0 ZC20170512 $0,ZC20170512,ZC,C,2017-02-23 14:18:05,372.5,2017-02-23 14:20:00,372.5,0.0,0.0,Open,-1.0,0.0,15.0,-2.0
ib: 2017-02-23 16:51:09 2.0 EMD20170317 $40,EMD20170317,EMD,EMD,2017-02-23 16:51:09,1732.5,2017-02-23 17:00:00,1732.7,-0.000115426790558,0.000115426790558,Open,1.0,40.0,5.0,-9.0
ib: 2017-02-23 16:50:32 2.0 AUD20170313 $19,AUD20170313,AUD,AD,2017-02-23 16:50:32,0.7713,2017-02-23 17:00:00,0.7712,0.000129668049793,0.000129668049793,Open,-1.0,19.0,5.0,-10.0
ib: 2017-02-23 16:51:10 2.0 NZD20170313 $-19,NZD20170313,NZD,NE,2017-02-23 16:51:10,0.7226,2017-02-23 17:00:00,0.7227,-0.000138370001384,0.000138370001384,Open,-1.0,-19.0,5.0,-9.0
ib: 2017-02-23 16:50:50 12.0 ZT20170331 $375,ZT20170331,ZT,TU,2017-02-23 16:50:50,108.5390625,2017-02-23 17:00:00,108.5234375,0.000143978115326,0.000143978115326,Open,-1.0,375.0,30.0,-10.0
ib: 2017-02-23 16:51:04 2.0 PL20170426 $30,PL20170426,PL,PL,2017-02-23 16:51:04,1012.2,2017-02-23 17:00:00,1011.9,0.000296471983398,0.000296471983398,Open,-1.0,30.0,5.0,-9.0
ib: 2017-02-23 16:50:56 2.0 YM20170317 $-90,YM20170317,YM,YM,2017-02-23 16:50:56,20788.0,2017-02-23 17:00:00,20797.0,-0.000432754724239,0.000432754724239,Open,-1.0,-90.0,5.0,-10.0
ib: 2017-02-23 16:50:54 6.0 ZF20170331 $328,ZF20170331,ZF,FV,2017-02-23 16:50:54,118.1953125,2017-02-23 17:00:00,118.140625,0.000462901732575,0.000462901732575,Open,-1.0,328.0,15.0,-10.0
ib: 2017-02-23 16:50:52 2.0 NQ20170317 $-130,NQ20170317,NQ,NQ,2017-02-23 16:50:52,5328.75,2017-02-23 17:00:00,5332.0,-0.000609527381845,0.000609527381845,Open,-1.0,-130.0,5.0,-10.0
ib: 2017-02-23 16:50:39 2.0 EUR20170313 $162,EUR20170313,EUR,CU,2017-02-23 16:50:39,1.0585,2017-02-23 17:00:00,1.05785,0.000614453845063,0.000614453845063,Open,-1.0,162.0,5.0,-10.0
ib: 2017-02-23 16:51:06 3.0 ZN20170322 $234,ZN20170322,ZN,TY,2017-02-23 16:51:06,125.125,2017-02-23 17:00:00,125.046875,0.000624765712858,0.000624765712858,Open,-1.0,234.0,7.5,-9.0
ib: 2017-02-23 16:50:36 2.0 ES20170317 $-150,ES20170317,ES,ES,2017-02-23 16:50:36,2361.25,2017-02-23 17:00:00,2362.75,-0.000634853454661,0.000634853454661,Open,-1.0,-150.0,5.0,-10.0
ib: 2017-02-23 16:50:49 2.0 GC20170426 $-180,GC20170426,GC,GC,2017-02-23 16:50:49,1250.5,2017-02-23 17:00:00,1251.4,-0.000719194502158,0.000719194502158,Open,-1.0,-180.0,5.0,-10.0
ib: 2017-02-23 16:50:58 4.0 CAD20170314 $-239,CAD20170314,CAD,CD,2017-02-23 16:50:58,0.7633,2017-02-23 17:00:00,0.7627,0.000786678903894,0.000786678903894,Open,1.0,-239.0,10.0,-10.0
ib: 2017-02-23 14:02:20 2.0 LE20170428 $-80,LE20170428,LE,LC,2017-02-23 14:02:20,116.425,2017-02-23 14:05:00,116.525,-0.000858184938854,0.000858184938854,Open,-1.0,-80.0,5.0,-3.0
ib: 2017-02-23 16:50:46 1.0 PA20170628 $-104,PA20170628,PA,PA,2017-02-23 16:50:46,775.65,2017-02-23 17:00:00,774.6,0.00135553834237,0.00135553834237,Open,1.0,-104.0,2.5,-10.0
ib: 2017-02-23 16:51:04 2.0 ZB20170322 $437,ZB20170322,ZB,US,2017-02-23 16:51:04,152.03125,2017-02-23 17:00:00,151.8125,0.0014409221902,0.0014409221902,Open,-1.0,437.0,5.0,-9.0
ib: 2017-02-23 16:50:44 2.0 NG20170329 $80,NG20170329,NG,NG,2017-02-23 16:50:44,2.753,2017-02-23 17:00:00,2.749,0.00145507457257,0.00145507457257,Open,-1.0,80.0,5.0,-10.0
ib: 2017-02-23 16:50:40 5.0 MXP20170313 $-224,MXP20170313,MXP,MP,2017-02-23 16:50:40,0.05074,2017-02-23 17:00:00,0.05083,-0.00177060790872,0.00177060790872,Open,-1.0,-224.0,12.5,-10.0
ib: 2017-02-23 14:18:07 4.0 ZL20170512 $143,ZL20170512,ZL,BO,2017-02-23 14:18:07,32.65,2017-02-23 14:20:00,32.59,0.00184105553851,0.00184105553851,Open,-1.0,143.0,10.0,-2.0
ib: 2017-02-23 16:51:35 2.0 RB20170331 $-277,RB20170331,RB,RB,2017-02-23 16:51:35,1.7443,2017-02-23 17:00:00,1.7476,-0.00188830395972,0.00188830395972,Open,-1.0,-277.0,5.0,-9.0
ib: 2017-02-23 14:18:09 2.0 ZS20170512 $-199,ZS20170512,ZS,S,2017-02-23 14:18:09,1024.5,2017-02-23 14:20:00,1022.5,0.00195599022005,0.00195599022005,Open,1.0,-199.0,5.0,-2.0
ib: 2017-02-23 14:02:17 2.0 HE20170417 $120,HE20170417,HE,LH,2017-02-23 14:02:17,66.425,2017-02-23 14:05:00,66.575,-0.00225309800976,0.00225309800976,Open,1.0,120.0,5.0,-3.0
ib: 2017-02-23 16:50:42 2.0 SI20170526 $549,SI20170526,SI,SI,2017-02-23 16:50:42,1824.0,2017-02-23 17:00:00,1818.5,0.00302447071762,0.00302447071762,Open,-1.0,549.0,5.0,-10.0
