rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-04-28 07:31:20 1 @TUM7 $0,@TUM7,2017-04-28 07:31:20,108.30469,2017-04-28 17:00:00,108.3046875,2.30830267036e-08,2.30830267036e-08,Open,0.0,0.0,2.5,-1 days +14:31:20.000000000,-569.0
ctwo opened: 2017-04-28 07:31:19 1 @JYM7 $0,@JYM7,2017-04-28 07:31:19,0.009,2017-04-28 17:00:00,0.008994,0.000667111407605,0.000667111407605,Open,0.0,0.0,2.5,-1 days +14:31:19.000000000,-569.0
ctwo opened: 2017-04-28 07:31:21 1 @TYM7 $0,@TYM7,2017-04-28 07:31:21,125.57813,2017-04-28 17:00:00,125.71875,-0.00111852846135,0.00111852846135,Open,0.0,0.0,2.5,-1 days +14:31:21.000000000,-569.0
ctwo closed: 2017-04-28 14:15:20 1.0 @WN7 $-25,@WN7,2017-04-28 14:15:20,431.75,2017-04-28 14:20:00,432.25,-0.00115673799884,0.00115673799884,Close,-1.0,-25.0,2.5,-1 days +23:55:20.000000000,-5.0
ctwo opened: 2017-04-28 07:31:13 1 QCLM7 $0,QCLM7,2017-04-28 07:31:13,49.41,2017-04-28 17:00:00,49.33,0.00162173119805,0.00162173119805,Open,0.0,0.0,2.5,-1 days +14:31:13.000000000,-569.0
ctwo closed: 2017-04-28 14:15:16 1.0 @CN7 $-37,@CN7,2017-04-28 14:15:16,365.75,2017-04-28 14:20:00,366.5,-0.00204638472033,0.00204638472033,Close,-1.0,-37.0,2.5,-1 days +23:55:16.000000000,-5.0
ctwo closed: 2017-04-28 14:15:17 1.0 @SMN7 $-80,@SMN7,2017-04-28 14:15:17,315.0,2017-04-28 14:20:00,315.8,-0.0025332488917,0.0025332488917,Close,-1.0,-80.0,2.5,-1 days +23:55:17.000000000,-5.0
ctwo opened: 2017-04-28 07:31:17 1 @ESM7 $0,@ESM7,2017-04-28 07:31:17,2388.0,2017-04-28 17:00:00,2380.5,0.00315059861374,0.00315059861374,Open,0.0,0.0,2.5,-1 days +14:31:17.000000000,-569.0
ctwo opened: 2017-04-28 07:31:15 1 @EUM7 $0,@EUM7,2017-04-28 07:31:15,1.0959,2017-04-28 17:00:00,1.0921,0.00347953484113,0.00347953484113,Open,0.0,0.0,2.5,-1 days +14:31:15.000000000,-569.0
ctwo opened: 2017-04-28 07:31:18 1 QHGN7 $0,QHGN7,2017-04-28 07:31:18,259.35,2017-04-28 17:00:00,260.75,-0.00536912751678,0.00536912751678,Open,0.0,0.0,2.5,-1 days +14:31:18.000000000,-569.0
ctwo opened: 2017-04-28 07:31:19 1 QNGM7 $0,QNGM7,2017-04-28 07:31:19,3.239,2017-04-28 17:00:00,3.276,-0.0112942612943,0.0112942612943,Open,0.0,0.0,2.5,-1 days +14:31:19.000000000,-569.0
ctwo opened: 2017-04-28 07:31:16 1 @EMDM7 $0,@EMDM7,2017-04-28 07:31:16,1750.2,2017-04-28 17:00:00,1730.0,0.011676300578,0.011676300578,Open,0.0,0.0,2.5,-1 days +14:31:16.000000000,-569.0
