rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-11-04 09:31:11 ctwo:118.75 csi:118.75 @GFF7,@GFF7,2016-11-04 09:31:11,118.75,2016-11-03 20:00:00,118.75,0.0,0.0,Open,0 days 13:31:11.000000000,0.563321759259
2016-11-04 09:31:02 ctwo:118.75 csi:118.75 @GFF7,@GFF7,2016-11-04 09:31:02,118.75,2016-11-03 20:00:00,118.75,0.0,0.0,Close,0 days 13:31:02.000000000,0.563217592593
2016-11-03 22:59:51 ctwo:121.07813 csi:121.0703125 @FVZ6,@FVZ6,2016-11-03 22:59:51,121.07813,2016-11-03 20:00:00,121.0703125,6.45699167581e-05,6.45699167581e-05,Open,0 days 02:59:51.000000000,0.124895833333
2016-11-04 03:20:36 ctwo:125.62 csi:125.61 LGZ6,LGZ6,2016-11-04 03:20:36,125.62,2016-11-03 20:00:00,125.61,7.96114959e-05,7.96114959e-05,Open,0 days 07:20:36.000000000,0.305972222222
2016-11-04 03:20:19 ctwo:125.62 csi:125.61 LGZ6,LGZ6,2016-11-04 03:20:19,125.62,2016-11-03 20:00:00,125.61,7.96114959e-05,7.96114959e-05,Close,0 days 07:20:19.000000000,0.305775462963
2016-11-03 22:59:51 ctwo:121.085938 csi:121.0703125 @FVZ6,@FVZ6,2016-11-03 22:59:51,121.085938,2016-11-03 20:00:00,121.0703125,0.000129061366716,0.000129061366716,Close,0 days 02:59:51.000000000,0.124895833333
2016-11-04 03:01:39 ctwo:162.13 csi:162.1 BDZ6,BDZ6,2016-11-04 03:01:39,162.13,2016-11-03 20:00:00,162.1,0.000185070943862,0.000185070943862,Open,0 days 07:01:39.000000000,0.2928125
2016-11-04 03:01:25 ctwo:162.13 csi:162.1 BDZ6,BDZ6,2016-11-04 03:01:25,162.13,2016-11-03 20:00:00,162.1,0.000185070943862,0.000185070943862,Close,0 days 07:01:25.000000000,0.292650462963
2016-11-03 23:00:00 ctwo:130.0625 csi:130.03125 @TYZ6,@TYZ6,2016-11-03 23:00:00,130.0625,2016-11-03 20:00:00,130.03125,0.000240326844509,0.000240326844509,Open,0 days 03:00:00.000000000,0.125
2016-11-04 04:06:25 ctwo:568.0 csi:568.2 QWZ6,QWZ6,2016-11-04 04:06:25,568.0,2016-11-03 20:00:00,568.2,-0.000351988736361,0.000351988736361,Open,0 days 08:06:25.000000000,0.337789351852
2016-11-04 04:06:10 ctwo:568.0 csi:568.2 QWZ6,QWZ6,2016-11-04 04:06:10,568.0,2016-11-03 20:00:00,568.2,-0.000351988736361,0.000351988736361,Close,0 days 08:06:10.000000000,0.337615740741
2016-11-03 22:59:59 ctwo:130.078125 csi:130.03125 @TYZ6,@TYZ6,2016-11-03 22:59:59,130.078125,2016-11-03 20:00:00,130.03125,0.000360490266763,0.000360490266763,Close,0 days 02:59:59.000000000,0.124988425926
2016-11-04 09:30:18 ctwo:103.975 csi:104.075 @LEZ6,@LEZ6,2016-11-04 09:30:18,103.975,2016-11-03 20:00:00,104.075,-0.000960845544079,0.000960845544079,Close,0 days 13:30:18.000000000,0.562708333333
2016-11-04 09:30:46 ctwo:103.975 csi:104.075 @LEZ6,@LEZ6,2016-11-04 09:30:46,103.975,2016-11-03 20:00:00,104.075,-0.000960845544079,0.000960845544079,Open,0 days 13:30:46.000000000,0.563032407407
2016-11-04 02:00:28 ctwo:8852.0 csi:8861.8 IBX6,IBX6,2016-11-04 02:00:28,8852.0,2016-11-03 20:00:00,8861.8,-0.00110587013925,0.00110587013925,Open,0 days 06:00:28.000000000,0.250324074074
2016-11-04 02:00:15 ctwo:8852.0 csi:8861.8 IBX6,IBX6,2016-11-04 02:00:15,8852.0,2016-11-03 20:00:00,8861.8,-0.00110587013925,0.00110587013925,Close,0 days 06:00:15.000000000,0.250173611111
2016-11-03 22:59:57 ctwo:221.75 csi:222.0 @OZ6,@OZ6,2016-11-03 22:59:57,221.75,2016-11-03 20:00:00,222.0,-0.00112612612613,0.00112612612613,Close,0 days 02:59:57.000000000,0.124965277778
2016-11-03 22:59:56 ctwo:0.05197 csi:0.05203 @PXZ6,@PXZ6,2016-11-03 22:59:56,0.05197,2016-11-03 20:00:00,0.05203,-0.0011531808572,0.0011531808572,Open,0 days 02:59:56.000000000,0.124953703704
2016-11-03 22:59:55 ctwo:0.05197 csi:0.05203 @PXZ6,@PXZ6,2016-11-03 22:59:55,0.05197,2016-11-03 20:00:00,0.05203,-0.0011531808572,0.0011531808572,Close,0 days 02:59:55.000000000,0.12494212963
2016-11-03 22:59:46 ctwo:1.11095 csi:1.1124 @EUZ6,@EUZ6,2016-11-03 22:59:46,1.11095,2016-11-03 20:00:00,1.1124,-0.00130348795397,0.00130348795397,Close,0 days 02:59:46.000000000,0.124837962963
2016-11-03 22:59:47 ctwo:1.11095 csi:1.1124 @EUZ6,@EUZ6,2016-11-03 22:59:47,1.11095,2016-11-03 20:00:00,1.1124,-0.00130348795397,0.00130348795397,Open,0 days 02:59:47.000000000,0.124849537037
2016-11-03 22:59:45 ctwo:1.2484 csi:1.2467 @BPZ6,@BPZ6,2016-11-03 22:59:45,1.2484,2016-11-03 20:00:00,1.2467,0.00136359990375,0.00136359990375,Open,0 days 02:59:45.000000000,0.124826388889
2016-11-03 22:59:44 ctwo:1.2484 csi:1.2467 @BPZ6,@BPZ6,2016-11-03 22:59:44,1.2484,2016-11-03 20:00:00,1.2467,0.00136359990375,0.00136359990375,Close,0 days 02:59:44.000000000,0.124814814815
2016-11-03 22:59:54 ctwo:409.75 csi:410.5 @KWZ6,@KWZ6,2016-11-03 22:59:54,409.75,2016-11-03 20:00:00,410.5,-0.00182704019488,0.00182704019488,Open,0 days 02:59:54.000000000,0.124930555556
2016-11-03 22:59:53 ctwo:409.75 csi:410.5 @KWZ6,@KWZ6,2016-11-03 22:59:53,409.75,2016-11-03 20:00:00,410.5,-0.00182704019488,0.00182704019488,Close,0 days 02:59:53.000000000,0.124918981481
2016-11-03 22:59:56 ctwo:0.7304 csi:0.7322 @NEZ6,@NEZ6,2016-11-03 22:59:56,0.7304,2016-11-03 20:00:00,0.7322,-0.00245834471456,0.00245834471456,Close,0 days 02:59:56.000000000,0.124953703704
2016-11-04 04:20:14 ctwo:2626.0 csi:2633.0 @CCH7,@CCH7,2016-11-04 04:20:14,2626.0,2016-11-03 20:00:00,2633.0,-0.00265856437524,0.00265856437524,Close,0 days 08:20:14.000000000,0.347384259259
2016-11-04 04:20:29 ctwo:2626.0 csi:2633.0 @CCH7,@CCH7,2016-11-04 04:20:29,2626.0,2016-11-03 20:00:00,2633.0,-0.00265856437524,0.00265856437524,Open,0 days 08:20:29.000000000,0.34755787037
2016-11-03 22:59:56 ctwo:0.7302 csi:0.7322 @NEZ6,@NEZ6,2016-11-03 22:59:56,0.7302,2016-11-03 20:00:00,0.7322,-0.00273149412729,0.00273149412729,Open,0 days 02:59:56.000000000,0.124953703704
2016-11-03 23:00:00 ctwo:410.75 csi:412.0 @WZ6,@WZ6,2016-11-03 23:00:00,410.75,2016-11-03 20:00:00,412.0,-0.00303398058252,0.00303398058252,Close,0 days 03:00:00.000000000,0.125
2016-11-03 22:59:52 ctwo:22639.0 csi:22721.0 HSIX6,HSIX6,2016-11-03 22:59:52,22639.0,2016-11-03 20:00:00,22721.0,-0.00360899608292,0.00360899608292,Close,0 days 02:59:52.000000000,0.124907407407
2016-11-04 03:00:05 ctwo:6744.0 csi:6768.5 LFZ6,LFZ6,2016-11-04 03:00:05,6744.0,2016-11-03 20:00:00,6768.5,-0.00361970894585,0.00361970894585,Close,0 days 07:00:05.000000000,0.291724537037
2016-11-04 03:00:31 ctwo:6744.0 csi:6768.5 LFZ6,LFZ6,2016-11-04 03:00:31,6744.0,2016-11-03 20:00:00,6768.5,-0.00361970894585,0.00361970894585,Open,0 days 07:00:31.000000000,0.292025462963
2016-11-03 22:59:52 ctwo:22637.0 csi:22721.0 HSIX6,HSIX6,2016-11-03 22:59:52,22637.0,2016-11-03 20:00:00,22721.0,-0.00369702037762,0.00369702037762,Open,0 days 02:59:52.000000000,0.124907407407
