rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-11-11 10:13:16 ctwo:127.4375 csi:127.5625 @TYZ6,@TYZ6,2016-11-11 10:13:16,127.4375,2016-11-10 20:00:00,127.5625,-0.000979911807937,0.000979911807937,Open,0 days 14:13:16.000000000,0.592546296296
2016-11-11 10:13:15 ctwo:127.4375 csi:127.5625 @TYZ6,@TYZ6,2016-11-11 10:13:15,127.4375,2016-11-10 20:00:00,127.5625,-0.000979911807937,0.000979911807937,Close,0 days 14:13:15.000000000,0.592534722222
2016-11-10 21:43:20 ctwo:151.33 csi:151.52 BBZ6,BBZ6,2016-11-10 21:43:20,151.33,2016-11-10 20:00:00,151.52,-0.00125395987328,0.00125395987328,Close,0 days 01:43:20.000000000,0.0717592592593
2016-11-10 21:43:15 ctwo:344.0 csi:343.5 @CZ6,@CZ6,2016-11-10 21:43:15,344.0,2016-11-10 20:00:00,343.5,0.00145560407569,0.00145560407569,Close,0 days 01:43:15.000000000,0.0717013888889
2016-11-10 21:43:16 ctwo:98.625 csi:98.774 @DXZ6,@DXZ6,2016-11-10 21:43:16,98.625,2016-11-10 20:00:00,98.774,-0.00150849413813,0.00150849413813,Close,0 days 01:43:16.000000000,0.071712962963
2016-11-10 21:43:17 ctwo:2163.0 csi:2167.25 @ESZ6,@ESZ6,2016-11-10 21:43:17,2163.0,2016-11-10 20:00:00,2167.25,-0.00196101049717,0.00196101049717,Close,0 days 01:43:17.000000000,0.071724537037
2016-11-10 21:43:17 ctwo:2162.75 csi:2167.25 @ESZ6,@ESZ6,2016-11-10 21:43:17,2162.75,2016-11-10 20:00:00,2167.25,-0.00207636405583,0.00207636405583,Open,0 days 01:43:17.000000000,0.071724537037
2016-11-10 21:43:18 ctwo:853.4 csi:855.6 @MMEZ6,@MMEZ6,2016-11-10 21:43:18,853.4,2016-11-10 20:00:00,855.6,-0.00257129499766,0.00257129499766,Close,0 days 01:43:18.000000000,0.0717361111111
2016-11-10 21:43:16 ctwo:44.4 csi:44.66 QCLZ6,QCLZ6,2016-11-10 21:43:16,44.4,2016-11-10 20:00:00,44.66,-0.00582176444245,0.00582176444245,Close,0 days 01:43:16.000000000,0.071712962963
2016-11-10 21:43:18 ctwo:252.4 csi:255.1 QHGZ6,QHGZ6,2016-11-10 21:43:18,252.4,2016-11-10 20:00:00,255.1,-0.0105840846727,0.0105840846727,Close,0 days 01:43:18.000000000,0.0717361111111
2016-11-10 21:43:18 ctwo:252.3 csi:255.1 QHGZ6,QHGZ6,2016-11-10 21:43:18,252.3,2016-11-10 20:00:00,255.1,-0.0109760878087,0.0109760878087,Open,0 days 01:43:18.000000000,0.0717361111111
2016-11-11 10:13:11 ctwo:34.32 csi:34.77 @BOZ6,@BOZ6,2016-11-11 10:13:11,34.32,2016-11-10 20:00:00,34.77,-0.0129421915444,0.0129421915444,Close,0 days 14:13:11.000000000,0.592488425926
2016-11-11 10:13:12 ctwo:34.31 csi:34.77 @BOZ6,@BOZ6,2016-11-11 10:13:12,34.31,2016-11-10 20:00:00,34.77,-0.013229795801,0.013229795801,Open,0 days 14:13:12.000000000,0.5925
2016-11-11 10:13:12 ctwo:2.874 csi:2.811 QNGF7,QNGF7,2016-11-11 10:13:12,2.874,2016-11-10 20:00:00,2.811,0.0224119530416,0.0224119530416,Close,0 days 14:13:12.000000000,0.5925
2016-11-11 10:13:13 ctwo:2.874 csi:2.811 QNGF7,QNGF7,2016-11-11 10:13:13,2.874,2016-11-10 20:00:00,2.811,0.0224119530416,0.0224119530416,Open,0 days 14:13:13.000000000,0.592511574074
