rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-05 14:19:52 2 @SMN7 $0,@SMN7,2017-05-05 14:19:52,316.9,2017-05-05 14:20:00,316.9,0.0,0.0,Open,1.0,0.0,5.0,-1 days +23:59:52.000000000,-1.0
ctwo opened: 2017-05-05 16:49:41 1 @NQM7 $5,@NQM7,2017-05-05 16:49:41,5648.5,2017-05-05 17:00:00,5648.25,4.42614969238e-05,4.42614969238e-05,Open,-1.0,5.0,2.5,-1 days +23:49:41.000000000,-11.0
ctwo opened: 2017-05-05 16:49:37 2 @FVM7 $-15,@FVM7,2017-05-05 16:49:37,118.11719,2017-05-05 17:00:00,118.109375,6.61674824712e-05,6.61674824712e-05,Open,1.0,-15.0,5.0,-1 days +23:49:37.000000000,-11.0
ctwo opened: 2017-05-05 16:49:43 5 @TUM7 $-78,@TUM7,2017-05-05 16:49:43,108.21875,2017-05-05 17:00:00,108.2109375,7.21969532886e-05,7.21969532886e-05,Open,1.0,-78.0,12.5,-1 days +23:49:43.000000000,-11.0
ctwo opened: 2017-05-05 16:49:36 1 @ESM7 $12,@ESM7,2017-05-05 16:49:36,2398.0,2017-05-05 17:00:00,2397.75,0.000104264414555,0.000104264414555,Open,-1.0,12.0,2.5,-1 days +23:49:36.000000000,-11.0
ctwo opened: 2017-05-05 16:49:36 1 @EMDM7 $20,@EMDM7,2017-05-05 16:49:36,1737.3,2017-05-05 17:00:00,1737.1,0.000115134419435,0.000115134419435,Open,-1.0,20.0,2.5,-1 days +23:49:36.000000000,-11.0
ctwo opened: 2017-05-05 14:01:09 1 @GFQ7 $12,@GFQ7,2017-05-05 14:01:09,153.4,2017-05-05 14:05:00,153.425,-0.000162946064853,0.000162946064853,Open,1.0,12.0,2.5,-1 days +23:56:09.000000000,-4.0
ctwo opened: 2017-05-05 16:49:45 1 @YMM7 $20,@YMM7,2017-05-05 16:49:45,20958.0,2017-05-05 17:00:00,20954.0,0.000190894339983,0.000190894339983,Open,-1.0,20.0,2.5,-1 days +23:49:45.000000000,-11.0
ctwo opened: 2017-05-05 14:01:10 1 @LEM7 $10,@LEM7,2017-05-05 14:01:10,128.275,2017-05-05 14:05:00,128.3,-0.000194855806703,0.000194855806703,Open,1.0,10.0,2.5,-1 days +23:56:10.000000000,-4.0
ctwo opened: 2017-05-05 16:49:44 1 @USM7 $31,@USM7,2017-05-05 16:49:44,151.78125,2017-05-05 17:00:00,151.8125,-0.000205846027172,0.000205846027172,Open,1.0,31.0,2.5,-1 days +23:49:44.000000000,-11.0
ctwo opened: 2017-05-05 16:49:44 1 @TYM7 $-31,@TYM7,2017-05-05 16:49:44,125.25,2017-05-05 17:00:00,125.21875,0.000249563264287,0.000249563264287,Open,1.0,-31.0,2.5,-1 days +23:49:44.000000000,-11.0
ctwo opened: 2017-05-05 14:19:51 1 @SN7 $-12,@SN7,2017-05-05 14:19:51,973.25,2017-05-05 14:20:00,973.0,0.000256937307297,0.000256937307297,Open,1.0,-12.0,2.5,-1 days +23:59:51.000000000,-1.0
ctwo opened: 2017-05-05 16:49:42 1 @SFM7 $-37,@SFM7,2017-05-05 16:49:42,1.0149,2017-05-05 17:00:00,1.0152,-0.000295508274232,0.000295508274232,Open,-1.0,-37.0,2.5,-1 days +23:49:42.000000000,-11.0
ctwo opened: 2017-05-05 14:01:11 1 @HEM7 $-9,@HEM7,2017-05-05 14:01:11,76.35,2017-05-05 14:05:00,76.325,0.000327546675401,0.000327546675401,Open,1.0,-9.0,2.5,-1 days +23:56:11.000000000,-4.0
ctwo opened: 2017-05-05 16:49:35 1 @EUM7 $56,@EUM7,2017-05-05 16:49:35,1.10155,2017-05-05 17:00:00,1.1011,0.000408682226864,0.000408682226864,Open,-1.0,56.0,2.5,-1 days +23:49:35.000000000,-11.0
ctwo opened: 2017-05-05 16:49:33 1 @ADM7 $39,@ADM7,2017-05-05 16:49:33,0.7412,2017-05-05 17:00:00,0.7408,0.000539956803456,0.000539956803456,Open,-1.0,39.0,2.5,-1 days +23:49:33.000000000,-11.0
ctwo opened: 2017-05-05 16:49:34 1 @BPM7 $56,@BPM7,2017-05-05 16:49:34,1.2997,2017-05-05 17:00:00,1.2988,0.000692947336003,0.000692947336003,Open,-1.0,56.0,2.5,-1 days +23:49:34.000000000,-11.0
ctwo opened: 2017-05-05 16:49:37 1 QGCM7 $100,QGCM7,2017-05-05 16:49:37,1227.9,2017-05-05 17:00:00,1226.9,0.00081506235227,0.00081506235227,Open,-1.0,100.0,2.5,-1 days +23:49:37.000000000,-11.0
ctwo opened: 2017-05-05 16:49:41 1 QPAM7 $-89,QPAM7,2017-05-05 16:49:41,812.15,2017-05-05 17:00:00,813.05,-0.00110694299244,0.00110694299244,Open,-1.0,-89.0,2.5,-1 days +23:49:41.000000000,-11.0
ctwo opened: 2017-05-05 14:19:52 2 @WN7 $-49,@WN7,2017-05-05 14:19:52,442.75,2017-05-05 14:20:00,442.25,0.00113058224986,0.00113058224986,Open,1.0,-49.0,5.0,-1 days +23:59:52.000000000,-1.0
