rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-05-08 14:15:51 1 @WN7 $0,@WN7,2017-05-08 14:15:51,433.5,2017-05-08 14:20:00,433.5,0.0,0.0,Open,-1.0,0.0,2.5,-1 days +23:55:51.000000000,-5.0
ctwo opened: 2017-05-08 16:47:45 1 @ESM7 $-12,@ESM7,2017-05-08 16:47:45,2394.75,2017-05-08 17:00:00,2395.0,-0.000104384133612,0.000104384133612,Open,-1.0,-12.0,2.5,-1 days +23:47:45.000000000,-13.0
ctwo opened: 2017-05-08 16:47:47 1 @TUM7 $31,@TUM7,2017-05-08 16:47:47,108.17969,2017-05-08 17:00:00,108.1953125,-0.000144391652827,0.000144391652827,Open,1.0,31.0,2.5,-1 days +23:47:47.000000000,-13.0
ctwo opened: 2017-05-08 16:47:44 1 @EMDM7 $90,@EMDM7,2017-05-08 16:47:44,1729.6,2017-05-08 17:00:00,1730.5,-0.000520080901474,0.000520080901474,Open,1.0,90.0,2.5,-1 days +23:47:44.000000000,-13.0
ctwo opened: 2017-05-08 16:47:42 1 QCLM7 $-30,QCLM7,2017-05-08 16:47:42,46.46,2017-05-08 17:00:00,46.43,0.000646133965109,0.000646133965109,Open,1.0,-30.0,2.5,-1 days +23:47:42.000000000,-13.0
ctwo opened: 2017-05-08 14:15:48 1 @CN7 $-12,@CN7,2017-05-08 14:15:48,365.75,2017-05-08 14:20:00,366.0,-0.00068306010929,0.00068306010929,Open,-1.0,-12.0,2.5,-1 days +23:55:48.000000000,-5.0
ctwo opened: 2017-05-08 16:47:44 1 @EUM7 $-93,@EUM7,2017-05-08 16:47:44,1.09465,2017-05-08 17:00:00,1.0954,-0.000684681394924,0.000684681394924,Open,-1.0,-93.0,2.5,-1 days +23:47:44.000000000,-13.0
ctwo opened: 2017-05-08 16:47:47 1 @TYM7 $-109,@TYM7,2017-05-08 16:47:47,124.95313,2017-05-08 17:00:00,125.0625,-0.000874522738631,0.000874522738631,Open,-1.0,-109.0,2.5,-1 days +23:47:47.000000000,-13.0
ctwo opened: 2017-05-08 14:15:51 1 @SMN7 $-30,@SMN7,2017-05-08 14:15:51,313.3,2017-05-08 14:20:00,313.6,-0.000956632653061,0.000956632653061,Open,-1.0,-30.0,2.5,-1 days +23:55:51.000000000,-5.0
ctwo opened: 2017-05-08 16:47:45 1 QHGN7 $62,QHGN7,2017-05-08 16:47:45,249.1,2017-05-08 17:00:00,249.35,-0.00100260677762,0.00100260677762,Open,1.0,62.0,2.5,-1 days +23:47:45.000000000,-13.0
ctwo opened: 2017-05-08 16:47:46 1 QNGM7 $-49,QNGM7,2017-05-08 16:47:46,3.177,2017-05-08 17:00:00,3.172,0.0015762925599,0.0015762925599,Open,1.0,-49.0,2.5,-1 days +23:47:46.000000000,-13.0
ctwo opened: 2017-05-08 16:47:46 1 @JYM7 $237,@JYM7,2017-05-08 16:47:46,0.00884,2017-05-08 17:00:00,0.008859,-0.00214471159273,0.00214471159273,Open,1.0,237.0,2.5,-1 days +23:47:46.000000000,-13.0
