symbol,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol_description,trade_id,underlying
NZDUSD,-16,1459300021,,,0.68569,,forex,long,2016-03-29 21:07:01,1459300021,open,2016-03-29 20:56:55,0.68636,10000,,0,1,,,101556376,
NZDJPY,-25,1459285127,,,77.19900,,forex,long,2016-03-29 16:58:47,1459285127,open,2016-03-29 16:58:43,77.19900,10000,,0,1,,,101554210,
EURJPY,0,,,,126.896,,forex,long,,,open,2016-03-30 01:26:59,126.896,10000,,0,1,,,101558509,
CADJPY,-6,1459313823,,,85.98100,,forex,long,2016-03-30 00:57:03,1459313823,open,2016-03-30 00:56:55,85.98000,10000,,0,1,,,101558197,
GBPUSD,148,1459228977,,,1.42327,,forex,long,2016-03-29 01:22:57,1459228977,open,2016-03-29 01:22:54,1.42327,10000,,0,1,,,101535026,
AUDUSD,-9,1459278471,,,0.76358,,forex,long,2016-03-29 15:07:51,1459278471,open,2016-03-29 15:07:46,0.76352,10000,,0,1,,,101552103,
EURCHF,1,1459307870,,,1.09168,,forex,long,2016-03-29 23:17:50,1459307870,open,2016-03-29 23:17:46,1.09164,10000,,0,1,,,101557579,
USDCHF,-5,1459303050,,,0.96665,,forex,long,2016-03-29 21:57:30,1459303050,open,2016-03-29 21:57:26,0.96662,10000,,0,1,,,101556945,
USDCAD,-1,1459313213,,,1.30726,,forex,short,2016-03-30 00:46:53,1459313213,open,2016-03-30 00:46:47,1.30729,10000,,0,1,,,101558143,
GBPJPY,-31,1459303082,,,161.87900,,forex,long,2016-03-29 21:58:02,1459303082,open,2016-03-29 21:57:58,161.88100,10000,,0,1,,,101556949,
EURGBP,-3,1459304204,,,0.78547,,forex,short,2016-03-29 22:16:44,1459304204,open,2016-03-29 22:16:40,0.78550,10000,,0,1,,,101557109,
EURUSD,-5,1459307284,,,1.12943,,forex,short,2016-03-29 23:08:04,1459307284,open,2016-03-29 23:08:00,1.12943,10000,,0,1,,,101557470,
