rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-07-27 16:47:25 2.0 YM20170915 $0,YM20170915,YM,YM,2017-07-27 16:47:25,21743.0,2017-07-27 17:00:00,21743.0,0.0,0.0,Open,-1.0,0.0,5.0,-13.0
ib: 2017-07-27 14:13:28 2.0 ZW20170914 $0,ZW20170914,ZW,W,2017-07-27 14:13:28,479.75,2017-07-27 14:20:00,479.75,0.0,0.0,Open,1.0,0.0,5.0,-7.0
ib: 2017-07-27 16:47:27 2.0 ES20170915 $0,ES20170915,ES,ES,2017-07-27 16:47:27,2472.0,2017-07-27 17:00:00,2472.0,0.0,0.0,Open,-1.0,0.0,5.0,-13.0
ib: 2017-07-27 16:47:03 2.0 CAD20170919 $-9,CAD20170919,CAD,CD,2017-07-27 16:47:03,0.79695,2017-07-27 17:00:00,0.797,-6.27352572145e-05,6.27352572145e-05,Open,-1.0,-9.0,5.0,-13.0
ib: 2017-07-27 16:47:09 2.0 EMD20170915 $39,EMD20170915,EMD,EMD,2017-07-27 16:47:09,1770.4,2017-07-27 17:00:00,1770.6,-0.000112956060093,0.000112956060093,Open,1.0,39.0,5.0,-13.0
ib: 2017-07-27 16:47:23 6.0 MXP20170918 $-29,MXP20170918,MXP,MP,2017-07-27 16:47:23,0.05596,2017-07-27 17:00:00,0.05597,-0.000178667143112,0.000178667143112,Open,-1.0,-29.0,15.0,-13.0
ib: 2017-07-27 16:47:01 2.0 AUD20170918 $-99,AUD20170918,AUD,AD,2017-07-27 16:47:01,0.7959,2017-07-27 17:00:00,0.7964,-0.000627825213461,0.000627825213461,Open,-1.0,-99.0,5.0,-13.0
ib: 2017-07-27 16:47:07 4.0 ZN20170920 $-375,ZN20170920,ZN,TY,2017-07-27 16:47:07,125.734375,2017-07-27 17:00:00,125.828125,-0.000745063951322,0.000745063951322,Open,-1.0,-375.0,10.0,-13.0
ib: 2017-07-27 16:47:13 2.0 PL20171027 $70,PL20171027,PL,PL,2017-07-27 16:47:13,927.1,2017-07-27 17:00:00,926.4,0.000755613126079,0.000755613126079,Open,-1.0,70.0,5.0,-13.0
ib: 2017-07-27 16:46:59 2.0 GBP20170918 $-125,GBP20170918,GBP,BP,2017-07-27 16:46:59,1.3085,2017-07-27 17:00:00,1.3095,-0.000763650248186,0.000763650248186,Open,-1.0,-125.0,5.0,-14.0
ib: 2017-07-27 16:47:15 2.0 NZD20170918 $-140,NZD20170918,NZD,NE,2017-07-27 16:47:15,0.7479,2017-07-27 17:00:00,0.7486,-0.000935078813786,0.000935078813786,Open,-1.0,-140.0,5.0,-13.0
ib: 2017-07-27 16:47:21 2.0 SI20170927 $-179,SI20170927,SI,SI,2017-07-27 16:47:21,1655.5,2017-07-27 17:00:00,1657.3,-0.00108610390394,0.00108610390394,Open,-1.0,-179.0,5.0,-13.0
ib: 2017-07-27 14:00:07 2.0 HE20171013 $-60,HE20171013,HE,LH,2017-07-27 14:00:07,67.75,2017-07-27 14:05:00,67.675,0.00110823790174,0.00110823790174,Open,1.0,-60.0,5.0,-5.0
ib: 2017-07-27 14:00:12 2.0 LE20171031 $-119,LE20171031,LE,LC,2017-07-27 14:00:12,113.725,2017-07-27 14:05:00,113.575,0.00132071318512,0.00132071318512,Open,1.0,-119.0,5.0,-5.0
ib: 2017-07-27 16:48:15 2.0 RB20170831 $-184,RB20170831,RB,RB,2017-07-27 16:48:15,1.6219,2017-07-27 17:00:00,1.6197,0.00135827622399,0.00135827622399,Open,1.0,-184.0,5.0,-12.0
ib: 2017-07-27 16:47:11 2.0 GC20171227 $-400,GC20171227,GC,GC,2017-07-27 16:47:11,1264.5,2017-07-27 17:00:00,1266.5,-0.00157915515199,0.00157915515199,Open,-1.0,-400.0,5.0,-13.0
ib: 2017-07-27 16:46:57 2.0 ZB20170920 $-500,ZB20170920,ZB,US,2017-07-27 16:46:57,152.34375,2017-07-27 17:00:00,152.59375,-0.00163833708786,0.00163833708786,Open,-1.0,-500.0,5.0,-14.0
ib: 2017-07-27 14:13:30 2.0 ZS20171114 $-175,ZS20171114,ZS,S,2017-07-27 14:13:30,1005.75,2017-07-27 14:20:00,1007.5,-0.00173697270471,0.00173697270471,Open,-1.0,-175.0,5.0,-7.0
ib: 2017-07-27 16:47:17 2.0 JPY20170918 $-449,JPY20170918,JPY,JY,2017-07-27 16:47:17,0.9003,2017-07-27 17:00:00,0.9021,-0.00199534419687,0.00199534419687,Open,-1.0,-449.0,5.0,-13.0
ib: 2017-07-27 16:47:19 2.0 CL20170822 $200,CL20170822,CL,CL,2017-07-27 16:47:19,49.14,2017-07-27 17:00:00,49.04,0.00203915171289,0.00203915171289,Open,-1.0,200.0,5.0,-13.0
ib: 2017-07-27 14:00:09 2.0 GF20170831 $-375,GF20170831,GF,FC,2017-07-27 14:00:09,148.2,2017-07-27 14:05:00,147.825,0.0025367833587,0.0025367833587,Open,1.0,-375.0,5.0,-5.0
ib: 2017-07-27 16:47:05 2.0 HG20170927 $525,HG20170927,HG,HG,2017-07-27 16:47:05,286.7,2017-07-27 17:00:00,287.75,-0.00364900086881,0.00364900086881,Open,1.0,525.0,5.0,-13.0
