rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo closed: 2017-09-20 13:59:37 1.0 @GFV7 $12,@GFV7,2017-09-20 13:59:37,157.3,2017-09-20 14:05:00,157.275,0.000158957240502,0.000158957240502,Close,-1.0,12.0,2.5,-1 days +23:54:37.000000000,-6.0
ctwo closed: 2017-09-20 16:43:42 4.0 @FVZ7 $-93,@FVZ7,2017-09-20 16:43:42,117.671875,2017-09-20 17:00:00,117.6484375,0.000199216415433,0.000199216415433,Close,1.0,-93.0,10.0,-1 days +23:43:42.000000000,-17.0
ctwo closed: 2017-09-20 14:12:49 1.0 @SX7 $12,@SX7,2017-09-20 14:12:49,970.25,2017-09-20 14:20:00,970.0,0.000257731958763,0.000257731958763,Close,-1.0,12.0,2.5,-1 days +23:52:49.000000000,-8.0
ctwo closed: 2017-09-20 16:43:49 1.0 @SFZ7 $87,@SFZ7,2017-09-20 16:43:49,1.0373,2017-09-20 17:00:00,1.0366,0.000675284584218,0.000675284584218,Close,-1.0,87.0,2.5,-1 days +23:43:49.000000000,-17.0
ctwo closed: 2017-09-20 14:12:48 3.0 @CZ7 $-37,@CZ7,2017-09-20 14:12:48,349.75,2017-09-20 14:20:00,350.0,-0.000714285714286,0.000714285714286,Close,-1.0,-37.0,7.5,-1 days +23:52:48.000000000,-8.0
ctwo closed: 2017-09-20 14:12:50 2.0 @WZ7 $-50,@WZ7,2017-09-20 14:12:50,449.25,2017-09-20 14:20:00,449.75,-0.00111172873819,0.00111172873819,Close,-1.0,-50.0,5.0,-1 days +23:52:50.000000000,-8.0
ctwo closed: 2017-09-20 13:59:38 1.0 @HEZ7 $-29,@HEZ7,2017-09-20 13:59:38,59.85,2017-09-20 14:05:00,59.925,-0.00125156445557,0.00125156445557,Close,-1.0,-29.0,2.5,-1 days +23:54:38.000000000,-6.0
ctwo closed: 2017-09-20 16:43:45 1.0 @NEZ7 $130,@NEZ7,2017-09-20 16:43:45,0.7345,2017-09-20 17:00:00,0.7332,0.00177304964539,0.00177304964539,Close,-1.0,130.0,2.5,-1 days +23:43:45.000000000,-17.0
ctwo closed: 2017-09-20 16:43:47 1.0 QPAZ7 $164,QPAZ7,2017-09-20 16:43:47,911.8,2017-09-20 17:00:00,910.15,0.0018128879855,0.0018128879855,Close,-1.0,164.0,2.5,-1 days +23:43:47.000000000,-17.0
ctwo closed: 2017-09-20 16:43:44 4.0 @PXZ7 $279,@PXZ7,2017-09-20 16:43:44,0.05549,2017-09-20 17:00:00,0.05535,0.00252935862692,0.00252935862692,Close,-1.0,279.0,10.0,-1 days +23:43:44.000000000,-17.0
ctwo closed: 2017-09-20 16:43:41 1.0 @CDZ7 $235,@CDZ7,2017-09-20 16:43:41,0.8122,2017-09-20 17:00:00,0.80985,0.00290177193307,0.00290177193307,Close,-1.0,235.0,2.5,-1 days +23:43:41.000000000,-17.0
ctwo closed: 2017-09-20 16:43:43 1.0 QHGZ7 $-224,QHGZ7,2017-09-20 16:43:43,296.0,2017-09-20 17:00:00,296.9,-0.00303132367801,0.00303132367801,Close,-1.0,-224.0,2.5,-1 days +23:43:43.000000000,-17.0
ctwo closed: 2017-09-20 16:43:46 1.0 QNGX7 $-129,QNGX7,2017-09-20 16:43:46,3.136,2017-09-20 17:00:00,3.149,-0.00412829469673,0.00412829469673,Close,-1.0,-129.0,2.5,-1 days +23:43:46.000000000,-17.0
