rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-31 04:20:56 ctwo:2648.0 csi:2648.0 @CCH7,@CCH7,2016-10-31 04:20:56,2648.0,2016-10-28 20:00:00,2648.0,0.0,0.0,Open,2 days 08:20:56.000000000,2.34787037037
2016-10-30 20:00:20 ctwo:355.0 csi:355.0 @CZ6,@CZ6,2016-10-30 20:00:20,355.0,2016-10-28 20:00:00,355.0,0.0,0.0,Open,2 days 00:00:20.000000000,2.00023148148
2016-10-30 18:00:52 ctwo:17.795 csi:17.796 QSIZ6,QSIZ6,2016-10-30 18:00:52,17.795,2016-10-28 20:00:00,17.796,-5.6192402787e-05,5.6192402787e-05,Open,1 days 22:00:52.000000000,1.91726851852
2016-10-30 18:00:13 ctwo:17.795 csi:17.796 QSIZ6,QSIZ6,2016-10-30 18:00:13,17.795,2016-10-28 20:00:00,17.796,-5.6192402787e-05,5.6192402787e-05,Close,1 days 22:00:13.000000000,1.91681712963
2016-10-30 18:00:52 ctwo:1.2202 csi:1.2201 @BPZ6,@BPZ6,2016-10-30 18:00:52,1.2202,2016-10-28 20:00:00,1.2201,8.19604950414e-05,8.19604950414e-05,Open,1 days 22:00:52.000000000,1.91726851852
2016-10-30 18:00:53 ctwo:109.0625 csi:109.046875 @TUZ6,@TUZ6,2016-10-30 18:00:53,109.0625,2016-10-28 20:00:00,109.046875,0.000143287003869,0.000143287003869,Close,1 days 22:00:53.000000000,1.91728009259
2016-10-30 18:00:35 ctwo:120.757813 csi:120.734375 @FVZ6,@FVZ6,2016-10-30 18:00:35,120.757813,2016-10-28 20:00:00,120.734375,0.000194128639834,0.000194128639834,Open,1 days 22:00:35.000000000,1.91707175926
2016-10-30 18:00:03 ctwo:120.757813 csi:120.734375 @FVZ6,@FVZ6,2016-10-30 18:00:03,120.757813,2016-10-28 20:00:00,120.734375,0.000194128639834,0.000194128639834,Close,1 days 22:00:03.000000000,1.91670138889
2016-10-30 18:00:36 ctwo:1.0153 csi:1.0155 @SFZ6,@SFZ6,2016-10-30 18:00:36,1.0153,2016-10-28 20:00:00,1.0155,-0.000196947316593,0.000196947316593,Open,1 days 22:00:36.000000000,1.91708333333
2016-10-30 18:00:28 ctwo:0.7145 csi:0.7143 @NEZ6,@NEZ6,2016-10-30 18:00:28,0.7145,2016-10-28 20:00:00,0.7143,0.000279994400112,0.000279994400112,Close,1 days 22:00:28.000000000,1.91699074074
2016-10-30 18:00:52 ctwo:0.7145 csi:0.7143 @NEZ6,@NEZ6,2016-10-30 18:00:52,0.7145,2016-10-28 20:00:00,0.7143,0.000279994400112,0.000279994400112,Open,1 days 22:00:52.000000000,1.91726851852
2016-10-30 18:32:11 ctwo:97.685 csi:97.645 HXSZ6,HXSZ6,2016-10-30 18:32:11,97.685,2016-10-28 20:00:00,97.645,0.000409647191357,0.000409647191357,Open,1 days 22:32:11.000000000,1.9390162037
2016-10-31 02:00:37 ctwo:162.15 csi:162.08 BDZ6,BDZ6,2016-10-31 02:00:37,162.15,2016-10-28 20:00:00,162.08,0.000431885488648,0.000431885488648,Open,2 days 06:00:37.000000000,2.25042824074
2016-10-31 02:00:03 ctwo:162.15 csi:162.08 BDZ6,BDZ6,2016-10-31 02:00:03,162.15,2016-10-28 20:00:00,162.08,0.000431885488648,0.000431885488648,Close,2 days 06:00:03.000000000,2.25003472222
2016-10-30 20:00:17 ctwo:1012.5 csi:1012.0 @SF7,@SF7,2016-10-30 20:00:17,1012.5,2016-10-28 20:00:00,1012.0,0.000494071146245,0.000494071146245,Open,2 days 00:00:17.000000000,2.00019675926
2016-10-30 20:00:28 ctwo:35.43 csi:35.41 @BOZ6,@BOZ6,2016-10-30 20:00:28,35.43,2016-10-28 20:00:00,35.41,0.000564812199944,0.000564812199944,Open,2 days 00:00:28.000000000,2.00032407407
2016-10-30 20:00:19 ctwo:35.43 csi:35.41 @BOZ6,@BOZ6,2016-10-30 20:00:19,35.43,2016-10-28 20:00:00,35.41,0.000564812199944,0.000564812199944,Close,2 days 00:00:19.000000000,2.00021990741
2016-10-30 18:00:33 ctwo:129.625 csi:129.546875 @TYZ6,@TYZ6,2016-10-30 18:00:33,129.625,2016-10-28 20:00:00,129.546875,0.0006030635629,0.0006030635629,Close,1 days 22:00:33.000000000,1.91704861111
2016-10-30 18:00:18 ctwo:0.7583 csi:0.7588 @ADZ6,@ADZ6,2016-10-30 18:00:18,0.7583,2016-10-28 20:00:00,0.7588,-0.00065893516078,0.00065893516078,Close,1 days 22:00:18.000000000,1.916875
2016-10-31 04:05:45 ctwo:589.1 csi:589.5 QWZ6,QWZ6,2016-10-31 04:05:45,589.1,2016-10-28 20:00:00,589.5,-0.000678541136556,0.000678541136556,Open,2 days 08:05:45.000000000,2.33732638889
2016-10-30 18:00:35 ctwo:1.101 csi:1.10025 @EUZ6,@EUZ6,2016-10-30 18:00:35,1.101,2016-10-28 20:00:00,1.10025,0.00068166325835,0.00068166325835,Open,1 days 22:00:35.000000000,1.91707175926
2016-10-30 18:00:36 ctwo:162.375 csi:162.1875 @USZ6,@USZ6,2016-10-30 18:00:36,162.375,2016-10-28 20:00:00,162.1875,0.00115606936416,0.00115606936416,Close,1 days 22:00:36.000000000,1.91708333333
2016-10-30 18:00:53 ctwo:162.375 csi:162.1875 @USZ6,@USZ6,2016-10-30 18:00:53,162.375,2016-10-28 20:00:00,162.1875,0.00115606936416,0.00115606936416,Open,1 days 22:00:53.000000000,1.91728009259
2016-10-30 18:01:00 ctwo:0.009575 csi:0.0095635 @JYZ6,@JYZ6,2016-10-30 18:01:00,0.009575,2016-10-28 20:00:00,0.0095635,0.00120248862864,0.00120248862864,Open,1 days 22:01:00.000000000,1.91736111111
2016-10-30 18:00:47 ctwo:0.009575 csi:0.0095635 @JYZ6,@JYZ6,2016-10-30 18:00:47,0.009575,2016-10-28 20:00:00,0.0095635,0.00120248862864,0.00120248862864,Close,1 days 22:00:47.000000000,1.91721064815
2016-10-30 18:00:16 ctwo:1278.5 csi:1276.8 QGCZ6,QGCZ6,2016-10-30 18:00:16,1278.5,2016-10-28 20:00:00,1276.8,0.00133145363409,0.00133145363409,Open,1 days 22:00:16.000000000,1.91685185185
2016-10-31 09:31:26 ctwo:104.2 csi:104.35 @LEZ6,@LEZ6,2016-10-31 09:31:26,104.2,2016-10-28 20:00:00,104.35,-0.00143747005271,0.00143747005271,Open,2 days 13:31:26.000000000,2.56349537037
2016-10-30 18:00:59 ctwo:0.7459 csi:0.74705 @CDZ6,@CDZ6,2016-10-30 18:00:59,0.7459,2016-10-28 20:00:00,0.74705,-0.00153938826049,0.00153938826049,Open,1 days 22:00:59.000000000,1.91734953704
2016-10-30 18:00:52 ctwo:0.7459 csi:0.74705 @CDZ6,@CDZ6,2016-10-30 18:00:52,0.7459,2016-10-28 20:00:00,0.74705,-0.00153938826049,0.00153938826049,Close,1 days 22:00:52.000000000,1.91726851852
2016-10-30 18:20:56 ctwo:318.0 csi:317.5 @SMZ6,@SMZ6,2016-10-30 18:20:56,318.0,2016-10-28 20:00:00,317.5,0.00157480314961,0.00157480314961,Close,1 days 22:20:56.000000000,1.9312037037
2016-10-30 18:21:10 ctwo:318.0 csi:317.5 @SMZ6,@SMZ6,2016-10-30 18:21:10,318.0,2016-10-28 20:00:00,317.5,0.00157480314961,0.00157480314961,Open,1 days 22:21:10.000000000,1.93136574074
2016-10-30 18:20:12 ctwo:523.5 csi:524.5 @MWZ6,@MWZ6,2016-10-30 18:20:12,523.5,2016-10-28 20:00:00,524.5,-0.00190657769304,0.00190657769304,Open,1 days 22:20:12.000000000,1.93069444444
2016-10-30 18:20:02 ctwo:523.5 csi:524.5 @MWZ6,@MWZ6,2016-10-30 18:20:02,523.5,2016-10-28 20:00:00,524.5,-0.00190657769304,0.00190657769304,Close,1 days 22:20:02.000000000,1.9305787037
2016-10-30 19:30:13 ctwo:151.3 csi:151.68 BBZ6,BBZ6,2016-10-30 19:30:13,151.3,2016-10-28 20:00:00,151.68,-0.0025052742616,0.0025052742616,Close,1 days 23:30:13.000000000,1.97931712963
2016-10-30 19:30:23 ctwo:151.3 csi:151.68 BBZ6,BBZ6,2016-10-30 19:30:23,151.3,2016-10-28 20:00:00,151.68,-0.0025052742616,0.0025052742616,Open,1 days 23:30:23.000000000,1.97943287037
2016-10-30 18:00:21 ctwo:219.9 csi:219.35 QHGZ6,QHGZ6,2016-10-30 18:00:21,219.9,2016-10-28 20:00:00,219.35,0.00250740825165,0.00250740825165,Open,1 days 22:00:21.000000000,1.91690972222
2016-10-31 03:00:15 ctwo:6950.5 csi:6968.0 LFZ6,LFZ6,2016-10-31 03:00:15,6950.5,2016-10-28 20:00:00,6968.0,-0.00251148105626,0.00251148105626,Open,2 days 07:00:15.000000000,2.29184027778
2016-10-30 20:00:21 ctwo:98.59 csi:98.342 @DXZ6,@DXZ6,2016-10-30 20:00:21,98.59,2016-10-28 20:00:00,98.342,0.00252181163694,0.00252181163694,Close,2 days 00:00:21.000000000,2.00024305556
2016-10-30 18:00:36 ctwo:18048.0 csi:18098.0 @YMZ6,@YMZ6,2016-10-30 18:00:36,18048.0,2016-10-28 20:00:00,18098.0,-0.00276273621395,0.00276273621395,Close,1 days 22:00:36.000000000,1.91708333333
2016-10-30 18:00:54 ctwo:18048.0 csi:18098.0 @YMZ6,@YMZ6,2016-10-30 18:00:54,18048.0,2016-10-28 20:00:00,18098.0,-0.00276273621395,0.00276273621395,Open,1 days 22:00:54.000000000,1.91729166667
2016-10-30 18:00:36 ctwo:1.572 csi:1.5766 QHOF7,QHOF7,2016-10-30 18:00:36,1.572,2016-10-28 20:00:00,1.5766,-0.00291767093746,0.00291767093746,Open,1 days 22:00:36.000000000,1.91708333333
2016-10-30 18:00:36 ctwo:4791.25 csi:4806.0 @NQZ6,@NQZ6,2016-10-30 18:00:36,4791.25,2016-10-28 20:00:00,4806.0,-0.00306908031627,0.00306908031627,Close,1 days 22:00:36.000000000,1.91708333333
2016-10-31 01:50:09 ctwo:10646.0 csi:10687.0 DXMZ6,DXMZ6,2016-10-31 01:50:09,10646.0,2016-10-28 20:00:00,10687.0,-0.00383643679236,0.00383643679236,Close,2 days 05:50:09.000000000,2.24315972222
2016-10-30 20:45:06 ctwo:348.3 csi:349.7 TWX6,TWX6,2016-10-30 20:45:06,348.3,2016-10-28 20:00:00,349.7,-0.00400343151273,0.00400343151273,Open,2 days 00:45:06.000000000,2.03131944444
2016-10-31 09:31:35 ctwo:116.5 csi:116.0 @GFF7,@GFF7,2016-10-31 09:31:35,116.5,2016-10-28 20:00:00,116.0,0.00431034482759,0.00431034482759,Open,2 days 13:31:35.000000000,2.56359953704
2016-10-31 09:31:19 ctwo:116.5 csi:116.0 @GFF7,@GFF7,2016-10-31 09:31:19,116.5,2016-10-28 20:00:00,116.0,0.00431034482759,0.00431034482759,Close,2 days 13:31:19.000000000,2.56341435185
2016-10-30 18:00:15 ctwo:0.05223 csi:0.05247 @PXZ6,@PXZ6,2016-10-30 18:00:15,0.05223,2016-10-28 20:00:00,0.05247,-0.00457404230989,0.00457404230989,Close,1 days 22:00:15.000000000,1.91684027778
2016-10-30 04:00:12 ctwo:17500.0 csi:17405.0 @NKDZ6,@NKDZ6,2016-10-30 04:00:12,17500.0,2016-10-28 20:00:00,17405.0,0.00545820166619,0.00545820166619,Close,1 days 08:00:12.000000000,1.33347222222
2016-10-30 20:00:32 ctwo:413.5 csi:411.25 @KWZ6,@KWZ6,2016-10-30 20:00:32,413.5,2016-10-28 20:00:00,411.25,0.00547112462006,0.00547112462006,Open,2 days 00:00:32.000000000,2.00037037037
2016-10-30 20:00:21 ctwo:413.5 csi:411.25 @KWZ6,@KWZ6,2016-10-30 20:00:21,413.5,2016-10-28 20:00:00,411.25,0.00547112462006,0.00547112462006,Close,2 days 00:00:21.000000000,2.00024305556
2016-10-30 18:00:48 ctwo:50.38 csi:50.68 EBF7,EBF7,2016-10-30 18:00:48,50.38,2016-10-28 20:00:00,50.68,-0.00591949486977,0.00591949486977,Open,1 days 22:00:48.000000000,1.91722222222
2016-10-30 18:00:39 ctwo:50.38 csi:50.68 EBF7,EBF7,2016-10-30 18:00:39,50.38,2016-10-28 20:00:00,50.68,-0.00591949486977,0.00591949486977,Close,1 days 22:00:39.000000000,1.91711805556
2016-10-30 06:15:09 ctwo:306.8 csi:308.7 SSX6,SSX6,2016-10-30 06:15:09,306.8,2016-10-28 20:00:00,308.7,-0.00615484288954,0.00615484288954,Open,1 days 10:15:09.000000000,1.4271875
2016-10-31 02:00:27 ctwo:7844.0 csi:7895.0 SWZ6,SWZ6,2016-10-31 02:00:27,7844.0,2016-10-28 20:00:00,7895.0,-0.00645978467384,0.00645978467384,Open,2 days 06:00:27.000000000,2.2503125
2016-10-31 02:00:13 ctwo:7844.0 csi:7895.0 SWZ6,SWZ6,2016-10-31 02:00:13,7844.0,2016-10-28 20:00:00,7895.0,-0.00645978467384,0.00645978467384,Close,2 days 06:00:13.000000000,2.25015046296
2016-10-30 18:00:45 ctwo:48.37 csi:48.7 QCLZ6,QCLZ6,2016-10-30 18:00:45,48.37,2016-10-28 20:00:00,48.7,-0.00677618069815,0.00677618069815,Open,1 days 22:00:45.000000000,1.9171875
2016-10-30 18:00:27 ctwo:48.37 csi:48.7 QCLZ6,QCLZ6,2016-10-30 18:00:27,48.37,2016-10-28 20:00:00,48.7,-0.00677618069815,0.00677618069815,Close,1 days 22:00:27.000000000,1.91697916667
2016-10-31 02:00:14 ctwo:4513.0 csi:4545.5 MTX6,MTX6,2016-10-31 02:00:14,4513.0,2016-10-28 20:00:00,4545.5,-0.00714992850071,0.00714992850071,Close,2 days 06:00:14.000000000,2.25016203704
2016-10-31 02:00:36 ctwo:4513.0 csi:4545.5 MTX6,MTX6,2016-10-31 02:00:36,4513.0,2016-10-28 20:00:00,4545.5,-0.00714992850071,0.00714992850071,Open,2 days 06:00:36.000000000,2.25041666667
2016-10-30 20:01:24 ctwo:10.235 csi:10.155 @RRF7,@RRF7,2016-10-30 20:01:24,10.235,2016-10-28 20:00:00,10.155,0.00787789266371,0.00787789266371,Close,2 days 00:01:24.000000000,2.00097222222
2016-10-30 18:00:36 ctwo:3.311 csi:3.263 QNGF7,QNGF7,2016-10-30 18:00:36,3.311,2016-10-28 20:00:00,3.263,0.0147103892124,0.0147103892124,Close,1 days 22:00:36.000000000,1.91708333333
2016-10-30 18:00:50 ctwo:455.25 csi:462.25 GASZ6,GASZ6,2016-10-30 18:00:50,455.25,2016-10-28 20:00:00,462.25,-0.0151433207139,0.0151433207139,Open,1 days 22:00:50.000000000,1.91724537037
