rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-05-03 14:00:21 1.0 LE20170630 $0,LE20170630,LE,LC,2017-05-03 14:00:21,130.05,2017-05-03 14:05:00,130.05,0.0,0.0,Open,1.0,0.0,2.5,-5.0
ib: 2017-05-03 14:15:55 2.0 ZL20170714 $0,ZL20170714,ZL,BO,2017-05-03 14:15:55,32.56,2017-05-03 14:20:00,32.56,0.0,0.0,Open,1.0,0.0,5.0,-5.0
ib: 2017-05-03 14:00:19 1.0 GF20170831 $0,GF20170831,GF,FC,2017-05-03 14:00:19,160.1,2017-05-03 14:05:00,160.1,0.0,0.0,Open,1.0,0.0,2.5,-5.0
ib: 2017-05-03 16:46:45 5.0 ZT20170630 $-78,ZT20170630,ZT,TU,2017-05-03 16:46:45,108.25,2017-05-03 17:00:00,108.2578125,-7.21656924298e-05,7.21656924298e-05,Open,-1.0,-78.0,12.5,-14.0
ib: 2017-05-03 16:46:13 1.0 NZD20170619 $-9,NZD20170619,NZD,NE,2017-05-03 16:46:13,0.6868,2017-05-03 17:00:00,0.6869,-0.000145581598486,0.000145581598486,Open,-1.0,-9.0,2.5,-14.0
ib: 2017-05-03 14:16:00 1.0 ZS20170714 $12,ZS20170714,ZS,S,2017-05-03 14:16:00,975.5,2017-05-03 14:20:00,975.25,0.000256344527044,0.000256344527044,Open,-1.0,12.0,2.5,-4.0
ib: 2017-05-03 14:16:04 2.0 ZM20170714 $20,ZM20170714,ZM,SM,2017-05-03 14:16:04,318.7,2017-05-03 14:20:00,318.8,-0.000313676286073,0.000313676286073,Open,1.0,20.0,5.0,-4.0
ib: 2017-05-03 16:46:39 1.0 ES20170616 $-37,ES20170616,ES,ES,2017-05-03 16:46:39,2382.5,2017-05-03 17:00:00,2383.25,-0.000314696318053,0.000314696318053,Open,-1.0,-37.0,2.5,-14.0
ib: 2017-05-03 16:46:23 2.0 ZF20170630 $-78,ZF20170630,ZF,FV,2017-05-03 16:46:23,118.2265625,2017-05-03 17:00:00,118.265625,-0.000330294622804,0.000330294622804,Open,-1.0,-78.0,5.0,-14.0
ib: 2017-05-03 16:45:56 1.0 YM20170616 $40,YM20170616,YM,YM,2017-05-03 16:45:56,20871.0,2017-05-03 17:00:00,20879.0,-0.000383160113032,0.000383160113032,Open,1.0,40.0,2.5,-15.0
ib: 2017-05-03 16:46:21 1.0 EMD20170616 $70,EMD20170616,EMD,EMD,2017-05-03 16:46:21,1724.3,2017-05-03 17:00:00,1725.0,-0.000405797101449,0.000405797101449,Open,1.0,70.0,2.5,-14.0
ib: 2017-05-03 16:46:41 1.0 NQ20170616 $50,NQ20170616,NQ,NQ,2017-05-03 16:46:41,5610.75,2017-05-03 17:00:00,5613.25,-0.00044537478288,0.00044537478288,Open,1.0,50.0,2.5,-14.0
ib: 2017-05-03 16:46:29 1.0 NIY20170608 $44,NIY20170608,NIY,NIY,2017-05-03 16:46:29,19585.0,2017-05-03 17:00:00,19595.0,-0.000510334268946,0.000510334268946,Open,1.0,44.0,2.5,-14.0
ib: 2017-05-03 14:15:58 3.0 ZC20170714 $-37,ZC20170714,ZC,C,2017-05-03 14:15:58,374.5,2017-05-03 14:20:00,374.75,-0.000667111407605,0.000667111407605,Open,-1.0,-37.0,7.5,-5.0
ib: 2017-05-03 16:46:07 1.0 ZN20170621 $109,ZN20170621,ZN,TY,2017-05-03 16:46:07,125.4375,2017-05-03 17:00:00,125.546875,-0.000871188550093,0.000871188550093,Open,1.0,109.0,2.5,-14.0
ib: 2017-05-03 16:46:19 1.0 AUD20170619 $69,AUD20170619,AUD,AD,2017-05-03 16:46:19,0.7415,2017-05-03 17:00:00,0.7422,-0.00094314201024,0.00094314201024,Open,1.0,69.0,2.5,-14.0
ib: 2017-05-03 14:16:02 2.0 ZW20170714 $50,ZW20170714,ZW,W,2017-05-03 14:16:02,454.5,2017-05-03 14:20:00,454.0,0.0011013215859,0.0011013215859,Open,-1.0,50.0,5.0,-4.0
ib: 2017-05-03 16:46:01 1.0 JPY20170619 $-125,JPY20170619,JPY,JY,2017-05-03 16:46:01,0.8884,2017-05-03 17:00:00,0.8894,-0.00112435349674,0.00112435349674,Open,-1.0,-125.0,2.5,-14.0
ib: 2017-05-03 16:46:17 1.0 NG20170526 $-50,NG20170526,NG,NG,2017-05-03 16:46:17,3.223,2017-05-03 17:00:00,3.228,-0.00154894671623,0.00154894671623,Open,-1.0,-50.0,2.5,-14.0
ib: 2017-05-03 16:46:37 1.0 GBP20170619 $131,GBP20170619,GBP,BP,2017-05-03 16:46:37,1.2883,2017-05-03 17:00:00,1.2904,-0.00162740235586,0.00162740235586,Open,1.0,131.0,2.5,-14.0
ib: 2017-05-03 16:46:03 1.0 CHF20170619 $225,CHF20170619,CHF,SF,2017-05-03 16:46:03,1.0079,2017-05-03 17:00:00,1.0097,-0.00178270773497,0.00178270773497,Open,1.0,225.0,2.5,-14.0
