rowname,symbol,c2timestamp,c2price,csitimestamp,csiPrice,slippage,abs_slippage,Type,timedelta,delta
2016-10-20 23:48:40 ctwo:151.88 csi:151.89 BBZ6,BBZ6,2016-10-20 23:48:40,151.88,2016-10-20 20:00:00,151.89,-6.58371189676e-05,6.58371189676e-05,Close,0 days 03:48:40.000000000,0.158796296296
2016-10-20 23:48:40 ctwo:109.08594 csi:109.09375 @TUZ6,@TUZ6,2016-10-20 23:48:40,109.08594,2016-10-20 20:00:00,109.09375,-7.1589802349e-05,7.1589802349e-05,Open,0 days 03:48:40.000000000,0.158796296296
2016-10-20 23:48:36 ctwo:350.75 csi:351.0 @CZ6,@CZ6,2016-10-20 23:48:36,350.75,2016-10-20 20:00:00,351.0,-0.000712250712251,0.000712250712251,Close,0 days 03:48:36.000000000,0.15875
2016-10-20 23:48:41 ctwo:417.5 csi:417.0 @WZ6,@WZ6,2016-10-20 23:48:41,417.5,2016-10-20 20:00:00,417.0,0.00119904076739,0.00119904076739,Open,0 days 03:48:41.000000000,0.15880787037
2016-10-20 23:48:40 ctwo:305.0 csi:304.6 @SMZ6,@SMZ6,2016-10-20 23:48:40,305.0,2016-10-20 20:00:00,304.6,0.00131319763624,0.00131319763624,Open,0 days 03:48:40.000000000,0.158796296296
2016-10-20 23:48:37 ctwo:350.5 csi:351.0 @CZ6,@CZ6,2016-10-20 23:48:37,350.5,2016-10-20 20:00:00,351.0,-0.0014245014245,0.0014245014245,Open,0 days 03:48:37.000000000,0.158761574074
2016-10-20 23:48:38 ctwo:1522.7 csi:1525.0 @EMDZ6,@EMDZ6,2016-10-20 23:48:38,1522.7,2016-10-20 20:00:00,1525.0,-0.00150819672131,0.00150819672131,Open,0 days 03:48:38.000000000,0.158773148148
2016-10-20 23:48:39 ctwo:0.00962 csi:0.009637 @JYZ6,@JYZ6,2016-10-20 23:48:39,0.00962,2016-10-20 20:00:00,0.009637,-0.00176403445056,0.00176403445056,Open,0 days 03:48:39.000000000,0.158784722222
2016-10-20 23:48:38 ctwo:98.49 csi:98.314 @DXZ6,@DXZ6,2016-10-20 23:48:38,98.49,2016-10-20 20:00:00,98.314,0.00179018247655,0.00179018247655,Close,0 days 03:48:38.000000000,0.158773148148
2016-10-20 23:48:38 ctwo:1.093 csi:1.0951 @EUZ6,@EUZ6,2016-10-20 23:48:38,1.093,2016-10-20 20:00:00,1.0951,-0.00191763309287,0.00191763309287,Open,0 days 03:48:38.000000000,0.158773148148
2016-10-20 23:48:36 ctwo:34.92 csi:35.05 @BOZ6,@BOZ6,2016-10-20 23:48:36,34.92,2016-10-20 20:00:00,35.05,-0.0037089871612,0.0037089871612,Close,0 days 03:48:36.000000000,0.15875
2016-10-20 23:48:39 ctwo:911.3 csi:915.3 @MMEZ6,@MMEZ6,2016-10-20 23:48:39,911.3,2016-10-20 20:00:00,915.3,-0.00437015186278,0.00437015186278,Close,0 days 03:48:39.000000000,0.158784722222
2016-10-20 23:48:37 ctwo:50.36 csi:50.63 QCLZ6,QCLZ6,2016-10-20 23:48:37,50.36,2016-10-20 20:00:00,50.63,-0.00533280663638,0.00533280663638,Close,0 days 03:48:37.000000000,0.158761574074
2016-10-20 23:48:37 ctwo:50.35 csi:50.63 QCLZ6,QCLZ6,2016-10-20 23:48:37,50.35,2016-10-20 20:00:00,50.63,-0.00553031799328,0.00553031799328,Open,0 days 03:48:37.000000000,0.158761574074
