trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,underlying
106087145,-809,1475027673,,,166.00000,,future,short,2016-09-27 21:54:33,1475027673,open,2016-09-27 02:01:40,165.52000,1000,,0,3,,BDZ6,,
106084608,-270,1474940718,,,0.76260,,future,short,2016-09-26 21:45:18,1474940718,open,2016-09-26 21:44:57,0.76300,100000,,0,3,,@ADZ6,,
106133038,153,1475123059,,,98.02000,,future,short,2016-09-29 00:24:19,1475123059,open,2016-09-29 00:24:17,98.02000,8000,,0,5,,HXSZ6,,
106108301,-3600,1475027704,,,502.50000,,future,short,2016-09-27 21:55:04,1475027704,open,2016-09-27 21:54:49,502.00000,50,,0,6,,@MWZ6,,
106152382,2213,1475199968,,,218.40000,,future,long,2016-09-29 21:46:08,1475199968,open,2016-09-29 21:45:49,218.35000,250,,0,3,,QHGZ6,,
106174789,-25,1475460454,,,1.03380,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:01:02,1.03370,125000,,0,2,,@SFZ6,,
106176557,-302,1475460454,,,463.90000,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 21:00:27,463.90000,20,,0,22,,@RSX6,,
106154666,-2259,1475296612,,,4449.00000,,future,short,2016-10-01 00:36:52,1475296612,open,2016-09-30 02:00:34,4382.00000,10,,0,3,,MTV6,,
106152375,-1859,1475199968,,,121.78125,,future,long,2016-09-29 21:46:08,1475199968,open,2016-09-29 21:45:47,121.77344,1000,,0,7,,@FVZ6,,
106155425,1965,1475296612,,,6864.50000,,future,long,2016-10-01 00:36:52,1475296612,open,2016-09-30 03:00:24,6804.50000,10,,0,2,,LFZ6,,
106039439,2289,1474680541,,,130.65000,,future,short,2016-09-23 21:29:01,1474940696,open,2016-09-23 03:00:24,130.63000,1000,,0,3,,LGZ6,,
106134750,-1950,1475199939,,,150.40000,,future,long,2016-09-29 21:45:39,1475199939,open,2016-09-29 04:15:29,153.90000,375,,0,2,,@KCZ6,,
106152430,567,1475199968,,,1.44330,,future,long,2016-09-29 21:46:08,1475199968,open,2016-09-29 21:45:57,1.44200,42000,,0,1,,QRBX6,,
106114172,-2250,1475123034,,,204.35000,,future,long,2016-09-29 00:23:54,1475123034,open,2016-09-28 08:00:10,210.00000,150,,0,3,,@OJX6,,
106160204,3270,1475296612,,,44.22500,,future,short,2016-10-01 00:36:52,1475296612,open,2016-09-30 09:31:04,46.95000,400,,0,3,,@HEZ6,,
106152385,1367,1475199968,,,23414.00000,,future,long,2016-09-29 21:46:08,1475199968,open,2016-09-29 21:45:49,23413.00000,50,,0,1,,HSIV6,,
106175868,-552,1475460454,,,152.22000,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 19:30:17,152.27000,100000,,0,8,,BBZ6,,
106160286,-2520,1475296612,,,100.12500,,future,long,2016-10-01 00:36:52,1475296612,open,2016-09-30 09:31:42,102.22500,400,,0,3,,@LEZ6,,
106174784,-400,1475460454,,,15.55000,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:01:01,15.75000,1000,,0,2,,@VXV6,,
106174774,-15,1475460454,,,0.76305,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:00:52,0.76290,100000,,0,3,,@CDZ6,,
106152388,1327,1475199968,,,1.51540,,future,long,2016-09-29 21:46:08,1475199968,open,2016-09-29 21:45:50,1.51570,42000,,0,2,,QHOX6,,
106154663,2517,1475296612,,,2995.00000,,future,long,2016-10-01 00:36:52,1475296612,open,2016-09-30 02:00:28,2939.00000,10,,0,4,,EXZ6,,
106174746,500,1475460454,,,1249.20000,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:00:32,1246.20000,100,,0,2,,@TFSZ6,,
106174776,120,1475460454,,,2.90500,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:00:54,2.89900,10000,,0,3,,QNGX6,,
106175249,-686,1475460454,,,98.52000,,future,short,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:30:12,98.50000,2800,,0,16,,HTSZ6,,
106174791,300,1475460454,,,2163.00000,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:01:02,2159.75000,50,,0,2,,@ESZ6,,
106154946,-108,1475296612,,,8763.00000,,future,long,2016-10-01 00:36:52,1475296612,open,2016-09-30 02:20:57,8767.40000,10,,0,2,,IBV6,,
106134660,-180,1475199939,,,2010.00000,,future,long,2016-09-29 21:45:39,1475199939,open,2016-09-29 04:00:23,2002.00000,10,,0,9,,LRCX6,,
106152421,2050,1475199968,,,16460.00000,,future,long,2016-09-29 21:46:08,1475199968,open,2016-09-29 21:45:55,16455.00000,5,,0,2,,@NKDZ6,,
106133810,320,1475199939,,,10288.00000,,future,short,2016-09-29 21:45:39,1475199939,open,2016-09-29 02:00:42,10542.00000,5,,0,3,,DXMZ6,,
106154693,-1315,1475296612,,,132.12000,,future,long,2016-10-01 00:36:52,1475296612,open,2016-09-30 02:01:38,132.25000,1000,,0,9,,BLZ6,,
106174794,-310,1475460454,,,18246.00000,,future,short,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:01:02,18213.00000,5,,0,2,,@YMZ6,,
106174767,-120,1475460454,,,47.99000,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 18:00:46,48.03000,1000,,0,2,,QCLX6,,
106138031,5375,1475199939,,,123.72500,,future,short,2016-09-29 21:45:39,1475199939,open,2016-09-29 09:30:54,124.80000,500,,0,2,,@GFX6,,
106155911,-1915,1475296612,,,22.80000,,future,long,2016-10-01 00:36:52,1475296612,open,2016-09-30 03:30:19,23.37000,1120,,0,3,,@SBH7,,
106134597,3740,1475199939,,,604.70000,,future,short,2016-09-29 21:45:39,1475199939,open,2016-09-29 03:45:13,613.60000,50,,0,4,,QWZ6,,
106176099,-200,1475460454,,,9.90500,,future,long,2016-10-02 22:07:34,1475460454,open,2016-10-02 20:00:34,9.90000,2000,,0,5,,@RRX6,,
106154667,2038,1475296612,,,8140.00000,,future,long,2016-10-01 00:36:52,1475296612,open,2016-09-30 02:00:34,8074.00000,10,,0,3,,SWZ6,,
106156373,-2400,1475296612,,,2780.00000,,future,short,2016-10-01 00:36:52,1475296612,open,2016-09-30 04:21:27,2720.00000,10,,0,4,,@CCZ6,,
106108332,-1928,1475460454,,,8663.70833333333,,future,long,2016-10-02 22:07:34,1475027704,open,2016-09-27 21:54:55,8755.50000,2,,2,12,,INV6,,
106132976,-1515,1475123059,,,6895.00000,,future,long,2016-09-29 00:24:19,1475123059,open,2016-09-29 00:23:59,6887.00000,5,,0,3,,@CTZ6,,
106176098,-450,1475460454,,,337.50000,,future,short,2016-10-02 22:07:34,1475460454,open,2016-10-02 20:00:34,336.00000,50,,0,6,,@CZ6,,
