rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-02-24 14:02:01 1 @LEJ7 $0,@LEJ7,2017-02-24 14:02:01,114.95,2017-02-24 14:05:00,114.95,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:57:01.000000000,-3.0
ctwo opened: 2017-02-24 16:47:23 1 @NQH7 $10,@NQH7,2017-02-24 16:47:23,5342.75,2017-02-24 17:00:00,5343.25,-9.35760071118e-05,9.35760071118e-05,Open,1.0,10.0,2.5,-1 days +23:47:23.000000000,-13.0
ctwo opened: 2017-02-24 16:47:14 1 @ESH7 $25,@ESH7,2017-02-24 16:47:14,2364.5,2017-02-24 17:00:00,2365.0,-0.000211416490486,0.000211416490486,Open,1.0,25.0,2.5,-1 days +23:47:14.000000000,-13.0
ctwo opened: 2017-02-24 16:47:26 1 @YMH7 $25,@YMH7,2017-02-24 16:47:26,20782.0,2017-02-24 17:00:00,20787.0,-0.000240534949728,0.000240534949728,Open,1.0,25.0,2.5,-1 days +23:47:26.000000000,-13.0
ctwo opened: 2017-02-24 14:16:59 1 @SMK7 $-10,@SMK7,2017-02-24 14:16:59,335.8,2017-02-24 14:20:00,335.7,0.000297885016384,0.000297885016384,Open,1.0,-10.0,2.5,-1 days +23:56:59.000000000,-4.0
ctwo opened: 2017-02-24 16:47:11 1 @BPH7 $-24,@BPH7,2017-02-24 16:47:11,1.2465,2017-02-24 17:00:00,1.2461,0.000321001524757,0.000321001524757,Open,1.0,-24.0,2.5,-1 days +23:47:11.000000000,-13.0
ctwo opened: 2017-02-24 16:47:13 1 @EUH7 $43,@EUH7,2017-02-24 16:47:13,1.0566,2017-02-24 17:00:00,1.05695,-0.000331141492029,0.000331141492029,Open,1.0,43.0,2.5,-1 days +23:47:13.000000000,-13.0
ctwo opened: 2017-02-24 16:47:10 1 @ADH7 $29,@ADH7,2017-02-24 16:47:10,0.7667,2017-02-24 17:00:00,0.767,-0.000391134289439,0.000391134289439,Open,1.0,29.0,2.5,-1 days +23:47:10.000000000,-13.0
ctwo opened: 2017-02-24 16:47:19 3 @PXH7 $-30,@PXH7,2017-02-24 16:47:19,0.05016,2017-02-24 17:00:00,0.05014,0.000398883127244,0.000398883127244,Open,1.0,-30.0,7.5,-1 days +23:47:19.000000000,-13.0
ctwo opened: 2017-02-24 16:47:25 1 @SFH7 $62,@SFH7,2017-02-24 16:47:25,0.993,2017-02-24 17:00:00,0.9935,-0.000503271263211,0.000503271263211,Open,1.0,62.0,2.5,-1 days +23:47:25.000000000,-13.0
ctwo opened: 2017-02-24 16:47:17 1 QHOJ7 $-37,QHOJ7,2017-02-24 16:47:17,1.6491,2017-02-24 17:00:00,1.6482,0.000546050236622,0.000546050236622,Open,1.0,-37.0,2.5,-1 days +23:47:17.000000000,-13.0
ctwo opened: 2017-02-24 16:47:20 1 @NEH7 $-40,@NEH7,2017-02-24 16:47:20,0.7194,2017-02-24 17:00:00,0.719,0.000556328233658,0.000556328233658,Open,1.0,-40.0,2.5,-1 days +23:47:20.000000000,-13.0
ctwo opened: 2017-02-24 14:16:56 2 @BOK7 $-23,@BOK7,2017-02-24 14:16:56,32.69,2017-02-24 14:20:00,32.67,0.000612182430364,0.000612182430364,Open,1.0,-23.0,5.0,-1 days +23:56:56.000000000,-4.0
ctwo opened: 2017-02-24 16:47:24 1 QRBJ7 $46,QRBJ7,2017-02-24 16:47:24,1.7354,2017-02-24 17:00:00,1.7365,-0.000633458105384,0.000633458105384,Open,1.0,46.0,2.5,-1 days +23:47:24.000000000,-13.0
ctwo opened: 2017-02-24 16:47:12 1 QCLJ7 $-39,QCLJ7,2017-02-24 16:47:12,54.03,2017-02-24 17:00:00,53.99,0.000740877940359,0.000740877940359,Open,1.0,-39.0,2.5,-1 days +23:47:12.000000000,-13.0
ctwo opened: 2017-02-24 16:47:22 1 @NKDH7 $-89,@NKDH7,2017-02-24 16:47:22,19180.0,2017-02-24 17:00:00,19160.0,0.00104384133612,0.00104384133612,Open,1.0,-89.0,2.5,-1 days +23:47:22.000000000,-13.0
ctwo opened: 2017-02-24 16:47:18 1 @JYH7 $-174,@JYH7,2017-02-24 16:47:18,0.00892,2017-02-24 17:00:00,0.008934,-0.00156704723528,0.00156704723528,Open,-1.0,-174.0,2.5,-1 days +23:47:18.000000000,-13.0
ctwo opened: 2017-02-24 16:47:21 1 QNGJ7 $-49,QNGJ7,2017-02-24 16:47:21,2.792,2017-02-24 17:00:00,2.787,0.00179404377467,0.00179404377467,Open,1.0,-49.0,2.5,-1 days +23:47:21.000000000,-13.0
ctwo opened: 2017-02-24 14:16:58 3 @CK7 $-112,@CK7,2017-02-24 14:16:58,371.5,2017-02-24 14:20:00,370.75,0.00202292650034,0.00202292650034,Open,1.0,-112.0,7.5,-1 days +23:56:58.000000000,-4.0
ctwo opened: 2017-02-24 16:47:15 1 QHGK7 $275,QHGK7,2017-02-24 16:47:15,268.5,2017-02-24 17:00:00,269.6,-0.00408011869436,0.00408011869436,Open,1.0,275.0,2.5,-1 days +23:47:15.000000000,-13.0
