rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-04-13 16:48:22 1 @JYM7 $0,@JYM7,2017-04-13 16:48:22,0.00919,2017-04-13 17:00:00,0.00919,0.0,0.0,Open,1.0,0.0,2.5,-1 days +23:48:22.000000000,-12.0
ctwo opened: 2017-04-13 14:14:11 2 @SMN7 $19,@SMN7,2017-04-13 14:14:11,321.9,2017-04-13 14:20:00,321.8,0.000310752019888,0.000310752019888,Open,-1.0,19.0,5.0,-1 days +23:54:11.000000000,-6.0
ctwo opened: 2017-04-13 14:14:07 2 @BON7 $12,@BON7,2017-04-13 14:14:07,31.39,2017-04-13 14:20:00,31.38,0.00031867431485,0.00031867431485,Open,-1.0,12.0,5.0,-1 days +23:54:07.000000000,-6.0
ctwo opened: 2017-04-13 16:48:19 3 @FVM7 $117,@FVM7,2017-04-13 16:48:19,118.58594,2017-04-13 17:00:00,118.625,-0.000329272918862,0.000329272918862,Open,1.0,117.0,7.5,-1 days +23:48:19.000000000,-12.0
ctwo opened: 2017-04-13 16:48:18 1 @EMDM7 $79,@EMDM7,2017-04-13 16:48:18,1679.7,2017-04-13 17:00:00,1678.9,0.000476502471857,0.000476502471857,Open,-1.0,79.0,2.5,-1 days +23:48:18.000000000,-12.0
ctwo opened: 2017-04-13 16:48:29 1 @TYM7 $62,@TYM7,2017-04-13 16:48:29,126.01563,2017-04-13 17:00:00,126.078125,-0.000495684719296,0.000495684719296,Open,1.0,62.0,2.5,-1 days +23:48:29.000000000,-12.0
ctwo opened: 2017-04-13 16:48:26 1 @NQM7 $60,@NQM7,2017-04-13 16:48:26,5356.0,2017-04-13 17:00:00,5359.0,-0.000559805933943,0.000559805933943,Open,1.0,60.0,2.5,-1 days +23:48:26.000000000,-12.0
ctwo opened: 2017-04-13 16:48:28 1 @SFM7 $-75,@SFM7,2017-04-13 16:48:28,0.998,2017-04-13 17:00:00,0.9986,-0.000600841177649,0.000600841177649,Open,-1.0,-75.0,2.5,-1 days +23:48:28.000000000,-12.0
ctwo opened: 2017-04-13 14:14:10 3 @CN7 $-37,@CN7,2017-04-13 14:14:10,377.75,2017-04-13 14:20:00,378.0,-0.000661375661376,0.000661375661376,Open,-1.0,-37.0,7.5,-1 days +23:54:10.000000000,-6.0
ctwo opened: 2017-04-13 16:48:30 1 @USM7 $125,@USM7,2017-04-13 16:48:30,153.875,2017-04-13 17:00:00,154.0,-0.000811688311688,0.000811688311688,Open,1.0,125.0,2.5,-1 days +23:48:30.000000000,-12.0
ctwo opened: 2017-04-13 16:48:20 1 QGCM7 $-129,QGCM7,2017-04-13 16:48:20,1289.8,2017-04-13 17:00:00,1288.5,0.00100892510671,0.00100892510671,Open,1.0,-129.0,2.5,-1 days +23:48:20.000000000,-12.0
ctwo opened: 2017-04-13 16:48:20 1 QHGK7 $-75,QHGK7,2017-04-13 16:48:20,256.75,2017-04-13 17:00:00,257.05,-0.00116708811515,0.00116708811515,Open,-1.0,-75.0,2.5,-1 days +23:48:20.000000000,-12.0
ctwo opened: 2017-04-13 16:48:23 2 @NEM7 $-200,@NEM7,2017-04-13 16:48:23,0.6989,2017-04-13 17:00:00,0.6999,-0.00142877553936,0.00142877553936,Open,-1.0,-200.0,5.0,-1 days +23:48:23.000000000,-12.0
ctwo opened: 2017-04-13 14:00:11 1 @LEM7 $69,@LEM7,2017-04-13 14:00:11,114.525,2017-04-13 14:05:00,114.7,-0.00152571926765,0.00152571926765,Open,1.0,69.0,2.5,-1 days +23:55:11.000000000,-5.0
ctwo opened: 2017-04-13 16:48:27 1 QPLN7 $-89,QPLN7,2017-04-13 16:48:27,975.6,2017-04-13 17:00:00,977.4,-0.00184162062615,0.00184162062615,Open,-1.0,-89.0,2.5,-1 days +23:48:27.000000000,-12.0
ctwo opened: 2017-04-13 16:48:23 3 @PXM7 $165,@PXM7,2017-04-13 16:48:23,0.05328,2017-04-13 17:00:00,0.05339,-0.00206031091965,0.00206031091965,Open,1.0,165.0,7.5,-1 days +23:48:23.000000000,-12.0
ctwo opened: 2017-04-13 16:48:25 1 @NKDM7 $206,@NKDM7,2017-04-13 16:48:25,18400.0,2017-04-13 17:00:00,18355.0,0.0024516480523,0.0024516480523,Open,-1.0,206.0,2.5,-1 days +23:48:25.000000000,-12.0
ctwo opened: 2017-04-13 16:48:24 1 QNGK7 $-80,QNGK7,2017-04-13 16:48:24,3.235,2017-04-13 17:00:00,3.227,0.00247908273939,0.00247908273939,Open,1.0,-80.0,2.5,-1 days +23:48:24.000000000,-12.0
ctwo opened: 2017-04-13 16:48:27 1 QPAM7 $225,QPAM7,2017-04-13 16:48:27,793.65,2017-04-13 17:00:00,795.9,-0.00282698831511,0.00282698831511,Open,1.0,225.0,2.5,-1 days +23:48:27.000000000,-12.0
ctwo opened: 2017-04-13 16:48:16 1 QCLM7 $259,QCLM7,2017-04-13 16:48:16,53.34,2017-04-13 17:00:00,53.6,-0.00485074626866,0.00485074626866,Open,1.0,259.0,2.5,-1 days +23:48:16.000000000,-12.0
