rowname,contract,c2timestamp,c2price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,timedelta,delta
ctwo opened: 2017-08-10 16:46:01 9 @TUU7 $0,@TUU7,2017-08-10 16:46:01,108.20313,2017-08-10 17:00:00,108.203125,4.62093862963e-08,4.62093862963e-08,Open,1.0,0.0,22.5,-1 days +23:46:01.000000000,-14.0
ctwo opened: 2017-08-10 16:45:53 1 @BPU7 $31,@BPU7,2017-08-10 16:45:53,1.299,2017-08-10 17:00:00,1.2995,-0.000384763370527,0.000384763370527,Open,1.0,31.0,2.5,-1 days +23:45:53.000000000,-15.0
ctwo opened: 2017-08-10 14:00:20 1 @LEV7 $-19,@LEV7,2017-08-10 14:00:20,106.55,2017-08-10 14:05:00,106.6,-0.00046904315197,0.00046904315197,Open,-1.0,-19.0,2.5,-1 days +23:55:20.000000000,-5.0
ctwo opened: 2017-08-10 14:12:33 1 @SX7 $-25,@SX7,2017-08-10 14:12:33,940.75,2017-08-10 14:20:00,940.25,0.000531773464504,0.000531773464504,Open,1.0,-25.0,2.5,-1 days +23:52:33.000000000,-8.0
ctwo opened: 2017-08-10 16:46:03 2 @TYU7 $-156,@TYU7,2017-08-10 16:46:03,126.64063,2017-08-10 17:00:00,126.5625,0.00061732345679,0.00061732345679,Open,1.0,-156.0,5.0,-1 days +23:46:03.000000000,-14.0
ctwo opened: 2017-08-10 16:45:59 1 @NKDU7 $68,@NKDU7,2017-08-10 16:45:59,19370.0,2017-08-10 17:00:00,19355.0,0.00077499354172,0.00077499354172,Open,-1.0,68.0,2.5,-1 days +23:45:59.000000000,-15.0
ctwo opened: 2017-08-10 16:45:56 1 @ESU7 $112,@ESU7,2017-08-10 16:45:56,2435.25,2017-08-10 17:00:00,2437.5,-0.000923076923077,0.000923076923077,Open,1.0,112.0,2.5,-1 days +23:45:56.000000000,-15.0
ctwo opened: 2017-08-10 16:46:04 1 @USU7 $-156,@USU7,2017-08-10 16:46:04,155.5,2017-08-10 17:00:00,155.34375,0.00100583383625,0.00100583383625,Open,1.0,-156.0,2.5,-1 days +23:46:04.000000000,-14.0
ctwo opened: 2017-08-10 14:12:35 1 @WZ7 $25,@WZ7,2017-08-10 14:12:35,468.25,2017-08-10 14:20:00,468.75,-0.00106666666667,0.00106666666667,Open,1.0,25.0,2.5,-1 days +23:52:35.000000000,-8.0
ctwo opened: 2017-08-10 16:45:58 1 QHOU7 $75,QHOU7,2017-08-10 16:45:58,1.6295,2017-08-10 17:00:00,1.6313,-0.00110341445473,0.00110341445473,Open,1.0,75.0,2.5,-1 days +23:45:58.000000000,-15.0
ctwo opened: 2017-08-10 16:46:00 1 QPAU7 $110,QPAU7,2017-08-10 16:46:00,898.15,2017-08-10 17:00:00,897.05,0.00122624156959,0.00122624156959,Open,-1.0,110.0,2.5,-1 days +23:46:00.000000000,-14.0
ctwo opened: 2017-08-10 14:00:18 1 @GFU7 $-87,@GFU7,2017-08-10 14:00:18,141.125,2017-08-10 14:05:00,141.3,-0.00123849964614,0.00123849964614,Open,-1.0,-87.0,2.5,-1 days +23:55:18.000000000,-5.0
ctwo opened: 2017-08-10 14:12:32 2 @CZ7 $50,@CZ7,2017-08-10 14:12:32,370.5,2017-08-10 14:20:00,371.0,-0.00134770889488,0.00134770889488,Open,1.0,50.0,5.0,-1 days +23:52:32.000000000,-8.0
ctwo opened: 2017-08-10 14:12:31 2 @BOZ7 $59,@BOZ7,2017-08-10 14:12:31,34.11,2017-08-10 14:20:00,34.16,-0.00146370023419,0.00146370023419,Open,1.0,59.0,5.0,-1 days +23:52:31.000000000,-8.0
ctwo opened: 2017-08-10 16:45:55 1 @EMDU7 $-250,@EMDU7,2017-08-10 16:45:55,1704.0,2017-08-10 17:00:00,1706.5,-0.00146498681512,0.00146498681512,Open,-1.0,-250.0,2.5,-1 days +23:45:55.000000000,-15.0
ctwo opened: 2017-08-10 16:45:57 1 QGCZ7 $-199,QGCZ7,2017-08-10 16:45:57,1292.1,2017-08-10 17:00:00,1290.1,0.00155026742113,0.00155026742113,Open,1.0,-199.0,2.5,-1 days +23:45:57.000000000,-15.0
ctwo opened: 2017-08-10 14:12:34 1 @SMZ7 $50,@SMZ7,2017-08-10 14:12:34,300.7,2017-08-10 14:20:00,300.2,0.0016655562958,0.0016655562958,Open,-1.0,50.0,2.5,-1 days +23:52:34.000000000,-8.0
ctwo opened: 2017-08-10 16:45:54 1 QCLU7 $90,QCLU7,2017-08-10 16:45:54,48.5,2017-08-10 17:00:00,48.59,-0.00185223296975,0.00185223296975,Open,1.0,90.0,2.5,-1 days +23:45:54.000000000,-15.0
ctwo opened: 2017-08-10 16:45:52 1 @ADU7 $169,@ADU7,2017-08-10 16:45:52,0.787,2017-08-10 17:00:00,0.7887,-0.00215544567009,0.00215544567009,Open,1.0,169.0,2.5,-1 days +23:45:52.000000000,-15.0
ctwo opened: 2017-08-10 16:45:59 1 @NQU7 $270,@NQU7,2017-08-10 16:45:59,5776.25,2017-08-10 17:00:00,5789.75,-0.00233170689581,0.00233170689581,Open,1.0,270.0,2.5,-1 days +23:45:59.000000000,-15.0
