rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-09-21 16:46:39 3.0 ZF20171229 $-23,ZF20171229,ZF,FV,2017-09-21 16:46:39,117.609375,2017-09-21 17:00:00,117.6171875,-6.64231152441e-05,6.64231152441e-05,Open,-1.0,-23.0,7.5,-14.0
ib: 2017-09-21 16:46:43 1.0 ZT20171229 $15,ZT20171229,ZT,TU,2017-09-21 16:46:43,107.8828125,2017-09-21 17:00:00,107.875,7.24217844728e-05,7.24217844728e-05,Open,-1.0,15.0,2.5,-14.0
ib: 2017-09-21 16:46:45 4.0 MXP20171218 $39,MXP20171218,MXP,MP,2017-09-21 16:46:45,0.05516,2017-09-21 17:00:00,0.05518,-0.000362450163103,0.000362450163103,Open,1.0,39.0,10.0,-14.0
ib: 2017-09-21 13:59:49 1.0 GF20171026 $37,GF20171026,GF,FC,2017-09-21 13:59:49,155.8,2017-09-21 14:05:00,155.875,-0.000481154771451,0.000481154771451,Open,1.0,37.0,2.5,-6.0
ib: 2017-09-21 14:12:41 1.0 ZL20171214 $-11,ZL20171214,ZL,BO,2017-09-21 14:12:41,34.36,2017-09-21 14:20:00,34.34,0.000582411182295,0.000582411182295,Open,1.0,-11.0,2.5,-8.0
ib: 2017-09-21 16:46:37 1.0 PA20171227 $54,PA20171227,PA,PA,2017-09-21 16:46:37,911.0,2017-09-21 17:00:00,911.55,-0.000603367889858,0.000603367889858,Open,1.0,54.0,2.5,-14.0
ib: 2017-09-21 16:46:47 1.0 HG20171227 $-50,HG20171227,HG,HG,2017-09-21 16:46:47,293.65,2017-09-21 17:00:00,293.45,0.000681547111944,0.000681547111944,Open,1.0,-50.0,2.5,-14.0
ib: 2017-09-21 14:12:43 3.0 ZC20171214 $-37,ZC20171214,ZC,C,2017-09-21 14:12:43,350.0,2017-09-21 14:20:00,350.25,-0.000713775874375,0.000713775874375,Open,-1.0,-37.0,7.5,-8.0
ib: 2017-09-21 16:46:49 1.0 NZD20171218 $59,NZD20171218,NZD,NE,2017-09-21 16:46:49,0.7294,2017-09-21 17:00:00,0.73,-0.000821917808219,0.000821917808219,Open,1.0,59.0,2.5,-14.0
ib: 2017-09-21 13:59:47 1.0 HE20171214 $-20,HE20171214,HE,LH,2017-09-21 13:59:47,57.85,2017-09-21 14:05:00,57.8,0.000865051903114,0.000865051903114,Open,1.0,-20.0,2.5,-6.0
ib: 2017-09-21 14:12:39 2.0 ZW20171214 $-50,ZW20171214,ZW,W,2017-09-21 14:12:39,452.0,2017-09-21 14:20:00,452.5,-0.00110497237569,0.00110497237569,Open,-1.0,-50.0,5.0,-8.0
ib: 2017-09-21 16:46:41 1.0 CAD20171219 $95,CAD20171219,CAD,CD,2017-09-21 16:46:41,0.81145,2017-09-21 17:00:00,0.8105,0.00117211597779,0.00117211597779,Open,-1.0,95.0,2.5,-14.0
ib: 2017-09-21 14:12:37 1.0 ZS20171114 $-62,ZS20171114,ZS,S,2017-09-21 14:12:37,969.5,2017-09-21 14:20:00,970.75,-0.00128766417718,0.00128766417718,Open,-1.0,-62.0,2.5,-8.0
ib: 2017-09-21 16:46:51 1.0 CHF20171218 $-187,CHF20171218,CHF,SF,2017-09-21 16:46:51,1.0359,2017-09-21 17:00:00,1.0344,0.00145011600928,0.00145011600928,Open,1.0,-187.0,2.5,-14.0
ib: 2017-09-21 14:12:45 4.0 ZM20171214 $-239,ZM20171214,ZM,SM,2017-09-21 14:12:45,312.3,2017-09-21 14:20:00,312.9,-0.00191754554171,0.00191754554171,Open,-1.0,-239.0,10.0,-8.0
ib: 2017-09-21 16:46:34 1.0 NG20171027 $-109,NG20171027,NG,NG,2017-09-21 16:46:34,3.018,2017-09-21 17:00:00,3.007,0.0036581310276,0.0036581310276,Open,1.0,-109.0,2.5,-14.0
