rowname,contract,ibsym,CSIsym,ib_timestamp,ib_price,closetime,csiPrice,slippage,abs_slippage,Type,signal,dollarslip,commissions,delta
ib: 2017-03-08 16:47:40 2.0 CAD20170314 $0,CAD20170314,CAD,CD,2017-03-08 16:47:40,0.7411,2017-03-08 17:00:00,0.7411,0.0,0.0,Open,-1.0,0.0,5.0,-13.0
ib: 2017-03-08 16:47:58 10.0 ZT20170630 $-156,ZT20170630,ZT,TU,2017-03-08 16:47:58,107.8984375,2017-03-08 17:00:00,107.90625,-7.24008108891e-05,7.24008108891e-05,Open,-1.0,-156.0,25.0,-13.0
ib: 2017-03-08 16:47:21 2.0 HO20170331 $-16,HO20170331,HO,HO,2017-03-08 16:47:21,1.5569,2017-03-08 17:00:00,1.5567,0.000128476906276,0.000128476906276,Open,1.0,-16.0,5.0,-13.0
ib: 2017-03-08 16:47:32 1.0 NQ20170317 $20,NQ20170317,NQ,NQ,2017-03-08 16:47:32,5362.0,2017-03-08 17:00:00,5363.0,-0.000186462800671,0.000186462800671,Open,1.0,20.0,2.5,-13.0
ib: 2017-03-08 14:02:11 2.0 GF20170427 $25,GF20170427,GF,FC,2017-03-08 14:02:11,122.75,2017-03-08 14:05:00,122.775,-0.000203624516392,0.000203624516392,Open,1.0,25.0,5.0,-3.0
ib: 2017-03-08 16:47:44 1.0 NIY20170608 $21,NIY20170608,NIY,NIY,2017-03-08 16:47:44,19190.0,2017-03-08 17:00:00,19185.0,0.000260620276257,0.000260620276257,Open,-1.0,21.0,2.5,-13.0
ib: 2017-03-08 14:12:42 1.0 ZM20170512 $9,ZM20170512,ZM,SM,2017-03-08 14:12:42,331.2,2017-03-08 14:20:00,331.1,0.000302023557837,0.000302023557837,Open,-1.0,9.0,2.5,-8.0
ib: 2017-03-08 16:47:54 6.0 ZF20170630 $-234,ZF20170630,ZF,FV,2017-03-08 16:47:54,116.7109375,2017-03-08 17:00:00,116.75,-0.000334582441113,0.000334582441113,Open,-1.0,-234.0,15.0,-13.0
ib: 2017-03-08 14:12:48 1.0 ZS20170512 $-25,ZS20170512,ZS,S,2017-03-08 14:12:48,1021.25,2017-03-08 14:20:00,1021.75,-0.000489356496207,0.000489356496207,Open,-1.0,-25.0,2.5,-8.0
ib: 2017-03-08 16:47:36 1.0 YM20170317 $54,YM20170317,YM,YM,2017-03-08 16:47:36,20857.0,2017-03-08 17:00:00,20868.0,-0.000527122867548,0.000527122867548,Open,1.0,54.0,2.5,-13.0
ib: 2017-03-08 16:47:52 1.0 EMD20170317 $-100,EMD20170317,EMD,EMD,2017-03-08 16:47:52,1708.8,2017-03-08 17:00:00,1709.8,-0.000584863726752,0.000584863726752,Open,-1.0,-100.0,2.5,-13.0
ib: 2017-03-08 16:47:15 2.0 ZB20170621 $-187,ZB20170621,ZB,US,2017-03-08 16:47:15,147.8125,2017-03-08 17:00:00,147.90625,-0.000633847454046,0.000633847454046,Open,-1.0,-187.0,5.0,-13.0
ib: 2017-03-08 14:02:09 1.0 LE20170428 $-29,LE20170428,LE,LC,2017-03-08 14:02:09,115.9,2017-03-08 14:05:00,115.975,-0.000646691097219,0.000646691097219,Open,-1.0,-29.0,2.5,-3.0
ib: 2017-03-08 14:12:44 3.0 ZC20170512 $-37,ZC20170512,ZC,C,2017-03-08 14:12:44,372.0,2017-03-08 14:20:00,372.25,-0.000671591672263,0.000671591672263,Open,-1.0,-37.0,7.5,-8.0
ib: 2017-03-08 16:47:26 1.0 PA20170628 $-54,PA20170628,PA,PA,2017-03-08 16:47:26,769.85,2017-03-08 17:00:00,770.4,-0.000713914849429,0.000713914849429,Open,-1.0,-54.0,2.5,-13.0
ib: 2017-03-08 16:47:28 3.0 ZN20170621 $-281,ZN20170621,ZN,TY,2017-03-08 16:47:28,123.046875,2017-03-08 17:00:00,123.140625,-0.000761324704987,0.000761324704987,Open,-1.0,-281.0,7.5,-13.0
